timestamp,flow,voltage,label
2026-04-01 12:21:59.802310,44.89,10.01,2
2026-04-01 12:22:04.802310,55.92,11.12,2
2026-04-01 12:22:09.802310,0.0,0.0,0
2026-04-01 12:22:14.802310,35.67,11.59,2
2026-04-01 12:22:19.802310,47.14,8.87,2
2026-04-01 12:22:24.802310,60.54,11.95,2
2026-04-01 12:22:29.802310,6.25,10.6,2
2026-04-01 12:22:34.802310,18.5,9.26,2
2026-04-01 12:22:39.802310,26.84,11.14,2
2026-04-01 12:22:44.802310,40.9,9.32,2
2026-04-01 12:22:49.802310,40.95,8.86,2
2026-04-01 12:22:54.802310,51.09,11.88,2
2026-04-01 12:22:59.802310,0.0,0.0,0
2026-04-01 12:23:04.802310,0.0,0.0,0
2026-04-01 12:23:09.802310,0.0,0.0,0
2026-04-01 12:23:14.802310,0.0,0.0,0
2026-04-01 12:23:19.802310,0.0,0.0,0
2026-04-01 12:23:24.802310,37.19,10.57,2
2026-04-01 12:23:29.802310,43.44,11.52,2
2026-04-01 12:23:34.802310,55.93,10.59,2
2026-04-01 12:23:39.802310,21.13,9.0,2
2026-04-01 12:23:44.802310,32.94,10.74,2
2026-04-01 12:23:49.802310,45.3,8.45,2
2026-04-01 12:23:54.802310,48.94,10.36,2
2026-04-01 12:23:59.802310,53.22,8.51,2
2026-04-01 12:24:04.802310,65.71,7.31,1
2026-04-01 12:24:09.802310,74.97,5.78,1
2026-04-01 12:24:14.802310,83.39,5.65,1
2026-04-01 12:24:19.802310,84.35,5.33,1
2026-04-01 12:24:24.802310,85.43,7.84,1
2026-04-01 12:24:29.802310,85.43,5.0,1
2026-04-01 12:24:34.802310,95.77,6.22,1
2026-04-01 12:24:39.802310,100.79,7.48,1
2026-04-01 12:24:44.802310,105.28,7.12,1
2026-04-01 12:24:49.802310,112.04,6.94,1
2026-04-01 12:24:54.802310,124.06,7.91,1
2026-04-01 12:24:59.802310,137.91,7.32,1
2026-04-01 12:25:04.802310,139.66,6.92,1
2026-04-01 12:25:09.802310,142.33,7.89,1
2026-04-01 12:25:14.802310,142.49,7.38,1
2026-04-01 12:25:19.802310,155.69,6.65,1
2026-04-01 12:25:24.802310,165.03,6.13,1
2026-04-01 12:25:29.802310,179.45,5.65,1
2026-04-01 12:25:34.802310,188.32,6.6,1
2026-04-01 12:25:39.802310,191.75,7.22,1
2026-04-01 12:25:44.802310,191.81,5.41,1
2026-04-01 12:25:49.802310,194.6,5.19,1
2026-04-01 12:25:54.802310,197.16,6.48,1
2026-04-01 12:25:59.802310,197.94,7.95,1
2026-04-01 12:26:04.802310,209.92,6.13,1
2026-04-01 12:26:09.802310,220.07,7.85,1
2026-04-01 12:26:14.802310,227.66,7.81,1
2026-04-01 12:26:19.802310,234.29,7.4,1
2026-04-01 12:26:24.802310,238.53,7.77,1
2026-04-01 12:26:29.802310,239.83,6.38,1
2026-04-01 12:26:34.802310,240.04,5.34,1
2026-04-01 12:26:39.802310,243.59,5.55,1
2026-04-01 12:26:44.802310,254.96,6.27,1
2026-04-01 12:26:49.802310,267.79,6.38,1
2026-04-01 12:26:54.802310,276.3,6.11,1
2026-04-01 12:26:59.802310,279.41,6.96,1
2026-04-01 12:27:04.802310,290.7,6.71,1
2026-04-01 12:27:09.802310,295.76,5.49,1
2026-04-01 12:27:14.802310,298.22,5.09,1
2026-04-01 12:27:19.802310,300.23,6.95,1
2026-04-01 12:27:24.802310,171.5,6.43,1
2026-04-01 12:27:29.802310,181.7,6.1,1
2026-04-01 12:27:34.802310,184.23,6.69,1
2026-04-01 12:27:39.802310,192.28,5.46,1
2026-04-01 12:27:44.802310,198.63,6.45,1
2026-04-01 12:27:49.802310,203.58,6.3,1
2026-04-01 12:27:54.802310,212.83,7.03,1
2026-04-01 12:27:59.802310,226.96,7.8,1
2026-04-01 12:28:04.802310,228.03,6.35,1
2026-04-01 12:28:09.802310,241.65,5.45,1
2026-04-01 12:28:14.802310,248.66,7.33,1
2026-04-01 12:28:19.802310,248.89,6.72,1
2026-04-01 12:28:24.802310,251.15,7.05,1
2026-04-01 12:28:29.802310,259.51,7.02,1
2026-04-01 12:28:34.802310,260.12,6.99,1
2026-04-01 12:28:39.802310,263.93,5.69,1
2026-04-01 12:28:44.802310,273.33,6.58,1
2026-04-01 12:28:49.802310,279.29,7.75,1
2026-04-01 12:28:54.802310,281.22,7.49,1
2026-04-01 12:28:59.802310,287.35,5.71,1
2026-04-01 12:29:04.802310,297.52,6.9,1
2026-04-01 12:29:09.802310,307.65,6.8,1
2026-04-01 12:29:14.802310,174.99,6.9,1
2026-04-01 12:29:19.802310,182.57,6.41,1
2026-04-01 12:29:24.802310,188.36,7.11,1
2026-04-01 12:29:29.802310,202.27,6.42,1
2026-04-01 12:29:34.802310,215.68,7.93,1
2026-04-01 12:29:39.802310,224.6,5.96,1
2026-04-01 12:29:44.802310,234.61,5.05,1
2026-04-01 12:29:49.802310,247.15,7.66,1
2026-04-01 12:29:54.802310,252.98,5.5,1
2026-04-01 12:29:59.802310,265.0,6.61,1
2026-04-01 12:30:04.802310,271.15,6.58,1
2026-04-01 12:30:09.802310,284.81,5.68,1
2026-04-01 12:30:14.802310,295.34,7.74,1
2026-04-01 12:30:19.802310,307.51,7.56,1
2026-04-01 12:30:24.802310,37.23,11.03,2
2026-04-01 12:30:29.802310,49.71,9.16,2
2026-04-01 12:30:34.802310,58.75,11.27,2
2026-04-01 12:30:39.802310,42.2,9.11,2
2026-04-01 12:30:44.802310,47.09,10.79,2
2026-04-01 12:30:49.802310,52.41,11.51,2
2026-04-01 12:30:54.802310,48.34,8.13,2
2026-04-01 12:30:59.802310,57.57,11.98,2
2026-04-01 12:31:04.802310,30.31,10.67,2
2026-04-01 12:31:09.802310,33.49,11.01,2
2026-04-01 12:31:14.802310,38.02,8.06,2
2026-04-01 12:31:19.802310,38.5,9.78,2
2026-04-01 12:31:24.802310,52.83,11.57,2
2026-04-01 12:31:29.802310,102.31,7.07,1
2026-04-01 12:31:34.802310,102.37,5.2,1
2026-04-01 12:31:39.802310,113.22,6.15,1
2026-04-01 12:31:44.802310,119.47,5.41,1
2026-04-01 12:31:49.802310,134.22,5.89,1
2026-04-01 12:31:54.802310,136.99,6.72,1
2026-04-01 12:31:59.802310,146.62,7.0,1
2026-04-01 12:32:04.802310,149.9,7.4,1
2026-04-01 12:32:09.802310,159.83,8.0,1
2026-04-01 12:32:14.802310,171.43,7.33,1
2026-04-01 12:32:19.802310,181.61,7.01,1
2026-04-01 12:32:24.802310,190.13,7.92,1
2026-04-01 12:32:29.802310,199.58,7.21,1
2026-04-01 12:32:34.802310,204.98,5.36,1
2026-04-01 12:32:39.802310,213.49,6.53,1
2026-04-01 12:32:44.802310,216.71,6.79,1
2026-04-01 12:32:49.802310,220.21,6.42,1
2026-04-01 12:32:54.802310,224.21,5.11,1
2026-04-01 12:32:59.802310,229.13,7.42,1
2026-04-01 12:33:04.802310,236.32,7.12,1
2026-04-01 12:33:09.802310,246.95,6.31,1
2026-04-01 12:33:14.802310,252.55,5.54,1
2026-04-01 12:33:19.802310,257.86,7.72,1
2026-04-01 12:33:24.802310,261.15,6.46,1
2026-04-01 12:33:29.802310,275.25,7.27,1
2026-04-01 12:33:34.802310,281.06,5.84,1
2026-04-01 12:33:39.802310,291.44,5.82,1
2026-04-01 12:33:44.802310,298.77,7.04,1
2026-04-01 12:33:49.802310,299.15,5.76,1
2026-04-01 12:33:54.802310,309.91,7.59,1
2026-04-01 12:33:59.802310,16.34,8.34,2
2026-04-01 12:34:04.802310,17.32,11.01,2
2026-04-01 12:34:09.802310,28.98,11.49,2
2026-04-01 12:34:14.802310,43.63,10.58,2
2026-04-01 12:34:19.802310,58.51,9.4,2
2026-04-01 12:34:24.802310,23.62,9.01,2
2026-04-01 12:34:29.802310,27.29,8.53,2
2026-04-01 12:34:34.802310,41.89,8.18,2
2026-04-01 12:34:39.802310,54.6,9.23,2
2026-04-01 12:34:44.802310,132.06,7.78,1
2026-04-01 12:34:49.802310,140.78,5.96,1
2026-04-01 12:34:54.802310,145.29,6.78,1
2026-04-01 12:34:59.802310,160.01,7.06,1
2026-04-01 12:35:04.802310,165.33,5.62,1
2026-04-01 12:35:09.802310,169.21,6.34,1
2026-04-01 12:35:14.802310,181.24,7.33,1
2026-04-01 12:35:19.802310,183.93,5.9,1
2026-04-01 12:35:24.802310,184.55,5.8,1
2026-04-01 12:35:29.802310,189.26,7.28,1
2026-04-01 12:35:34.802310,200.02,7.94,1
2026-04-01 12:35:39.802310,203.92,6.83,1
2026-04-01 12:35:44.802310,208.44,7.49,1
2026-04-01 12:35:49.802310,215.92,6.04,1
2026-04-01 12:35:54.802310,228.34,6.1,1
2026-04-01 12:35:59.802310,242.09,7.07,1
2026-04-01 12:36:04.802310,256.83,6.3,1
2026-04-01 12:36:09.802310,260.7,7.05,1
2026-04-01 12:36:14.802310,266.71,7.64,1
2026-04-01 12:36:19.802310,267.16,6.79,1
2026-04-01 12:36:24.802310,279.06,7.57,1
2026-04-01 12:36:29.802310,285.42,7.12,1
2026-04-01 12:36:34.802310,291.66,5.83,1
2026-04-01 12:36:39.802310,292.24,5.69,1
2026-04-01 12:36:44.802310,295.83,6.1,1
2026-04-01 12:36:49.802310,297.59,5.77,1
2026-04-01 12:36:54.802310,311.45,5.42,1
2026-04-01 12:36:59.802310,197.58,6.79,1
2026-04-01 12:37:04.802310,198.64,6.3,1
2026-04-01 12:37:09.802310,213.05,5.88,1
2026-04-01 12:37:14.802310,217.87,7.77,1
2026-04-01 12:37:19.802310,230.27,5.49,1
2026-04-01 12:37:24.802310,234.97,7.49,1
2026-04-01 12:37:29.802310,243.78,5.68,1
2026-04-01 12:37:34.802310,244.46,7.53,1
2026-04-01 12:37:39.802310,246.71,5.92,1
2026-04-01 12:37:44.802310,248.92,6.88,1
2026-04-01 12:37:49.802310,254.39,6.96,1
2026-04-01 12:37:54.802310,265.77,5.54,1
2026-04-01 12:37:59.802310,271.93,6.16,1
2026-04-01 12:38:04.802310,277.84,6.89,1
2026-04-01 12:38:09.802310,287.26,5.83,1
2026-04-01 12:38:14.802310,287.38,5.89,1
2026-04-01 12:38:19.802310,290.35,6.92,1
2026-04-01 12:38:24.802310,296.59,5.42,1
2026-04-01 12:38:29.802310,306.94,7.44,1
2026-04-01 12:38:34.802310,0.0,0.0,0
2026-04-01 12:38:39.802310,284.54,7.83,1
2026-04-01 12:38:44.802310,299.44,7.83,1
2026-04-01 12:38:49.802310,307.25,7.06,1
2026-04-01 12:38:54.802310,46.4,10.54,2
2026-04-01 12:38:59.802310,57.9,10.17,2
2026-04-01 12:39:04.802310,0.0,0.0,0
2026-04-01 12:39:09.802310,279.98,7.2,1
2026-04-01 12:39:14.802310,285.48,7.4,1
2026-04-01 12:39:19.802310,294.9,7.34,1
2026-04-01 12:39:24.802310,307.3,5.74,1
2026-04-01 12:39:29.802310,19.73,8.14,2
2026-04-01 12:39:34.802310,28.83,11.31,2
2026-04-01 12:39:39.802310,40.79,10.79,2
2026-04-01 12:39:44.802310,43.48,11.22,2
2026-04-01 12:39:49.802310,50.55,9.0,2
2026-04-01 12:39:54.802310,34.9,11.5,2
2026-04-01 12:39:59.802310,41.07,10.08,2
2026-04-01 12:40:04.802310,44.72,9.16,2
2026-04-01 12:40:09.802310,48.35,10.49,2
2026-04-01 12:40:14.802310,60.57,10.67,2
2026-04-01 12:40:19.802310,213.65,6.17,1
2026-04-01 12:40:24.802310,216.64,6.3,1
2026-04-01 12:40:29.802310,228.73,5.21,1
2026-04-01 12:40:34.802310,243.18,6.95,1
2026-04-01 12:40:39.802310,247.67,7.79,1
2026-04-01 12:40:44.802310,260.66,6.04,1
2026-04-01 12:40:49.802310,263.27,5.92,1
2026-04-01 12:40:54.802310,275.4,7.21,1
2026-04-01 12:40:59.802310,281.41,6.5,1
2026-04-01 12:41:04.802310,294.39,6.09,1
2026-04-01 12:41:09.802310,297.73,7.09,1
2026-04-01 12:41:14.802310,307.83,6.77,1
2026-04-01 12:41:19.802310,0.0,0.0,0
2026-04-01 12:41:24.802310,6.62,9.73,2
2026-04-01 12:41:29.802310,8.64,11.56,2
2026-04-01 12:41:34.802310,19.41,10.29,2
2026-04-01 12:41:39.802310,31.63,8.99,2
2026-04-01 12:41:44.802310,37.55,11.84,2
2026-04-01 12:41:49.802310,40.11,11.11,2
2026-04-01 12:41:54.802310,43.72,11.46,2
2026-04-01 12:41:59.802310,51.65,8.34,2
2026-04-01 12:42:04.802310,34.79,11.84,2
2026-04-01 12:42:09.802310,44.28,9.97,2
2026-04-01 12:42:14.802310,53.61,10.58,2
2026-04-01 12:42:19.802310,24.23,8.72,2
2026-04-01 12:42:24.802310,37.3,11.18,2
2026-04-01 12:42:29.802310,38.41,9.1,2
2026-04-01 12:42:34.802310,39.76,8.79,2
2026-04-01 12:42:39.802310,52.45,9.88,2
2026-04-01 12:42:44.802310,260.6,6.62,1
2026-04-01 12:42:49.802310,269.42,6.22,1
2026-04-01 12:42:54.802310,284.39,5.65,1
2026-04-01 12:42:59.802310,292.27,5.28,1
2026-04-01 12:43:04.802310,294.73,6.01,1
2026-04-01 12:43:09.802310,300.08,5.66,1
2026-04-01 12:43:14.802310,272.86,7.85,1
2026-04-01 12:43:19.802310,281.25,7.74,1
2026-04-01 12:43:24.802310,287.58,6.22,1
2026-04-01 12:43:29.802310,288.05,7.67,1
2026-04-01 12:43:34.802310,299.7,7.75,1
2026-04-01 12:43:39.802310,307.99,6.69,1
2026-04-01 12:43:44.802310,33.51,11.86,2
2026-04-01 12:43:49.802310,41.52,8.48,2
2026-04-01 12:43:54.802310,48.09,10.3,2
2026-04-01 12:43:59.802310,52.19,10.19,2
2026-04-01 12:44:04.802310,118.45,7.84,1
2026-04-01 12:44:09.802310,123.3,6.9,1
2026-04-01 12:44:14.802310,135.43,5.43,1
2026-04-01 12:44:19.802310,136.82,6.99,1
2026-04-01 12:44:24.802310,145.7,7.92,1
2026-04-01 12:44:29.802310,157.63,5.68,1
2026-04-01 12:44:34.802310,166.64,7.77,1
2026-04-01 12:44:39.802310,181.33,5.19,1
2026-04-01 12:44:44.802310,182.04,6.59,1
2026-04-01 12:44:49.802310,190.51,5.43,1
2026-04-01 12:44:54.802310,201.95,7.7,1
2026-04-01 12:44:59.802310,212.09,6.86,1
2026-04-01 12:45:04.802310,220.51,5.34,1
2026-04-01 12:45:09.802310,223.3,7.87,1
2026-04-01 12:45:14.802310,234.55,5.55,1
2026-04-01 12:45:19.802310,235.36,5.47,1
2026-04-01 12:45:24.802310,236.74,7.43,1
2026-04-01 12:45:29.802310,237.78,6.72,1
2026-04-01 12:45:34.802310,242.76,6.35,1
2026-04-01 12:45:39.802310,255.2,7.04,1
2026-04-01 12:45:44.802310,259.68,5.17,1
2026-04-01 12:45:49.802310,273.89,5.12,1
2026-04-01 12:45:54.802310,287.11,6.62,1
2026-04-01 12:45:59.802310,295.87,7.25,1
2026-04-01 12:46:04.802310,304.0,7.78,1
2026-04-01 12:46:09.802310,173.23,6.57,1
2026-04-01 12:46:14.802310,181.01,7.14,1
2026-04-01 12:46:19.802310,188.72,7.49,1
2026-04-01 12:46:24.802310,202.34,6.53,1
2026-04-01 12:46:29.802310,210.12,7.51,1
2026-04-01 12:46:34.802310,218.87,6.19,1
2026-04-01 12:46:39.802310,230.88,6.85,1
2026-04-01 12:46:44.802310,245.81,5.15,1
2026-04-01 12:46:49.802310,256.54,5.26,1
2026-04-01 12:46:54.802310,263.77,6.22,1
2026-04-01 12:46:59.802310,276.98,5.11,1
2026-04-01 12:47:04.802310,291.04,6.16,1
2026-04-01 12:47:09.802310,295.16,6.85,1
2026-04-01 12:47:14.802310,308.67,6.3,1
2026-04-01 12:47:19.802310,0.0,0.0,0
2026-04-01 12:47:24.802310,242.24,5.9,1
2026-04-01 12:47:29.802310,242.81,5.6,1
2026-04-01 12:47:34.802310,256.86,7.61,1
2026-04-01 12:47:39.802310,271.52,6.15,1
2026-04-01 12:47:44.802310,276.14,7.48,1
2026-04-01 12:47:49.802310,281.43,7.12,1
2026-04-01 12:47:54.802310,285.71,7.22,1
2026-04-01 12:47:59.802310,295.84,6.1,1
2026-04-01 12:48:04.802310,306.5,6.51,1
2026-04-01 12:48:09.802310,118.56,7.73,1
2026-04-01 12:48:14.802310,121.41,5.04,1
2026-04-01 12:48:19.802310,125.38,6.73,1
2026-04-01 12:48:24.802310,138.47,7.26,1
2026-04-01 12:48:29.802310,151.79,5.99,1
2026-04-01 12:48:34.802310,164.79,6.03,1
2026-04-01 12:48:39.802310,174.55,7.47,1
2026-04-01 12:48:44.802310,189.54,7.39,1
2026-04-01 12:48:49.802310,193.2,5.52,1
2026-04-01 12:48:54.802310,203.87,7.39,1
2026-04-01 12:48:59.802310,211.3,7.43,1
2026-04-01 12:49:04.802310,223.19,5.62,1
2026-04-01 12:49:09.802310,230.28,5.19,1
2026-04-01 12:49:14.802310,238.56,5.62,1
2026-04-01 12:49:19.802310,245.26,6.03,1
2026-04-01 12:49:24.802310,254.46,5.56,1
2026-04-01 12:49:29.802310,269.46,7.49,1
2026-04-01 12:49:34.802310,270.62,6.44,1
2026-04-01 12:49:39.802310,279.07,7.96,1
2026-04-01 12:49:44.802310,287.66,5.57,1
2026-04-01 12:49:49.802310,292.67,6.32,1
2026-04-01 12:49:54.802310,305.26,7.99,1
2026-04-01 12:49:59.802310,0.0,0.0,0
2026-04-01 12:50:04.802310,0.0,0.0,0
2026-04-01 12:50:09.802310,245.41,6.37,1
2026-04-01 12:50:14.802310,248.78,6.52,1
2026-04-01 12:50:19.802310,252.63,5.39,1
2026-04-01 12:50:24.802310,267.27,7.59,1
2026-04-01 12:50:29.802310,280.18,7.48,1
2026-04-01 12:50:34.802310,288.11,7.34,1
2026-04-01 12:50:39.802310,302.83,7.67,1
2026-04-01 12:50:44.802310,206.15,6.07,1
2026-04-01 12:50:49.802310,217.19,7.8,1
2026-04-01 12:50:54.802310,229.81,6.75,1
2026-04-01 12:50:59.802310,230.64,7.11,1
2026-04-01 12:51:04.802310,233.12,7.42,1
2026-04-01 12:51:09.802310,238.48,5.89,1
2026-04-01 12:51:14.802310,245.28,6.49,1
2026-04-01 12:51:19.802310,254.28,6.42,1
2026-04-01 12:51:24.802310,263.02,6.55,1
2026-04-01 12:51:29.802310,263.63,5.13,1
2026-04-01 12:51:34.802310,270.55,7.48,1
2026-04-01 12:51:39.802310,283.91,6.9,1
2026-04-01 12:51:44.802310,287.61,6.91,1
2026-04-01 12:51:49.802310,302.6,7.34,1
2026-04-01 12:51:54.802310,171.54,6.94,1
2026-04-01 12:51:59.802310,183.75,7.41,1
2026-04-01 12:52:04.802310,189.94,6.68,1
2026-04-01 12:52:09.802310,194.73,5.18,1
2026-04-01 12:52:14.802310,203.71,6.67,1
2026-04-01 12:52:19.802310,211.98,7.23,1
2026-04-01 12:52:24.802310,226.08,6.43,1
2026-04-01 12:52:29.802310,234.57,5.97,1
2026-04-01 12:52:34.802310,243.07,5.14,1
2026-04-01 12:52:39.802310,253.03,6.44,1
2026-04-01 12:52:44.802310,258.3,6.87,1
2026-04-01 12:52:49.802310,259.4,6.33,1
2026-04-01 12:52:54.802310,268.61,6.21,1
2026-04-01 12:52:59.802310,275.04,6.89,1
2026-04-01 12:53:04.802310,278.06,6.68,1
2026-04-01 12:53:09.802310,288.34,5.31,1
2026-04-01 12:53:14.802310,298.35,6.54,1
2026-04-01 12:53:19.802310,302.46,7.18,1
2026-04-01 12:53:24.802310,73.49,6.78,1
2026-04-01 12:53:29.802310,80.8,6.57,1
2026-04-01 12:53:34.802310,95.17,5.45,1
2026-04-01 12:53:39.802310,108.02,5.97,1
2026-04-01 12:53:44.802310,117.35,5.59,1
2026-04-01 12:53:49.802310,127.53,6.02,1
2026-04-01 12:53:54.802310,136.7,5.52,1
2026-04-01 12:53:59.802310,151.0,7.25,1
2026-04-01 12:54:04.802310,159.02,7.78,1
2026-04-01 12:54:09.802310,172.6,6.57,1
2026-04-01 12:54:14.802310,179.68,6.22,1
2026-04-01 12:54:19.802310,189.19,7.76,1
2026-04-01 12:54:24.802310,201.38,6.08,1
2026-04-01 12:54:29.802310,202.99,6.67,1
2026-04-01 12:54:34.802310,217.96,6.53,1
2026-04-01 12:54:39.802310,228.6,6.74,1
2026-04-01 12:54:44.802310,243.1,6.23,1
2026-04-01 12:54:49.802310,257.14,6.12,1
2026-04-01 12:54:54.802310,260.09,5.27,1
2026-04-01 12:54:59.802310,266.77,6.41,1
2026-04-01 12:55:04.802310,279.77,5.46,1
2026-04-01 12:55:09.802310,284.38,7.33,1
2026-04-01 12:55:14.802310,284.64,6.81,1
2026-04-01 12:55:19.802310,297.66,5.31,1
2026-04-01 12:55:24.802310,301.25,6.41,1
2026-04-01 12:55:29.802310,40.66,9.26,2
2026-04-01 12:55:34.802310,41.54,10.8,2
2026-04-01 12:55:39.802310,55.23,10.67,2
2026-04-01 12:55:44.802310,154.96,7.79,1
2026-04-01 12:55:49.802310,167.4,5.42,1
2026-04-01 12:55:54.802310,171.75,7.94,1
2026-04-01 12:55:59.802310,185.78,7.74,1
2026-04-01 12:56:04.802310,186.93,5.52,1
2026-04-01 12:56:09.802310,193.58,7.84,1
2026-04-01 12:56:14.802310,201.22,7.13,1
2026-04-01 12:56:19.802310,212.62,6.82,1
2026-04-01 12:56:24.802310,227.27,5.96,1
2026-04-01 12:56:29.802310,230.0,5.29,1
2026-04-01 12:56:34.802310,239.79,5.79,1
