current,voltage,temperature,vibration,label
-13.23,6.19,32.88,0,1
-13.28,0.0,33.14,0,0
-13.11,11.13,33.42,1,2
-13.27,6.41,37.13,0,1
-13.33,0.0,32.08,0,0
-13.41,0.0,32.7,0,0
-13.17,8.09,34.87,1,2
-13.37,0.0,34.08,0,0
-13.07,0.0,33.54,0,0
-13.8,7.37,37.7,0,1
-12.98,9.82,41.75,1,2
-13.71,7.85,33.62,0,1
-13.35,5.3,32.56,0,1
-13.18,9.9,31.77,1,2
-12.83,8.67,37.66,1,2
-13.44,5.89,39.82,0,1
-13.28,6.7,37.87,0,1
-13.69,6.22,37.51,0,1
-13.59,7.13,30.17,0,1
-13.66,7.99,36.99,0,1
-13.49,0.0,30.44,0,0
-13.25,11.48,33.12,0,2
-13.54,5.13,30.01,0,1
-13.45,5.71,34.99,0,1
-13.15,10.42,36.81,0,2
-12.93,8.62,49.0,0,2
-12.74,8.05,44.87,0,2
-13.31,0.0,30.59,0,0
-13.78,0.0,33.3,0,0
-13.23,9.13,39.67,0,2
-13.05,8.02,33.79,1,2
-13.54,6.74,34.87,0,1
-13.11,0.0,34.2,0,0
-12.72,8.67,43.94,1,2
-12.61,9.81,45.37,0,2
-12.91,10.72,39.42,0,2
-13.09,9.68,37.83,1,2
-13.14,0.0,30.17,0,0
-13.65,0.0,31.05,0,0
-13.66,0.0,32.24,0,0
-13.72,5.71,39.45,0,1
-13.42,5.58,33.92,0,1
-13.72,7.92,33.66,0,1
-13.27,6.62,35.07,0,1
-13.26,6.53,31.54,0,1
-13.15,11.48,36.24,1,2
-12.88,8.08,32.6,1,2
-13.98,0.0,30.55,0,0
-13.24,5.05,33.71,0,1
-13.43,5.38,38.0,0,1
-13.1,9.1,35.15,1,2
-13.53,5.3,32.61,0,1
-13.28,0.0,31.34,0,0
-12.65,8.46,31.27,1,2
-12.61,10.77,49.49,1,2
-13.29,8.83,45.81,1,2
-13.53,7.71,30.74,0,1
-12.77,9.68,46.22,0,2
-13.99,0.0,33.15,0,0
-13.26,9.7,43.44,0,2
-13.61,0.0,32.43,0,0
-12.69,9.89,31.23,1,2
-13.26,7.0,34.06,0,1
-12.74,10.81,47.77,1,2
-13.17,8.94,37.66,1,2
-13.95,0.0,32.31,0,0
-13.55,5.14,39.91,0,1
-13.73,5.47,31.21,0,1
-13.14,9.53,43.89,1,2
-13.7,0.0,32.03,0,0
-13.74,0.0,33.7,0,0
-13.04,0.0,32.81,0,0
-13.1,0.0,30.09,0,0
-13.48,5.84,39.52,0,1
-13.59,5.42,35.57,0,1
-13.16,0.0,30.23,0,0
-13.22,9.44,40.54,1,2
-13.14,0.0,34.37,0,0
-13.91,0.0,32.78,0,0
-12.63,10.48,31.73,1,2
-13.11,8.88,41.86,0,2
-13.62,6.14,37.07,0,1
-13.66,0.0,30.38,0,0
-13.28,5.09,37.89,0,1
-12.53,8.28,36.6,1,2
-13.26,11.02,47.01,0,2
-13.48,5.59,35.91,0,1
-12.74,10.75,35.6,0,2
-13.93,0.0,33.41,0,0
-13.96,0.0,33.15,0,0
-13.46,0.0,33.47,0,0
-13.45,0.0,30.97,0,0
-12.98,9.44,34.88,0,2
-12.87,11.69,43.92,0,2
-12.58,9.07,33.86,1,2
-13.51,0.0,32.98,0,0
-13.5,7.35,30.32,0,1
-13.19,10.3,38.85,1,2
-13.22,8.67,30.13,0,2
-13.59,6.34,36.6,0,1
-13.2,0.0,31.0,0,0
-13.12,0.0,32.52,0,0
-13.67,0.0,34.76,0,0
-13.27,11.16,42.28,1,2
-13.58,7.57,32.87,0,1
-12.73,8.26,41.12,1,2
-13.14,11.58,45.26,0,2
-13.23,5.31,36.44,0,1
-13.1,0.0,33.97,0,0
-13.39,0.0,34.17,0,0
-13.48,5.75,32.6,0,1
-12.72,10.03,39.7,1,2
-13.29,5.39,38.48,0,1
-13.52,0.0,32.87,0,0
-13.4,7.38,33.55,0,1
-13.67,5.72,38.57,0,1
-13.53,7.32,39.41,0,1
-13.21,10.55,31.76,1,2
-13.46,0.0,32.94,0,0
-13.0,8.45,40.35,1,2
-13.42,0.0,34.68,0,0
-13.14,0.0,31.55,0,0
-13.24,6.52,34.83,0,1
-13.29,7.01,32.1,0,1
-13.28,9.42,49.15,0,2
-12.9,10.14,40.25,1,2
-13.75,6.91,39.57,0,1
-13.55,6.15,35.4,0,1
-13.81,0.0,33.29,0,0
-13.29,7.52,37.2,0,1
-13.26,6.95,30.79,0,1
-13.78,0.0,32.28,0,0
-12.95,8.6,34.64,0,2
-12.7,9.74,49.67,0,2
-13.28,7.19,32.22,0,1
-12.63,10.22,42.33,1,2
-13.4,0.0,31.66,0,0
-13.73,0.0,31.59,0,0
-13.51,5.38,37.4,0,1
-13.68,0.0,33.94,0,0
-12.51,11.15,37.19,0,2
-12.57,10.18,43.77,1,2
-13.53,7.64,30.5,0,1
-12.73,10.12,31.42,1,2
-13.82,0.0,32.52,0,0
-13.61,6.68,30.86,0,1
-13.17,9.09,43.89,0,2
-12.87,11.45,38.66,1,2
-13.09,10.39,39.15,1,2
-13.26,0.0,34.81,0,0
-13.76,0.0,31.64,0,0
-12.62,9.79,36.06,1,2
-13.73,0.0,34.51,0,0
-12.77,9.39,36.18,1,2
-13.25,7.15,31.49,0,1
-13.46,0.0,31.6,0,0
-13.64,0.0,33.34,0,0
-13.76,0.0,33.73,0,0
-12.51,9.9,32.27,1,2
-12.66,9.54,37.11,1,2
-13.02,0.0,32.85,0,0
-13.16,11.84,31.83,1,2
-13.58,6.11,30.59,0,1
-13.97,0.0,32.8,0,0
-13.75,6.33,33.66,0,1
-13.99,0.0,31.65,0,0
-13.21,5.14,35.88,0,1
-13.51,6.23,38.93,0,1
-13.09,0.0,32.54,0,0
-12.61,8.91,33.97,0,2
-13.2,0.0,32.43,0,0
-13.28,0.0,33.22,0,0
-13.6,0.0,34.78,0,0
-13.33,7.71,36.88,0,1
-13.55,0.0,34.1,0,0
-13.39,6.5,36.8,0,1
-13.21,5.77,35.49,0,1
-13.26,0.0,33.58,0,0
-13.79,5.29,32.63,0,1
-13.14,9.47,46.52,0,2
-13.09,9.02,31.21,0,2
-13.46,7.39,32.32,0,1
-13.2,9.8,45.21,0,2
-13.11,0.0,32.15,0,0
-13.71,5.4,38.33,0,1
-13.7,0.0,33.67,0,0
-13.53,7.12,30.23,0,1
-13.19,8.59,39.4,1,2
-13.32,7.81,35.72,0,1
-12.69,11.38,33.52,1,2
-13.19,10.65,33.82,0,2
-13.25,7.76,34.79,0,1
-13.41,0.0,34.37,0,0
-13.89,0.0,33.03,0,0
-13.71,7.24,36.73,0,1
-13.26,0.0,30.8,0,0
-13.22,10.71,43.6,0,2
-13.21,0.0,32.67,0,0
-13.56,6.77,37.25,0,1
-13.55,5.08,38.09,0,1
-12.73,8.92,47.95,1,2
-13.03,9.16,44.49,1,2
-13.42,0.0,34.52,0,0
-13.5,7.75,34.93,0,1
-13.09,0.0,31.01,0,0
-13.23,10.88,42.33,1,2
-13.35,5.16,35.47,0,1
-13.13,10.66,32.74,1,2
-13.54,6.7,32.68,0,1
-13.8,7.2,35.34,0,1
-13.33,6.81,35.66,0,1
-13.73,7.79,39.74,0,1
-13.43,0.0,32.52,0,0
-13.33,7.45,31.99,0,1
-13.0,10.4,48.31,0,2
-13.21,9.9,36.02,1,2
-12.94,8.28,48.94,0,2
-12.74,8.17,31.88,1,2
-13.48,0.0,30.94,0,0
-13.11,0.0,30.57,0,0
-13.53,0.0,34.04,0,0
-13.2,0.0,33.05,0,0
-13.76,0.0,34.09,0,0
-13.44,7.89,31.61,0,1
-13.43,5.69,35.31,0,1
-13.28,9.92,38.84,1,2
-12.86,8.02,30.21,0,2
-13.77,0.0,30.86,0,0
-13.44,5.49,31.24,0,1
-13.71,0.0,34.87,0,0
-13.04,11.6,47.2,0,2
-13.21,7.91,35.39,0,1
-13.52,7.6,30.67,0,1
-12.52,10.21,30.01,1,2
-13.63,7.06,35.76,0,1
-13.23,0.0,34.69,0,0
-13.64,5.4,32.14,0,1
-13.54,7.79,38.33,0,1
-12.54,9.93,41.87,0,2
-13.65,6.54,37.77,0,1
-12.86,9.56,49.84,0,2
-13.77,6.62,35.73,0,1
-13.42,5.25,38.79,0,1
-13.31,0.0,33.0,0,0
-13.61,7.06,39.4,0,1
-13.75,6.05,33.91,0,1
-13.76,6.68,36.08,0,1
-13.7,6.23,38.62,0,1
-13.11,8.12,34.68,0,2
-13.4,0.0,31.41,0,0
-13.42,5.25,34.05,0,1
-12.65,8.64,40.12,1,2
-13.22,10.73,45.24,0,2
-13.54,7.74,35.33,0,1
-13.24,0.0,34.46,0,0
-13.76,5.1,38.12,0,1
-13.76,0.0,30.48,0,0
-12.79,8.96,42.3,1,2
-13.29,9.08,38.48,1,2
-13.52,0.0,31.58,0,0
-12.59,11.02,48.43,0,2
-12.72,10.61,31.64,0,2
-13.27,6.43,33.53,0,1
-12.64,10.06,42.35,0,2
-12.79,8.27,43.07,1,2
-13.53,0.0,30.32,0,0
-13.22,0.0,34.68,0,0
-13.22,0.0,32.14,0,0
-13.24,9.44,35.62,0,2
-13.24,0.0,33.45,0,0
-13.49,6.7,38.41,0,1
-13.3,0.0,32.09,0,0
-13.32,0.0,31.17,0,0
-13.83,0.0,31.94,0,0
-13.78,0.0,33.77,0,0
-13.32,0.0,32.07,0,0
-12.63,11.43,46.17,1,2
-13.53,6.08,35.34,0,1
-12.64,11.54,37.33,1,2
-13.16,8.79,43.85,0,2
-13.77,0.0,30.9,0,0
-13.75,0.0,34.59,0,0
-12.87,10.28,42.38,0,2
-13.62,0.0,34.06,0,0
-13.56,6.06,37.89,0,1
-13.65,8.0,30.24,0,1
-12.62,11.9,43.52,0,2
-13.05,0.0,32.94,0,0
-13.48,6.33,30.84,0,1
-13.62,0.0,34.68,0,0
-12.73,8.26,38.47,1,2
-13.22,8.84,44.1,0,2
-13.47,7.48,32.19,0,1
-13.54,0.0,30.47,0,0
-13.79,7.61,34.86,0,1
-13.41,7.46,39.96,0,1
-13.89,0.0,34.23,0,0
-13.5,0.0,32.15,0,0
-13.05,8.09,36.07,0,2
-13.56,7.57,30.8,0,1
-12.79,9.82,40.3,1,2
-13.49,6.77,36.86,0,1
-13.44,5.36,38.21,0,1
-13.23,0.0,30.34,0,0
-13.72,6.3,33.43,0,1
-13.72,0.0,30.98,0,0
-12.95,8.48,30.1,1,2
-13.32,5.83,38.25,0,1
-12.83,11.29,34.89,1,2
-13.21,10.53,35.27,1,2
-13.82,0.0,32.39,0,0
-13.53,0.0,31.6,0,0
-13.61,6.81,32.62,0,1
-12.61,9.92,35.36,0,2
-13.53,0.0,32.28,0,0
-13.08,0.0,32.82,0,0
-13.73,5.23,39.07,0,1
-13.12,0.0,31.89,0,0
-13.25,7.84,30.42,0,1
-13.71,7.06,35.97,0,1
-13.56,0.0,30.24,0,0
-13.26,0.0,32.08,0,0
-13.03,9.27,43.18,0,2
-12.86,10.99,35.08,0,2
-13.24,6.13,36.14,0,1
-13.33,0.0,32.86,0,0
-13.16,0.0,33.52,0,0
-13.71,0.0,33.59,0,0
-13.41,7.72,34.48,0,1
-13.7,0.0,34.15,0,0
-13.82,0.0,32.71,0,0
-12.78,10.2,30.41,0,2
-12.55,9.36,34.17,1,2
-13.38,6.65,33.27,0,1
-13.3,0.0,31.66,0,0
-13.24,10.45,38.31,0,2
-13.56,5.27,36.89,0,1
-12.58,10.33,38.79,1,2
-13.43,5.46,32.31,0,1
-13.21,11.78,36.79,1,2
-13.19,10.48,43.58,0,2
-12.8,9.36,31.12,0,2
-13.95,0.0,31.42,0,0
-13.14,9.97,41.29,0,2
-12.71,11.04,34.72,1,2
-13.25,6.7,39.61,0,1
-13.06,9.52,40.08,0,2
-13.81,0.0,34.54,0,0
-13.59,6.9,30.68,0,1
-13.77,0.0,30.14,0,0
-12.53,10.78,33.41,0,2
-13.07,9.5,37.81,1,2
-13.46,5.97,31.18,0,1
-13.35,7.23,38.67,0,1
-13.49,6.64,38.61,0,1
-13.48,7.5,30.73,0,1
-12.63,8.19,35.75,0,2
-12.65,9.66,40.9,1,2
-13.61,5.77,33.13,0,1
-13.01,10.6,49.16,1,2
-12.98,9.29,38.08,0,2
-13.2,10.52,39.29,1,2
-13.05,9.54,44.94,0,2
-13.39,5.86,38.12,0,1
-12.64,9.63,33.2,1,2
-13.79,7.93,39.41,0,1
-13.16,0.0,31.47,0,0
-12.71,8.99,43.71,0,2
-13.29,6.59,32.61,0,1
-13.58,0.0,34.48,0,0
-13.37,0.0,30.69,0,0
-13.72,5.5,32.87,0,1
-13.46,0.0,30.69,0,0
-13.7,0.0,32.84,0,0
-13.58,0.0,33.98,0,0
-13.04,0.0,30.04,0,0
-13.2,10.92,42.43,1,2
-12.73,9.43,40.31,1,2
-13.13,0.0,33.72,0,0
-13.7,5.42,34.54,0,1
-13.61,5.88,35.72,0,1
-13.28,7.48,35.58,0,1
-13.33,0.0,34.3,0,0
-13.31,6.94,35.03,0,1
-13.29,6.44,34.28,0,1
-12.5,8.4,42.62,1,2
-13.71,6.54,36.32,0,1
-13.26,0.0,30.84,0,0
-13.86,0.0,30.9,0,0
-13.26,9.02,31.77,1,2
-13.94,0.0,31.58,0,0
-13.0,9.69,36.33,1,2
-13.98,0.0,32.87,0,0
-12.83,10.08,48.44,1,2
-13.66,6.19,32.2,0,1
-13.07,11.71,48.72,0,2
-13.29,0.0,30.4,0,0
-12.56,11.59,49.45,0,2
-13.31,6.32,38.83,0,1
-12.77,10.88,43.96,1,2
-12.99,9.35,35.8,0,2
-13.02,10.25,49.03,0,2
-13.09,10.08,39.59,1,2
-13.17,0.0,31.53,0,0
-12.71,10.62,42.1,0,2
-12.63,9.8,33.77,1,2
-13.24,11.25,44.01,0,2
-13.82,0.0,34.22,0,0
-12.57,9.93,30.63,1,2
-13.6,5.27,36.13,0,1
-12.95,11.05,48.72,1,2
-13.52,0.0,34.81,0,0
-13.09,0.0,34.83,0,0
-13.49,5.81,32.14,0,1
-13.21,0.0,31.62,0,0
-13.24,0.0,31.69,0,0
-12.53,10.56,33.74,0,2
-13.31,6.78,38.99,0,1
-13.41,6.17,39.1,0,1
-12.55,9.64,34.08,1,2
-13.61,7.65,38.43,0,1
-13.07,11.53,36.35,0,2
-12.88,10.85,35.93,1,2
-13.43,0.0,30.48,0,0
-13.4,0.0,32.31,0,0
-13.14,0.0,31.4,0,0
-12.54,8.89,34.16,0,2
-13.42,0.0,33.16,0,0
-13.63,0.0,30.49,0,0
-12.95,11.28,48.34,1,2
-13.68,0.0,30.42,0,0
-13.32,5.62,31.8,0,1
-13.27,6.32,38.28,0,1
-12.78,11.03,34.14,0,2
-13.64,7.77,35.5,0,1
-13.14,8.01,43.9,1,2
-13.43,7.68,37.01,0,1
-13.21,8.63,42.18,0,2
-13.21,7.15,33.76,0,1
-13.36,6.92,32.61,0,1
-13.22,5.81,38.24,0,1
-13.33,5.79,37.97,0,1
-13.74,0.0,32.54,0,0
-13.5,7.89,33.56,0,1
-12.98,11.36,40.31,1,2
-13.3,0.0,34.64,0,0
-12.83,11.74,32.5,1,2
-12.78,8.98,34.01,1,2
-13.8,0.0,30.58,0,0
-12.7,11.08,35.17,1,2
-13.78,0.0,33.93,0,0
-12.66,11.23,30.94,1,2
-12.93,9.86,46.61,1,2
-12.84,10.76,38.33,0,2
-13.71,5.31,36.36,0,1
-13.47,7.28,31.14,0,1
-13.23,7.81,35.87,0,1
-12.69,10.98,39.39,0,2
-13.4,0.0,30.61,0,0
-13.02,0.0,34.66,0,0
-13.49,0.0,30.74,0,0
-13.04,8.8,48.15,0,2
-13.74,5.57,36.09,0,1
-13.45,0.0,32.06,0,0
-12.78,8.17,35.2,0,2
-13.42,6.76,31.55,0,1
-12.96,10.43,38.11,1,2
-13.33,0.0,34.75,0,0
-13.12,11.16,31.8,1,2
-13.07,0.0,34.67,0,0
-13.54,0.0,34.19,0,0
-13.18,10.52,36.3,0,2
-13.03,8.73,47.39,0,2
-13.54,6.45,38.99,0,1
-13.1,0.0,30.26,0,0
-13.7,7.16,38.05,0,1
-13.66,7.78,36.3,0,1
-13.43,6.1,38.78,0,1
-12.93,9.07,31.72,0,2
-13.66,0.0,34.84,0,0
-13.34,6.33,38.87,0,1
-12.51,9.56,45.38,0,2
-13.36,7.37,35.04,0,1
-13.29,11.62,47.31,0,2
-13.27,10.06,41.1,1,2
-12.65,11.09,46.86,0,2
-13.91,0.0,34.54,0,0
-13.52,6.68,30.81,0,1
-13.66,0.0,34.21,0,0
-13.58,7.09,38.76,0,1
-13.25,11.11,31.29,0,2
-12.58,8.13,37.79,1,2
-13.4,5.26,38.82,0,1
-13.59,0.0,34.69,0,0
-13.74,5.91,35.22,0,1
-13.67,5.62,34.01,0,1
-13.06,0.0,30.21,0,0
-13.05,0.0,34.18,0,0
-13.63,0.0,31.8,0,0
-13.82,0.0,32.2,0,0
-13.45,6.46,39.61,0,1
-13.17,0.0,32.09,0,0
-12.99,10.15,42.01,1,2
-12.92,10.57,35.22,1,2
-13.23,11.14,45.45,0,2
-13.57,6.99,35.94,0,1
-13.17,10.59,39.33,0,2
-13.1,0.0,32.6,0,0
-13.71,7.34,38.96,0,1
-13.52,7.98,36.4,0,1
-13.04,9.6,47.5,0,2
-12.69,9.47,46.8,1,2
-13.34,6.76,32.26,0,1
-13.15,11.56,38.51,1,2
-13.56,0.0,32.27,0,0
-13.11,0.0,33.94,0,0
-13.76,6.28,39.02,0,1
-12.77,10.43,40.17,1,2
-13.04,0.0,33.31,0,0
-13.61,6.42,36.1,0,1
-13.89,0.0,33.11,0,0
-13.96,0.0,30.99,0,0
-13.29,5.5,39.24,0,1
-12.61,9.24,43.43,0,2
-13.46,7.43,38.37,0,1
-12.83,8.42,39.16,0,2
-13.57,7.15,39.28,0,1
-12.85,11.37,39.77,1,2
-13.28,5.83,37.81,0,1
-13.57,6.98,33.72,0,1
-13.4,0.0,30.6,0,0
-12.67,11.18,47.25,0,2
-12.73,9.36,49.55,0,2
-13.39,6.77,38.79,0,1
-13.25,7.04,32.91,0,1
-13.93,0.0,31.64,0,0
-13.77,0.0,30.78,0,0
-12.6,8.41,38.01,1,2
-13.57,5.27,37.87,0,1
-13.62,0.0,30.11,0,0
-13.16,8.75,44.35,1,2
-13.73,5.81,39.16,0,1
-13.52,6.33,33.43,0,1
-13.49,0.0,34.07,0,0
-13.42,0.0,32.71,0,0
-13.37,5.89,32.69,0,1
-13.37,0.0,33.93,0,0
-13.42,0.0,31.24,0,0
-13.88,0.0,31.97,0,0
-13.09,11.61,41.22,0,2
-13.41,5.54,35.33,0,1
-13.43,6.0,38.02,0,1
-12.97,9.12,49.9,1,2
-13.34,7.44,37.69,0,1
-13.22,6.26,34.08,0,1
-13.93,0.0,30.59,0,0
-12.78,9.68,30.88,0,2
-13.56,0.0,33.5,0,0
-13.64,0.0,31.64,0,0
-12.66,11.53,36.64,1,2
-13.78,0.0,34.35,0,0
-13.31,0.0,30.12,0,0
-13.77,6.27,33.4,0,1
-13.31,5.48,35.8,0,1
-13.42,6.95,39.37,0,1
-13.64,6.63,38.39,0,1
-13.52,0.0,32.34,0,0
-13.22,8.44,32.29,1,2
-13.6,5.0,32.15,0,1
-13.02,0.0,32.13,0,0
-12.67,10.19,42.97,1,2
-13.48,6.42,38.61,0,1
-12.92,10.8,42.46,1,2
-12.51,8.89,48.4,0,2
-13.54,0.0,33.8,0,0
-12.56,8.85,44.77,0,2
-13.14,0.0,32.69,0,0
-13.23,6.73,39.12,0,1
-13.48,6.36,34.54,0,1
-13.42,5.4,36.27,0,1
-12.97,9.58,33.53,1,2
-12.92,11.09,33.15,1,2
-13.3,7.08,39.82,0,1
-13.26,5.92,38.09,0,1
-13.26,11.79,35.36,0,2
-13.68,0.0,31.5,0,0
-13.6,0.0,31.9,0,0
-13.51,0.0,30.9,0,0
-12.66,9.6,44.55,1,2
-13.07,10.01,46.74,0,2
-12.98,8.75,47.99,0,2
-13.07,0.0,31.3,0,0
-12.86,11.47,38.36,1,2
-13.68,0.0,32.22,0,0
-13.59,5.55,35.39,0,1
-12.7,11.38,43.31,1,2
-12.5,9.23,48.95,0,2
-13.77,6.88,31.3,0,1
-12.66,11.79,36.05,1,2
-13.68,7.93,35.76,0,1
-13.24,5.99,39.83,0,1
-12.64,11.95,47.77,1,2
-13.62,6.66,37.55,0,1
-12.93,8.48,47.01,0,2
-12.61,8.06,42.17,1,2
-12.7,10.89,44.85,1,2
-12.65,11.8,36.04,0,2
-12.62,11.42,31.45,1,2
-12.78,10.19,31.64,0,2
-13.49,6.55,31.44,0,1
-13.02,0.0,33.17,0,0
-13.19,0.0,33.2,0,0
-13.56,0.0,32.07,0,0
-13.58,7.51,33.35,0,1
-13.05,0.0,31.06,0,0
-13.2,0.0,31.26,0,0
-13.49,0.0,33.66,0,0
-13.2,11.42,33.01,1,2
-13.56,0.0,33.95,0,0
-13.25,0.0,30.11,0,0
-13.38,5.4,32.81,0,1
-12.51,10.24,46.81,1,2
-13.52,7.2,38.37,0,1
-13.59,5.19,31.05,0,1
-13.21,7.05,30.22,0,1
-13.37,5.17,31.63,0,1
-13.42,6.65,34.45,0,1
-12.67,11.01,41.47,0,2
-13.21,0.0,33.55,0,0
-13.73,0.0,34.75,0,0
-13.69,0.0,30.73,0,0
-13.22,6.97,39.77,0,1
-13.14,8.8,42.82,1,2
-13.21,10.42,30.04,0,2
-13.65,5.31,31.11,0,1
-12.76,10.78,49.16,1,2
-13.21,0.0,30.19,0,0
-13.19,0.0,31.8,0,0
-13.57,5.02,33.18,0,1
-12.61,8.59,30.83,1,2
-13.23,5.06,34.03,0,1
-12.62,11.0,35.43,0,2
-13.24,5.08,35.6,0,1
-12.76,8.11,36.19,1,2
-13.37,0.0,34.71,0,0
-13.4,0.0,32.11,0,0
-13.33,5.82,30.59,0,1
-13.43,5.93,31.47,0,1
-12.7,10.09,36.78,1,2
-13.23,5.59,34.32,0,1
-13.94,0.0,32.22,0,0
-13.03,9.75,41.68,0,2
-13.56,0.0,32.61,0,0
-13.19,0.0,34.75,0,0
-13.77,5.91,37.33,0,1
-13.38,5.49,35.01,0,1
-13.37,5.57,30.71,0,1
-13.53,6.59,38.13,0,1
-13.58,6.74,36.1,0,1
-13.57,0.0,34.82,0,0
-13.08,0.0,32.09,0,0
-13.48,0.0,34.68,0,0
-13.25,9.15,48.21,1,2
-12.8,9.59,34.43,1,2
-13.5,7.45,37.02,0,1
-12.55,9.2,43.08,1,2
-12.98,8.16,35.68,1,2
-12.93,9.81,43.13,1,2
-13.44,5.34,35.97,0,1
-12.72,8.94,38.26,1,2
-13.2,8.03,44.27,1,2
-13.46,0.0,34.58,0,0
-13.14,8.74,49.42,0,2
-12.84,9.33,47.1,1,2
-12.78,10.51,34.34,0,2
-13.04,0.0,30.63,0,0
-13.2,6.99,34.57,0,1
-13.12,0.0,34.55,0,0
-13.24,10.94,38.9,0,2
-12.59,11.98,47.38,1,2
-13.09,0.0,30.15,0,0
-13.25,5.12,38.14,0,1
