current,voltage,temperature,vibration,label
-13.43,0.0,34.65,0,0
-12.8,16.88,39.58,0,2
-13.62,0.0,34.34,0,0
-13.49,0.0,31.15,0,0
-13.56,9.64,37.77,0,1
-13.76,11.44,37.0,0,1
-13.32,9.6,32.7,0,1
-13.15,0.0,31.0,0,0
-13.58,0.0,33.47,0,0
-13.23,15.08,31.4,0,2
-13.77,10.75,36.53,0,1
-13.29,0.0,34.84,0,0
-12.53,14.66,36.12,1,2
-13.01,14.78,31.79,1,2
-13.78,0.0,32.71,0,0
-13.59,0.0,34.84,0,0
-13.88,0.0,30.84,0,0
-13.39,0.0,31.63,0,0
-13.69,0.0,34.81,0,0
-13.55,9.19,31.96,0,1
-13.53,0.0,33.55,0,0
-12.53,16.53,32.51,0,2
-13.02,0.0,34.99,0,0
-13.66,10.26,33.67,0,1
-12.66,17.21,47.52,0,2
-13.6,0.0,34.34,0,0
-13.51,9.52,38.62,0,1
-13.04,0.0,30.91,0,0
-13.24,11.71,35.16,0,1
-13.11,15.93,33.33,0,2
-13.79,11.42,35.89,0,1
-12.55,14.18,40.5,1,2
-13.27,16.92,48.13,0,2
-12.5,17.44,35.69,1,2
-13.0,13.39,31.0,1,2
-13.25,10.13,30.07,0,1
-13.53,0.0,31.21,0,0
-13.21,14.24,35.16,0,2
-13.78,9.74,38.83,0,1
-13.02,0.0,33.05,0,0
-12.91,13.71,49.99,1,2
-13.02,15.61,40.04,0,2
-13.78,0.0,30.38,0,0
-12.85,16.69,45.08,1,2
-13.44,0.0,30.33,0,0
-13.34,9.53,31.55,0,1
-13.15,14.24,44.72,1,2
-13.5,0.0,33.7,0,0
-13.69,0.0,33.21,0,0
-13.41,0.0,31.57,0,0
-12.71,17.11,44.78,0,2
-13.37,10.61,31.4,0,1
-13.19,0.0,34.25,0,0
-13.16,17.11,37.48,0,2
-13.01,14.07,34.95,0,2
-12.8,17.83,36.97,1,2
-13.8,0.0,31.35,0,0
-12.94,15.99,33.3,1,2
-13.63,0.0,30.66,0,0
-13.68,9.86,39.25,0,1
-13.69,11.24,36.52,0,1
-12.67,13.99,37.95,1,2
-12.75,17.81,46.14,0,2
-13.94,0.0,34.27,0,0
-13.73,9.04,38.41,0,1
-13.55,0.0,32.96,0,0
-13.39,10.59,30.39,0,1
-13.42,0.0,31.88,0,0
-13.19,16.17,40.16,1,2
-13.78,0.0,34.97,0,0
-13.96,0.0,34.75,0,0
-13.77,0.0,32.92,0,0
-13.27,11.09,36.48,0,1
-13.12,0.0,30.26,0,0
-13.49,10.08,33.49,0,1
-13.63,10.84,39.45,0,1
-13.73,0.0,31.85,0,0
-12.72,16.08,30.75,1,2
-13.16,0.0,31.99,0,0
-12.69,13.98,36.96,1,2
-13.46,0.0,31.13,0,0
-13.44,9.58,36.83,0,1
-13.2,0.0,33.06,0,0
-12.93,17.63,32.36,1,2
-12.8,15.0,48.59,0,2
-13.1,13.25,30.85,1,2
-13.21,0.0,34.89,0,0
-13.13,13.79,36.78,0,2
-12.98,15.8,38.25,1,2
-13.46,11.17,37.89,0,1
-13.52,11.49,31.95,0,1
-12.7,15.3,40.68,0,2
-13.8,0.0,31.89,0,0
-13.3,11.82,35.28,0,1
-13.15,13.48,47.38,1,2
-12.64,13.75,44.36,0,2
-13.11,16.76,43.18,1,2
-13.39,0.0,30.88,0,0
-13.12,17.67,47.89,1,2
-13.57,11.12,39.0,0,1
-13.24,15.74,31.26,0,2
-13.7,0.0,32.4,0,0
-13.54,0.0,32.91,0,0
-13.55,11.74,32.64,0,1
-13.55,9.27,35.28,0,1
-12.89,14.57,37.56,0,2
-13.82,0.0,33.3,0,0
-14.0,0.0,30.19,0,0
-12.61,15.91,34.3,1,2
-13.3,10.57,39.37,0,1
-13.16,14.47,45.36,1,2
-13.64,10.96,31.79,0,1
-13.01,0.0,34.19,0,0
-12.87,14.56,43.61,0,2
-13.06,17.43,49.73,1,2
-13.03,0.0,32.16,0,0
-13.27,10.54,32.88,0,1
-13.8,0.0,31.39,0,0
-13.46,0.0,33.47,0,0
-12.66,14.77,37.95,0,2
-13.82,0.0,34.8,0,0
-13.48,0.0,30.1,0,0
-12.67,16.06,40.82,0,2
-13.21,0.0,32.09,0,0
-13.55,0.0,31.24,0,0
-13.26,9.88,37.13,0,1
-13.34,0.0,34.23,0,0
-13.04,16.57,47.28,1,2
-13.79,11.75,30.57,0,1
-12.56,15.84,45.88,0,2
-13.34,11.94,32.96,0,1
-13.41,0.0,30.84,0,0
-12.88,13.7,37.83,0,2
-13.2,14.84,41.91,0,2
-13.05,16.35,32.71,0,2
-13.24,17.74,39.3,0,2
-13.86,0.0,34.31,0,0
-13.4,9.18,32.39,0,1
-12.51,16.51,38.49,0,2
-13.07,0.0,30.1,0,0
-13.49,9.69,35.48,0,1
-13.75,10.82,35.03,0,1
-12.5,16.24,48.54,0,2
-13.49,9.45,35.18,0,1
-13.22,0.0,32.24,0,0
-13.75,11.66,34.23,0,1
-13.65,10.13,36.97,0,1
-13.83,0.0,30.43,0,0
-13.43,0.0,30.89,0,0
-13.94,0.0,31.16,0,0
-13.09,0.0,31.63,0,0
-13.48,10.76,38.09,0,1
-13.86,0.0,32.18,0,0
-13.67,10.38,36.95,0,1
-12.64,16.3,40.57,0,2
-12.95,17.08,31.98,1,2
-13.76,10.48,33.88,0,1
-12.88,16.83,42.39,1,2
-13.49,0.0,30.26,0,0
-12.89,14.1,36.55,1,2
-12.88,17.47,31.8,1,2
-13.26,0.0,33.5,0,0
-13.11,0.0,34.86,0,0
-13.03,0.0,31.19,0,0
-13.28,10.87,39.08,0,1
-13.12,14.36,44.24,1,2
-13.49,9.78,31.92,0,1
-13.72,0.0,32.52,0,0
-13.51,0.0,31.24,0,0
-13.7,0.0,30.31,0,0
-12.82,17.14,36.07,0,2
-12.65,14.88,30.15,0,2
-13.23,0.0,31.28,0,0
-13.75,0.0,31.13,0,0
-12.74,15.33,48.92,0,2
-13.05,0.0,33.28,0,0
-13.69,9.9,34.27,0,1
-13.17,14.92,40.26,1,2
-12.99,15.62,48.01,0,2
-13.64,11.87,39.27,0,1
-13.06,16.02,49.81,0,2
-12.87,16.65,32.91,0,2
-13.21,15.4,46.75,0,2
-13.98,0.0,31.18,0,0
-13.45,10.57,34.08,0,1
-12.57,15.43,40.0,0,2
-13.1,16.18,39.62,0,2
-13.1,15.9,47.11,1,2
-13.75,11.77,30.65,0,1
-12.98,16.33,32.97,1,2
-13.97,0.0,30.65,0,0
-13.7,11.73,34.58,0,1
-13.13,13.98,39.88,0,2
-13.14,0.0,32.88,0,0
-12.68,15.3,33.81,1,2
-13.27,9.67,35.21,0,1
-13.67,0.0,32.53,0,0
-13.3,11.82,36.1,0,1
-13.27,15.79,33.53,1,2
-13.22,15.41,43.99,1,2
-12.54,17.1,35.55,1,2
-13.07,16.38,33.01,1,2
-13.31,10.06,32.24,0,1
-13.29,15.88,47.36,1,2
-13.64,10.07,35.36,0,1
-13.27,0.0,33.33,0,0
-13.64,0.0,31.9,0,0
-12.92,14.16,36.55,0,2
-12.97,16.24,49.95,0,2
-13.25,17.97,40.2,1,2
-13.64,0.0,30.95,0,0
-13.66,9.59,31.75,0,1
-12.75,15.7,49.5,0,2
-12.51,17.75,43.31,1,2
-13.77,9.98,31.44,0,1
-13.09,14.65,49.94,0,2
-13.08,15.54,32.39,1,2
-13.67,10.75,37.65,0,1
-13.1,16.08,35.75,1,2
-13.17,0.0,33.48,0,0
-13.96,0.0,32.58,0,0
-13.07,0.0,32.77,0,0
-12.91,16.16,44.71,1,2
-13.27,11.38,32.15,0,1
-13.65,9.95,30.08,0,1
-13.04,17.37,37.11,0,2
-13.07,0.0,30.91,0,0
-13.17,17.55,37.35,0,2
-13.52,10.36,33.55,0,1
-13.35,0.0,30.08,0,0
-13.08,16.89,46.55,1,2
-12.84,17.69,43.11,0,2
-13.61,11.97,36.18,0,1
-13.33,0.0,31.05,0,0
-12.66,15.86,31.77,0,2
-13.75,9.95,38.86,0,1
-13.01,17.7,40.51,1,2
-13.32,10.71,30.74,0,1
-13.2,17.87,42.65,1,2
-13.78,9.14,31.11,0,1
-13.42,0.0,33.2,0,0
-13.25,0.0,30.71,0,0
-13.18,15.95,30.85,0,2
-13.22,14.87,34.69,0,2
-13.07,17.13,34.11,1,2
-12.64,14.03,31.2,1,2
-12.89,16.1,38.9,0,2
-12.94,13.23,34.88,0,2
-13.16,0.0,31.21,0,0
-13.3,9.06,30.41,0,1
-13.04,0.0,30.47,0,0
-13.28,17.71,34.47,1,2
-13.24,10.55,37.73,0,1
-13.13,0.0,30.63,0,0
-13.49,11.68,32.14,0,1
-13.2,15.02,43.86,0,2
-13.41,10.31,34.92,0,1
-13.06,13.38,39.91,0,2
-13.21,17.98,34.84,0,2
-13.17,15.41,34.83,0,2
-12.76,13.63,44.15,1,2
-12.86,16.06,41.76,0,2
-13.13,0.0,30.15,0,0
-13.8,0.0,34.94,0,0
-13.68,0.0,31.36,0,0
-13.61,11.35,39.49,0,1
-13.65,11.88,31.74,0,1
-12.93,15.74,43.49,0,2
-13.29,16.5,36.31,1,2
-12.73,16.5,40.38,1,2
-13.1,0.0,30.22,0,0
-13.26,17.0,46.48,1,2
-13.1,15.67,32.74,0,2
-13.11,13.39,45.03,0,2
-12.56,16.28,40.88,1,2
-12.83,15.65,30.07,0,2
-13.44,10.05,39.3,0,1
-13.53,10.65,30.73,0,1
-13.12,0.0,31.43,0,0
-13.76,9.37,34.79,0,1
-13.63,9.97,32.92,0,1
-13.65,11.3,34.62,0,1
-13.31,9.54,31.18,0,1
-13.58,10.61,39.1,0,1
-13.88,0.0,32.19,0,0
-13.53,9.21,38.85,0,1
-13.27,16.02,48.04,0,2
-13.45,0.0,34.7,0,0
-13.41,0.0,32.02,0,0
-13.5,9.78,33.53,0,1
-12.7,14.45,48.61,1,2
-13.52,10.34,30.25,0,1
-12.75,13.51,48.39,0,2
-13.26,17.23,41.75,0,2
-13.48,11.69,33.67,0,1
-12.8,16.39,30.52,0,2
-13.04,0.0,34.38,0,0
-13.21,0.0,34.49,0,0
-13.04,0.0,33.01,0,0
-13.71,10.47,39.99,0,1
-12.6,13.93,46.0,1,2
-12.53,17.25,39.15,0,2
-13.48,9.07,34.68,0,1
-12.58,16.89,43.76,1,2
-13.33,0.0,30.21,0,0
-12.81,16.34,32.85,0,2
-13.46,11.97,35.03,0,1
-13.18,17.24,35.06,1,2
-13.55,10.59,37.64,0,1
-12.72,16.31,33.37,1,2
-13.27,17.25,41.34,1,2
-13.43,11.12,39.82,0,1
-13.0,17.99,47.28,0,2
-13.64,9.11,35.42,0,1
-13.07,0.0,33.78,0,0
-13.33,9.93,33.77,0,1
-13.59,10.64,35.99,0,1
-13.39,10.35,33.73,0,1
-12.79,17.42,45.52,0,2
-13.12,16.69,35.96,0,2
-13.7,0.0,31.43,0,0
-13.13,14.99,46.9,1,2
-13.26,15.46,45.56,1,2
-13.29,11.41,31.87,0,1
-13.01,13.0,45.19,1,2
-12.99,14.52,31.7,1,2
-13.55,10.48,33.6,0,1
-13.25,17.03,32.22,1,2
-13.23,14.39,32.94,1,2
-13.53,0.0,33.63,0,0
-13.55,11.22,38.7,0,1
-13.04,15.98,46.76,1,2
-12.51,14.32,46.75,1,2
-13.45,10.05,39.79,0,1
-12.57,16.13,31.0,0,2
-12.79,16.74,44.63,1,2
-13.78,0.0,32.84,0,0
-12.86,15.98,30.62,1,2
-13.77,9.35,33.18,0,1
-13.25,13.4,40.09,0,2
-13.67,9.6,38.48,0,1
-13.89,0.0,33.69,0,0
-12.92,15.14,39.94,1,2
-13.44,0.0,34.05,0,0
-13.35,10.93,38.34,0,1
-13.64,10.32,38.3,0,1
-13.54,9.15,38.45,0,1
-13.61,10.89,35.03,0,1
-12.61,16.59,48.96,1,2
-13.73,0.0,32.68,0,0
-13.75,0.0,32.88,0,0
-12.87,17.01,38.62,1,2
-13.63,9.66,39.97,0,1
-13.36,0.0,30.05,0,0
-12.74,15.06,31.14,1,2
-12.74,15.04,32.88,1,2
-13.46,10.14,34.01,0,1
-13.36,0.0,34.14,0,0
-13.4,10.77,35.74,0,1
-12.56,14.79,34.37,1,2
-13.03,0.0,34.46,0,0
-12.95,16.47,42.03,1,2
-13.85,0.0,30.8,0,0
-13.56,11.48,35.29,0,1
-13.55,0.0,34.78,0,0
-13.29,13.39,39.25,0,2
-13.54,10.09,35.26,0,1
-13.64,10.85,38.36,0,1
-13.4,0.0,32.19,0,0
-13.24,0.0,30.68,0,0
-13.34,0.0,31.88,0,0
-13.37,9.5,36.49,0,1
-13.45,10.39,37.08,0,1
-12.75,14.03,43.26,1,2
-13.58,10.94,33.25,0,1
-13.58,0.0,32.48,0,0
-13.64,10.53,32.32,0,1
-12.73,17.48,33.92,1,2
-12.89,17.88,35.87,1,2
-13.28,10.56,39.95,0,1
-13.12,0.0,30.98,0,0
-13.94,0.0,32.84,0,0
-13.59,9.95,35.71,0,1
-13.53,10.41,33.35,0,1
-13.13,13.13,45.46,1,2
-13.54,9.71,30.82,0,1
-13.29,10.35,37.03,0,1
-13.26,14.02,49.89,0,2
-13.18,14.05,32.18,1,2
-14.0,0.0,32.45,0,0
-13.69,9.1,36.08,0,1
-13.5,0.0,33.43,0,0
-13.23,11.16,35.2,0,1
-12.97,13.03,32.71,1,2
-13.68,0.0,31.36,0,0
-13.68,9.48,39.79,0,1
-13.76,0.0,31.69,0,0
-13.73,11.95,36.45,0,1
-12.71,15.88,42.39,1,2
-13.57,9.7,38.27,0,1
-13.21,11.09,31.27,0,1
-13.54,9.29,36.35,0,1
-13.7,0.0,31.53,0,0
-13.79,10.96,31.88,0,1
-13.22,0.0,31.82,0,0
-13.65,10.86,38.66,0,1
-13.36,11.48,36.53,0,1
-13.41,0.0,34.45,0,0
-12.64,15.03,41.7,1,2
-13.61,10.41,34.86,0,1
-13.29,0.0,33.87,0,0
-12.52,14.48,37.86,0,2
-13.25,0.0,30.57,0,0
-13.24,9.56,33.23,0,1
-13.73,9.72,37.63,0,1
-13.72,0.0,32.8,0,0
-13.82,0.0,30.26,0,0
-13.19,14.06,35.16,1,2
-13.99,0.0,31.05,0,0
-13.29,11.01,38.53,0,1
-13.7,10.44,39.45,0,1
-12.52,17.76,42.03,1,2
-13.83,0.0,31.8,0,0
-13.5,10.6,39.31,0,1
-13.7,11.0,32.91,0,1
-13.54,10.91,38.87,0,1
-13.44,0.0,31.3,0,0
-13.32,0.0,34.5,0,0
-13.54,10.24,34.52,0,1
-13.25,11.71,33.34,0,1
-13.92,0.0,33.75,0,0
-13.25,10.0,33.83,0,1
-13.39,11.84,32.72,0,1
-13.29,15.54,42.44,1,2
-13.29,0.0,30.18,0,0
-13.09,13.58,47.26,0,2
-13.89,0.0,34.63,0,0
-13.39,0.0,30.92,0,0
-13.15,17.51,31.57,0,2
-13.5,0.0,32.78,0,0
-13.56,0.0,30.85,0,0
-13.76,0.0,31.17,0,0
-12.54,17.78,32.56,1,2
-13.64,9.2,37.71,0,1
-12.89,16.11,39.84,0,2
-12.73,14.26,35.04,1,2
-13.64,11.66,39.3,0,1
-13.13,15.24,38.65,1,2
-12.63,13.5,32.39,0,2
-13.26,0.0,32.06,0,0
-13.16,16.65,36.16,1,2
-13.44,9.11,37.75,0,1
-13.11,15.16,49.66,0,2
-13.95,0.0,33.53,0,0
-13.39,0.0,34.72,0,0
-12.91,17.29,39.69,0,2
-13.21,15.41,36.84,1,2
-12.51,15.58,33.65,1,2
-13.46,10.76,35.37,0,1
-13.07,17.52,36.79,0,2
-12.86,17.51,39.65,0,2
-12.84,17.45,46.6,1,2
-13.76,9.08,33.76,0,1
-13.12,0.0,34.31,0,0
-13.57,9.09,31.52,0,1
-13.36,0.0,33.37,0,0
-12.91,14.96,40.52,0,2
-13.07,0.0,30.36,0,0
-13.69,11.23,30.72,0,1
-13.78,10.58,31.96,0,1
-13.16,0.0,31.47,0,0
-12.71,13.51,48.29,1,2
-13.18,0.0,31.2,0,0
-13.23,16.76,42.49,0,2
-13.75,10.19,34.5,0,1
-13.68,0.0,34.73,0,0
-12.63,13.76,30.4,0,2
-13.8,0.0,34.0,0,0
-13.26,17.75,45.56,1,2
-12.78,13.42,49.64,0,2
-13.87,0.0,34.88,0,0
-13.26,0.0,31.01,0,0
-12.52,17.71,39.57,1,2
-13.84,0.0,31.74,0,0
-13.89,0.0,30.04,0,0
-13.57,9.44,34.71,0,1
-13.53,0.0,34.96,0,0
-13.65,9.06,32.98,0,1
-13.16,0.0,30.55,0,0
-13.71,0.0,31.46,0,0
-13.25,10.53,31.63,0,1
-12.68,15.73,40.88,1,2
-12.6,13.04,31.32,1,2
-13.73,11.67,33.84,0,1
-13.39,0.0,33.64,0,0
-13.86,0.0,33.32,0,0
-13.12,0.0,31.74,0,0
-12.7,15.09,45.69,1,2
-13.41,11.24,35.86,0,1
-12.65,14.72,31.24,1,2
-13.03,17.62,40.75,1,2
-13.23,16.43,49.04,0,2
-12.57,13.18,30.55,1,2
-13.65,11.96,36.37,0,1
-13.67,11.24,37.06,0,1
-13.31,9.16,36.11,0,1
-13.89,0.0,34.77,0,0
-13.33,10.32,39.88,0,1
-13.28,9.51,32.81,0,1
-12.67,13.88,39.31,1,2
-13.4,10.33,35.57,0,1
-13.58,11.25,36.26,0,1
-12.65,17.08,31.8,0,2
-13.33,9.4,36.84,0,1
-13.3,9.79,33.56,0,1
-13.73,0.0,30.59,0,0
-13.56,9.05,32.02,0,1
-13.39,0.0,34.45,0,0
-13.74,11.65,34.95,0,1
-13.28,10.4,30.75,0,1
-13.28,11.47,32.52,0,1
-13.46,0.0,30.07,0,0
-13.52,0.0,33.92,0,0
-13.53,11.05,38.79,0,1
-13.56,10.98,33.82,0,1
-13.56,9.63,36.18,0,1
-13.5,11.47,36.29,0,1
-13.74,0.0,34.65,0,0
-12.54,14.84,32.94,0,2
-13.07,0.0,34.7,0,0
-13.96,0.0,33.49,0,0
-13.77,9.41,32.37,0,1
-13.77,9.92,32.54,0,1
-12.83,13.16,44.52,0,2
-12.83,16.97,30.73,1,2
-13.24,0.0,30.07,0,0
-13.87,0.0,31.41,0,0
-13.27,0.0,32.15,0,0
-13.69,11.58,39.35,0,1
-12.67,13.24,38.48,0,2
-13.79,9.78,32.37,0,1
-13.3,0.0,34.48,0,0
-13.78,0.0,32.66,0,0
-13.51,11.81,31.75,0,1
-13.35,9.66,35.04,0,1
-13.5,0.0,33.64,0,0
-13.63,9.11,36.87,0,1
-13.94,0.0,34.84,0,0
-13.35,0.0,33.85,0,0
-13.61,11.39,32.68,0,1
-13.51,10.06,33.26,0,1
-13.69,11.78,30.98,0,1
-13.14,17.77,40.18,1,2
-13.11,16.95,42.62,1,2
-13.45,0.0,30.97,0,0
-13.43,11.76,31.8,0,1
-13.03,13.72,36.52,1,2
-13.26,15.92,32.44,1,2
-13.66,11.66,38.9,0,1
-13.71,0.0,30.95,0,0
-13.83,0.0,33.72,0,0
-13.27,16.36,41.5,1,2
-13.24,11.17,30.12,0,1
-12.77,15.73,48.83,1,2
-13.82,0.0,30.98,0,0
-13.53,0.0,32.96,0,0
-13.02,0.0,33.42,0,0
-13.44,10.18,37.22,0,1
-13.34,0.0,34.47,0,0
-13.8,9.34,38.95,0,1
-13.03,0.0,31.98,0,0
-13.51,0.0,33.02,0,0
-13.6,9.22,39.33,0,1
-12.79,13.82,33.71,0,2
-13.33,9.27,32.71,0,1
-14.0,0.0,33.31,0,0
-12.51,15.65,39.73,0,2
-13.76,0.0,34.21,0,0
-13.32,9.97,37.22,0,1
-13.9,0.0,34.82,0,0
-13.45,0.0,30.62,0,0
-13.4,10.82,36.34,0,1
-13.76,11.15,30.56,0,1
-13.42,9.68,39.91,0,1
-13.95,0.0,34.65,0,0
-12.56,15.1,30.5,0,2
-12.53,17.27,38.6,0,2
-13.66,9.67,39.87,0,1
-12.81,13.1,37.6,0,2
-13.27,9.74,34.39,0,1
-13.45,11.75,38.78,0,1
-13.72,0.0,32.46,0,0
-13.72,0.0,32.36,0,0
-13.43,9.61,37.15,0,1
-12.81,15.79,43.86,0,2
-12.53,17.49,31.33,0,2
-12.96,14.8,47.5,1,2
-12.59,15.26,31.11,0,2
-13.23,17.87,41.16,1,2
-12.77,14.46,33.5,0,2
-13.76,10.91,30.71,0,1
-13.09,0.0,34.86,0,0
-13.24,10.64,37.52,0,1
-13.64,0.0,34.94,0,0
-13.4,10.45,31.84,0,1
-13.92,0.0,34.81,0,0
-13.47,9.11,39.91,0,1
-13.59,9.01,32.25,0,1
-13.7,0.0,30.87,0,0
-13.75,9.93,36.77,0,1
-13.63,11.69,34.86,0,1
-13.03,0.0,31.44,0,0
-13.38,9.84,34.86,0,1
-13.61,11.75,35.16,0,1
-12.59,17.98,34.92,0,2
-13.25,10.7,32.92,0,1
-13.65,0.0,32.06,0,0
-13.54,0.0,30.94,0,0
-12.55,15.82,34.45,1,2
-13.17,13.77,40.67,1,2
-12.69,13.24,34.84,0,2
-13.5,11.77,35.42,0,1
-13.72,9.38,37.23,0,1
-12.81,13.07,49.28,0,2
-13.54,0.0,31.66,0,0
-13.44,10.65,35.77,0,1
-13.55,9.29,33.14,0,1
-13.86,0.0,33.41,0,0
-12.82,15.71,35.46,1,2
-12.97,15.43,34.0,1,2
-13.16,0.0,33.63,0,0
-13.83,0.0,32.1,0,0
-12.94,14.27,48.44,1,2
-14.0,0.0,33.87,0,0
-12.62,15.86,42.66,1,2
-12.54,15.13,36.2,1,2
-13.59,0.0,31.42,0,0
-13.63,10.74,33.23,0,1
-13.45,10.32,38.46,0,1
-12.95,16.12,40.85,0,2
-13.14,13.12,37.34,0,2
-13.77,10.15,37.67,0,1
-12.94,14.55,37.2,0,2
-13.49,11.11,34.48,0,1
-13.94,0.0,34.39,0,0
-12.93,16.4,33.44,0,2
-12.69,16.49,45.48,0,2
-13.26,9.58,37.98,0,1
-13.03,15.9,32.93,0,2
-13.21,0.0,34.88,0,0
-13.22,14.33,33.37,1,2
-13.51,11.71,33.5,0,1
-13.23,15.5,41.89,1,2
-13.24,14.07,34.01,1,2
-13.58,9.78,34.6,0,1
-13.26,14.06,32.52,1,2
-13.41,0.0,32.87,0,0
-13.13,14.33,43.86,1,2
-13.96,0.0,31.07,0,0
-13.56,0.0,32.88,0,0
-13.26,0.0,32.35,0,0
-13.38,9.01,31.94,0,1
-13.89,0.0,30.1,0,0
-13.23,11.19,34.43,0,1
-13.25,9.04,36.94,0,1
-13.04,0.0,33.69,0,0
-13.11,0.0,30.72,0,0
-13.64,12.0,30.66,0,1
-12.51,15.6,42.24,0,2
-13.51,10.89,39.83,0,1
-13.99,0.0,31.08,0,0
-13.21,11.3,32.14,0,1
-13.8,11.85,36.81,0,1
-13.37,10.2,35.7,0,1
-13.05,15.0,49.49,0,2
-13.55,10.6,36.51,0,1
-13.45,11.77,39.08,0,1
-13.82,0.0,34.16,0,0
-13.71,11.38,36.81,0,1
-13.73,9.83,34.5,0,1
-13.54,11.79,32.75,0,1
-13.84,0.0,34.96,0,0
-13.42,10.38,38.32,0,1
-13.21,11.76,37.5,0,1
-13.54,11.31,35.94,0,1
-12.85,13.92,32.97,1,2
-13.45,10.34,37.54,0,1
-13.8,0.0,33.69,0,0
-13.63,9.05,33.58,0,1
-13.42,9.63,34.13,0,1
-13.09,0.0,33.91,0,0
-12.9,13.66,33.25,1,2
-13.13,14.77,32.93,0,2
-13.04,0.0,30.79,0,0
-13.51,10.47,33.35,0,1
-13.24,13.48,42.34,1,2
-13.07,13.05,36.53,0,2
-13.41,9.33,39.03,0,1
-13.8,11.73,38.8,0,1
-13.27,15.4,44.2,0,2
-12.91,15.4,49.11,1,2
-13.38,11.17,33.63,0,1
-13.7,9.61,35.48,0,1
-12.83,16.48,34.25,1,2
-13.23,0.0,31.71,0,0
-13.32,9.29,36.16,0,1
-13.03,16.98,45.62,1,2
-13.63,10.19,34.81,0,1
-13.89,0.0,31.05,0,0
-12.79,13.43,42.1,1,2
