timestamp,current,voltage,temperature,vibration,label
2026-03-25 11:52:15.399819,-12.77,8.36,47.81,1,2
2026-03-25 11:52:20.399819,-12.83,10.94,42.67,1,2
2026-03-25 11:52:25.399819,-12.84,10.09,51.45,1,2
2026-03-25 11:52:30.399819,-13.09,10.58,49.15,1,2
2026-03-25 11:52:35.399819,-13.63,7.36,34.07,0,1
2026-03-25 11:52:40.399819,-13.67,0.0,32.0,0,0
2026-03-25 11:52:45.399819,-12.8,8.19,42.92,1,2
2026-03-25 11:52:50.399819,-13.27,11.56,51.62,1,2
2026-03-25 11:52:55.399819,-13.78,0.0,32.0,0,0
2026-03-25 11:53:00.399819,-13.39,6.96,33.67,0,1
2026-03-25 11:53:05.399819,-13.68,0.0,32.0,0,0
2026-03-25 11:53:10.399819,-13.4,5.18,33.17,0,1
2026-03-25 11:53:15.399819,-13.42,7.1,35.36,0,1
2026-03-25 11:53:20.399819,-13.52,7.49,37.39,0,1
2026-03-25 11:53:25.399819,-13.62,6.89,35.14,0,1
2026-03-25 11:53:30.399819,-13.01,9.26,42.26,1,2
2026-03-25 11:53:35.399819,-12.93,9.67,45.81,1,2
2026-03-25 11:53:40.399819,-12.81,10.3,52.04,1,2
2026-03-25 11:53:45.399819,-12.77,9.97,47.56,1,2
2026-03-25 11:53:50.399819,-13.56,5.42,35.38,0,1
2026-03-25 11:53:55.399819,-13.33,6.14,38.15,0,1
2026-03-25 11:54:00.399819,-12.97,10.04,40.06,1,2
2026-03-25 11:54:05.399819,-13.24,9.81,48.22,1,2
2026-03-25 11:54:10.399819,-13.48,0.0,32.0,0,0
2026-03-25 11:54:15.399819,-13.05,0.0,32.0,0,0
2026-03-25 11:54:20.399819,-13.15,8.12,41.96,1,2
2026-03-25 11:54:25.399819,-13.51,6.65,34.83,0,1
2026-03-25 11:54:30.399819,-13.32,0.0,32.0,0,0
2026-03-25 11:54:35.399819,-12.82,9.32,40.79,1,2
2026-03-25 11:54:40.399819,-13.65,5.12,38.84,0,1
2026-03-25 11:54:45.399819,-13.0,0.0,32.0,0,0
2026-03-25 11:54:50.399819,-13.59,7.65,34.31,0,1
2026-03-25 11:54:55.399819,-13.59,6.3,31.12,0,1
2026-03-25 11:55:00.399819,-13.86,0.0,32.0,0,0
2026-03-25 11:55:05.399819,-13.67,5.51,39.16,0,1
2026-03-25 11:55:10.399819,-13.73,0.0,32.0,0,0
2026-03-25 11:55:15.399819,-13.11,9.9,52.27,1,2
2026-03-25 11:55:20.399819,-13.6,7.98,39.9,0,1
2026-03-25 11:55:25.399819,-13.47,0.0,32.0,0,0
2026-03-25 11:55:30.399819,-13.35,5.71,30.88,0,1
2026-03-25 11:55:35.399819,-13.66,7.97,35.86,0,1
2026-03-25 11:55:40.399819,-13.25,0.0,32.0,0,0
2026-03-25 11:55:45.399819,-12.74,11.42,51.29,1,2
2026-03-25 11:55:50.399819,-12.76,8.3,52.49,1,2
2026-03-25 11:55:55.399819,-13.56,7.79,33.49,0,1
2026-03-25 11:56:00.399819,-13.01,0.0,32.0,0,0
2026-03-25 11:56:05.399819,-12.89,8.84,53.08,1,2
2026-03-25 11:56:10.399819,-13.39,5.72,37.16,0,1
2026-03-25 11:56:15.399819,-13.22,10.33,43.71,1,2
2026-03-25 11:56:20.399819,-13.41,5.64,39.32,0,1
2026-03-25 11:56:25.399819,-13.74,0.0,32.0,0,0
2026-03-25 11:56:30.399819,-13.55,7.42,38.43,0,1
2026-03-25 11:56:35.399819,-13.15,10.17,40.46,1,2
2026-03-25 11:56:40.399819,-13.52,5.51,35.24,0,1
2026-03-25 11:56:45.399819,-13.55,6.8,38.33,0,1
2026-03-25 11:56:50.399819,-13.68,5.15,31.3,0,1
2026-03-25 11:56:55.399819,-13.64,0.0,32.0,0,0
2026-03-25 11:57:00.399819,-12.87,9.04,52.92,1,2
2026-03-25 11:57:05.399819,-13.5,5.58,33.3,0,1
2026-03-25 11:57:10.399819,-13.36,6.17,37.07,0,1
2026-03-25 11:57:15.399819,-13.86,0.0,32.0,0,0
2026-03-25 11:57:20.399819,-13.5,7.16,36.79,0,1
2026-03-25 11:57:25.399819,-13.59,5.69,35.31,0,1
2026-03-25 11:57:30.399819,-12.96,10.04,53.55,1,2
2026-03-25 11:57:35.399819,-12.87,11.32,43.58,1,2
2026-03-25 11:57:40.399819,-13.47,6.71,39.52,0,1
2026-03-25 11:57:45.399819,-13.82,0.0,32.0,0,0
2026-03-25 11:57:50.399819,-13.87,0.0,32.0,0,0
2026-03-25 11:57:55.399819,-13.77,0.0,32.0,0,0
2026-03-25 11:58:00.399819,-13.63,6.0,31.18,0,1
2026-03-25 11:58:05.399819,-12.79,11.5,54.9,1,2
2026-03-25 11:58:10.399819,-13.07,0.0,32.0,0,0
2026-03-25 11:58:15.399819,-13.22,11.01,39.14,1,2
2026-03-25 11:58:20.399819,-13.51,5.59,32.53,0,1
2026-03-25 11:58:25.399819,-12.79,9.84,44.59,1,2
2026-03-25 11:58:30.399819,-13.88,0.0,32.0,0,0
2026-03-25 11:58:35.399819,-13.24,0.0,32.0,0,0
2026-03-25 11:58:40.399819,-13.4,0.0,32.0,0,0
2026-03-25 11:58:45.399819,-13.22,11.66,39.18,1,2
2026-03-25 11:58:50.399819,-13.64,5.5,36.75,0,1
2026-03-25 11:58:55.399819,-13.37,6.89,34.36,0,1
2026-03-25 11:59:00.399819,-13.7,7.54,32.29,0,1
2026-03-25 11:59:05.399819,-13.5,5.75,36.56,0,1
2026-03-25 11:59:10.399819,-13.48,7.41,31.1,0,1
2026-03-25 11:59:15.399819,-13.44,0.0,32.0,0,0
2026-03-25 11:59:20.399819,-13.3,0.0,32.0,0,0
2026-03-25 11:59:25.399819,-13.23,0.0,32.0,0,0
2026-03-25 11:59:30.399819,-13.16,9.65,45.87,1,2
2026-03-25 11:59:35.399819,-13.69,5.65,31.3,0,1
2026-03-25 11:59:40.399819,-13.43,5.69,31.06,0,1
2026-03-25 11:59:45.399819,-13.93,0.0,32.0,0,0
2026-03-25 11:59:50.399819,-13.17,0.0,32.0,0,0
2026-03-25 11:59:55.399819,-12.99,11.57,52.75,1,2
2026-03-25 12:00:00.399819,-13.47,0.0,32.0,0,0
2026-03-25 12:00:05.399819,-13.08,10.77,52.35,1,2
2026-03-25 12:00:10.399819,-13.36,7.38,33.54,0,1
2026-03-25 12:00:15.399819,-13.32,7.3,37.29,0,1
2026-03-25 12:00:20.399819,-13.03,10.66,35.85,1,2
2026-03-25 12:00:25.399819,-13.67,7.42,39.55,0,1
2026-03-25 12:00:30.399819,-13.23,10.49,48.44,1,2
2026-03-25 12:00:35.399819,-13.05,8.57,49.4,1,2
2026-03-25 12:00:40.399819,-13.57,0.0,32.0,0,0
2026-03-25 12:00:45.399819,-13.24,11.14,51.87,1,2
2026-03-25 12:00:50.399819,-13.86,0.0,32.0,0,0
2026-03-25 12:00:55.399819,-13.39,7.52,35.85,0,1
2026-03-25 12:01:00.399819,-13.13,0.0,32.0,0,0
2026-03-25 12:01:05.399819,-13.03,10.06,37.04,1,2
2026-03-25 12:01:10.399819,-12.86,11.59,38.27,1,2
2026-03-25 12:01:15.399819,-13.23,11.52,52.37,1,2
2026-03-25 12:01:20.399819,-13.17,0.0,32.0,0,0
2026-03-25 12:01:25.399819,-12.79,9.4,41.76,1,2
2026-03-25 12:01:30.399819,-13.03,8.61,54.69,1,2
2026-03-25 12:01:35.399819,-13.46,0.0,32.0,0,0
2026-03-25 12:01:40.399819,-13.09,0.0,32.0,0,0
2026-03-25 12:01:45.399819,-13.52,6.06,35.23,0,1
2026-03-25 12:01:50.399819,-13.48,7.65,34.9,0,1
2026-03-25 12:01:55.399819,-12.78,8.18,50.88,1,2
2026-03-25 12:02:00.399819,-13.23,8.63,49.32,1,2
2026-03-25 12:02:05.399819,-13.29,8.76,37.79,1,2
2026-03-25 12:02:10.399819,-13.13,0.0,32.0,0,0
2026-03-25 12:02:15.399819,-13.67,6.87,32.87,0,1
2026-03-25 12:02:20.399819,-13.66,6.92,30.3,0,1
2026-03-25 12:02:25.399819,-13.43,7.76,35.68,0,1
2026-03-25 12:02:30.399819,-13.32,7.45,39.6,0,1
2026-03-25 12:02:35.399819,-13.2,9.78,43.49,1,2
2026-03-25 12:02:40.399819,-13.52,5.24,37.76,0,1
2026-03-25 12:02:45.399819,-13.85,0.0,32.0,0,0
2026-03-25 12:02:50.399819,-13.07,10.2,53.05,1,2
2026-03-25 12:02:55.399819,-13.62,7.07,32.29,0,1
2026-03-25 12:03:00.399819,-13.86,0.0,32.0,0,0
2026-03-25 12:03:05.399819,-13.4,5.05,34.92,0,1
2026-03-25 12:03:10.399819,-13.44,0.0,32.0,0,0
2026-03-25 12:03:15.399819,-13.28,0.0,32.0,0,0
2026-03-25 12:03:20.399819,-12.88,8.07,46.16,1,2
2026-03-25 12:03:25.399819,-13.18,0.0,32.0,0,0
2026-03-25 12:03:30.399819,-13.36,5.15,35.89,0,1
2026-03-25 12:03:35.399819,-13.69,5.39,38.18,0,1
2026-03-25 12:03:40.399819,-13.26,0.0,32.0,0,0
2026-03-25 12:03:45.399819,-13.31,7.98,38.46,0,1
2026-03-25 12:03:50.399819,-13.64,5.16,34.45,0,1
2026-03-25 12:03:55.399819,-13.13,10.03,41.87,1,2
2026-03-25 12:04:00.399819,-13.05,0.0,32.0,0,0
2026-03-25 12:04:05.399819,-13.31,5.61,38.9,0,1
2026-03-25 12:04:10.399819,-13.9,0.0,32.0,0,0
2026-03-25 12:04:15.399819,-13.39,7.75,38.21,0,1
2026-03-25 12:04:20.399819,-13.32,6.71,31.56,0,1
2026-03-25 12:04:25.399819,-13.61,0.0,32.0,0,0
2026-03-25 12:04:30.399819,-13.32,7.14,30.43,0,1
2026-03-25 12:04:35.399819,-12.88,9.42,54.86,1,2
2026-03-25 12:04:40.399819,-13.68,0.0,32.0,0,0
2026-03-25 12:04:45.399819,-13.58,0.0,32.0,0,0
2026-03-25 12:04:50.399819,-13.65,7.59,33.13,0,1
2026-03-25 12:04:55.399819,-13.61,7.91,34.41,0,1
2026-03-25 12:05:00.399819,-13.75,0.0,32.0,0,0
2026-03-25 12:05:05.399819,-13.48,0.0,32.0,0,0
2026-03-25 12:05:10.399819,-13.57,7.76,35.06,0,1
2026-03-25 12:05:15.399819,-13.3,5.17,35.33,0,1
2026-03-25 12:05:20.399819,-13.8,0.0,32.0,0,0
2026-03-25 12:05:25.399819,-13.37,7.12,31.78,0,1
2026-03-25 12:05:30.399819,-13.48,5.28,36.35,0,1
2026-03-25 12:05:35.399819,-13.14,10.04,48.74,1,2
2026-03-25 12:05:40.399819,-13.24,0.0,32.0,0,0
2026-03-25 12:05:45.399819,-13.1,8.45,40.58,1,2
2026-03-25 12:05:50.399819,-12.97,8.63,41.01,1,2
2026-03-25 12:05:55.399819,-13.47,5.36,36.07,0,1
2026-03-25 12:06:00.399819,-13.65,6.47,36.08,0,1
2026-03-25 12:06:05.399819,-13.15,0.0,32.0,0,0
2026-03-25 12:06:10.399819,-12.78,8.63,50.55,1,2
2026-03-25 12:06:15.399819,-13.58,0.0,32.0,0,0
2026-03-25 12:06:20.399819,-12.73,10.32,50.01,1,2
2026-03-25 12:06:25.399819,-13.97,0.0,32.0,0,0
2026-03-25 12:06:30.399819,-13.55,7.63,36.87,0,1
2026-03-25 12:06:35.399819,-13.08,10.56,35.51,1,2
2026-03-25 12:06:40.399819,-13.41,6.15,33.46,0,1
2026-03-25 12:06:45.399819,-13.06,8.63,47.82,1,2
2026-03-25 12:06:50.399819,-13.22,0.0,32.0,0,0
2026-03-25 12:06:55.399819,-13.23,0.0,32.0,0,0
2026-03-25 12:07:00.399819,-13.06,11.98,44.45,1,2
2026-03-25 12:07:05.399819,-13.37,5.2,33.52,0,1
2026-03-25 12:07:10.399819,-13.25,0.0,32.0,0,0
2026-03-25 12:07:15.399819,-13.5,5.04,38.41,0,1
2026-03-25 12:07:20.399819,-13.48,0.0,32.0,0,0
2026-03-25 12:07:25.399819,-13.46,6.48,33.24,0,1
2026-03-25 12:07:30.399819,-13.37,6.67,36.87,0,1
2026-03-25 12:07:35.399819,-13.73,0.0,32.0,0,0
2026-03-25 12:07:40.399819,-13.18,9.37,53.96,1,2
2026-03-25 12:07:45.399819,-13.84,0.0,32.0,0,0
2026-03-25 12:07:50.399819,-13.61,5.13,34.63,0,1
2026-03-25 12:07:55.399819,-13.35,0.0,32.0,0,0
2026-03-25 12:08:00.399819,-12.9,8.88,45.23,1,2
2026-03-25 12:08:05.399819,-13.11,11.69,42.3,1,2
2026-03-25 12:08:10.399819,-12.92,8.85,54.65,1,2
2026-03-25 12:08:15.399819,-12.86,11.59,52.65,1,2
2026-03-25 12:08:20.399819,-13.33,5.11,38.51,0,1
2026-03-25 12:08:25.399819,-13.59,0.0,32.0,0,0
2026-03-25 12:08:30.399819,-13.18,11.45,50.39,1,2
2026-03-25 12:08:35.399819,-13.48,7.12,34.25,0,1
2026-03-25 12:08:40.399819,-13.74,0.0,32.0,0,0
2026-03-25 12:08:45.399819,-13.03,8.97,44.95,1,2
2026-03-25 12:08:50.399819,-12.86,11.21,43.22,1,2
2026-03-25 12:08:55.399819,-12.97,11.47,42.65,1,2
2026-03-25 12:09:00.399819,-13.25,9.75,48.53,1,2
2026-03-25 12:09:05.399819,-13.16,0.0,32.0,0,0
2026-03-25 12:09:10.399819,-13.52,7.8,36.98,0,1
2026-03-25 12:09:15.399819,-12.98,10.6,42.02,1,2
2026-03-25 12:09:20.399819,-13.58,5.59,33.13,0,1
2026-03-25 12:09:25.399819,-13.33,6.37,36.31,0,1
2026-03-25 12:09:30.399819,-13.5,0.0,32.0,0,0
2026-03-25 12:09:35.399819,-13.06,10.08,39.05,1,2
2026-03-25 12:09:40.399819,-13.61,7.05,31.04,0,1
2026-03-25 12:09:45.399819,-13.38,7.17,35.57,0,1
2026-03-25 12:09:50.399819,-13.33,5.5,33.39,0,1
2026-03-25 12:09:55.399819,-13.34,7.42,38.8,0,1
2026-03-25 12:10:00.399819,-13.45,7.16,32.82,0,1
2026-03-25 12:10:05.399819,-13.49,7.58,39.28,0,1
2026-03-25 12:10:10.399819,-13.58,5.59,35.89,0,1
2026-03-25 12:10:15.399819,-13.65,7.32,33.5,0,1
2026-03-25 12:10:20.399819,-13.52,6.73,32.98,0,1
2026-03-25 12:10:25.399819,-13.67,5.74,38.69,0,1
2026-03-25 12:10:30.399819,-13.6,6.69,32.1,0,1
2026-03-25 12:10:35.399819,-13.15,0.0,32.0,0,0
2026-03-25 12:10:40.399819,-13.35,0.0,32.0,0,0
2026-03-25 12:10:45.399819,-12.9,8.97,45.63,1,2
2026-03-25 12:10:50.399819,-12.93,10.36,47.96,1,2
2026-03-25 12:10:55.399819,-13.55,6.85,38.82,0,1
2026-03-25 12:11:00.399819,-13.42,0.0,32.0,0,0
2026-03-25 12:11:05.399819,-13.66,6.49,36.76,0,1
2026-03-25 12:11:10.399819,-14.0,0.0,32.0,0,0
2026-03-25 12:11:15.399819,-13.24,9.42,42.23,1,2
2026-03-25 12:11:20.399819,-13.66,7.13,31.44,0,1
2026-03-25 12:11:25.399819,-13.43,6.56,37.48,0,1
2026-03-25 12:11:30.399819,-13.47,0.0,32.0,0,0
2026-03-25 12:11:35.399819,-13.13,8.41,45.08,1,2
2026-03-25 12:11:40.399819,-12.99,8.82,45.82,1,2
2026-03-25 12:11:45.399819,-12.74,11.42,40.41,1,2
2026-03-25 12:11:50.399819,-13.9,0.0,32.0,0,0
2026-03-25 12:11:55.399819,-12.71,8.28,47.14,1,2
2026-03-25 12:12:00.399819,-13.24,0.0,32.0,0,0
2026-03-25 12:12:05.399819,-12.93,11.75,54.17,1,2
2026-03-25 12:12:10.399819,-13.32,7.7,36.96,0,1
2026-03-25 12:12:15.399819,-13.16,8.36,36.21,1,2
2026-03-25 12:12:20.399819,-13.19,11.53,37.96,1,2
2026-03-25 12:12:25.399819,-12.95,11.38,39.81,1,2
2026-03-25 12:12:30.399819,-13.15,10.56,42.12,1,2
2026-03-25 12:12:35.399819,-13.12,8.49,43.05,1,2
2026-03-25 12:12:40.399819,-13.65,5.02,30.01,0,1
2026-03-25 12:12:45.399819,-13.96,0.0,32.0,0,0
2026-03-25 12:12:50.399819,-13.02,9.25,36.53,1,2
2026-03-25 12:12:55.399819,-13.3,0.0,32.0,0,0
2026-03-25 12:13:00.399819,-13.15,8.81,54.16,1,2
2026-03-25 12:13:05.399819,-13.47,5.85,34.83,0,1
2026-03-25 12:13:10.399819,-13.33,6.2,34.95,0,1
2026-03-25 12:13:15.399819,-13.32,5.03,39.49,0,1
2026-03-25 12:13:20.399819,-13.0,10.87,42.48,1,2
2026-03-25 12:13:25.399819,-13.78,0.0,32.0,0,0
2026-03-25 12:13:30.399819,-13.02,9.03,52.84,1,2
2026-03-25 12:13:35.399819,-13.68,6.77,33.36,0,1
2026-03-25 12:13:40.399819,-13.14,0.0,32.0,0,0
2026-03-25 12:13:45.399819,-13.68,5.68,30.52,0,1
2026-03-25 12:13:50.399819,-13.19,0.0,32.0,0,0
2026-03-25 12:13:55.399819,-13.02,11.13,39.33,1,2
2026-03-25 12:14:00.399819,-13.13,8.11,36.6,1,2
2026-03-25 12:14:05.399819,-12.92,8.22,35.45,1,2
2026-03-25 12:14:10.399819,-13.74,0.0,32.0,0,0
2026-03-25 12:14:15.399819,-12.82,10.41,47.49,1,2
2026-03-25 12:14:20.399819,-13.56,0.0,32.0,0,0
2026-03-25 12:14:25.399819,-13.26,0.0,32.0,0,0
2026-03-25 12:14:30.399819,-13.67,6.25,35.46,0,1
2026-03-25 12:14:35.399819,-13.14,10.09,37.41,1,2
2026-03-25 12:14:40.399819,-13.93,0.0,32.0,0,0
2026-03-25 12:14:45.399819,-13.69,7.47,36.64,0,1
2026-03-25 12:14:50.399819,-13.88,0.0,32.0,0,0
2026-03-25 12:14:55.399819,-13.62,6.87,35.88,0,1
2026-03-25 12:15:00.399819,-13.16,10.95,37.77,1,2
2026-03-25 12:15:05.399819,-13.1,0.0,32.0,0,0
2026-03-25 12:15:10.399819,-12.9,9.7,40.14,1,2
2026-03-25 12:15:15.399819,-13.05,10.17,54.48,1,2
2026-03-25 12:15:20.399819,-13.29,8.2,43.23,1,2
2026-03-25 12:15:25.399819,-13.3,8.25,54.84,1,2
2026-03-25 12:15:30.399819,-12.87,9.87,49.2,1,2
2026-03-25 12:15:35.399819,-13.18,0.0,32.0,0,0
2026-03-25 12:15:40.399819,-13.22,11.66,41.9,1,2
2026-03-25 12:15:45.399819,-13.45,6.33,36.13,0,1
2026-03-25 12:15:50.399819,-13.55,5.86,34.4,0,1
2026-03-25 12:15:55.399819,-13.46,0.0,32.0,0,0
2026-03-25 12:16:00.399819,-13.81,0.0,32.0,0,0
2026-03-25 12:16:05.399819,-12.82,10.32,52.89,1,2
2026-03-25 12:16:10.399819,-12.94,9.86,53.41,1,2
2026-03-25 12:16:15.399819,-13.73,0.0,32.0,0,0
2026-03-25 12:16:20.399819,-13.71,0.0,32.0,0,0
2026-03-25 12:16:25.399819,-12.83,11.89,39.82,1,2
2026-03-25 12:16:30.399819,-12.77,8.25,49.05,1,2
2026-03-25 12:16:35.399819,-13.53,0.0,32.0,0,0
2026-03-25 12:16:40.399819,-12.72,11.64,53.25,1,2
2026-03-25 12:16:45.399819,-13.5,0.0,32.0,0,0
2026-03-25 12:16:50.399819,-13.31,5.88,35.38,0,1
2026-03-25 12:16:55.399819,-12.83,10.74,43.16,1,2
2026-03-25 12:17:00.399819,-13.27,0.0,32.0,0,0
2026-03-25 12:17:05.399819,-13.51,7.26,34.14,0,1
2026-03-25 12:17:10.399819,-12.82,11.54,35.27,1,2
2026-03-25 12:17:15.399819,-13.66,7.31,39.87,0,1
2026-03-25 12:17:20.399819,-13.08,8.79,46.88,1,2
2026-03-25 12:17:25.399819,-13.21,0.0,32.0,0,0
2026-03-25 12:17:30.399819,-12.83,9.37,41.08,1,2
2026-03-25 12:17:35.399819,-12.75,10.57,41.32,1,2
2026-03-25 12:17:40.399819,-13.48,0.0,32.0,0,0
2026-03-25 12:17:45.399819,-13.19,0.0,32.0,0,0
2026-03-25 12:17:50.399819,-13.66,6.58,33.83,0,1
2026-03-25 12:17:55.399819,-13.34,0.0,32.0,0,0
2026-03-25 12:18:00.399819,-13.37,0.0,32.0,0,0
2026-03-25 12:18:05.399819,-13.61,7.28,35.68,0,1
2026-03-25 12:18:10.399819,-13.1,11.95,51.65,1,2
2026-03-25 12:18:15.399819,-13.53,0.0,32.0,0,0
2026-03-25 12:18:20.399819,-13.55,7.42,37.3,0,1
2026-03-25 12:18:25.399819,-13.69,0.0,32.0,0,0
2026-03-25 12:18:30.399819,-13.57,6.0,31.66,0,1
2026-03-25 12:18:35.399819,-12.82,10.5,51.87,1,2
2026-03-25 12:18:40.399819,-13.46,7.23,36.31,0,1
2026-03-25 12:18:45.399819,-13.68,0.0,32.0,0,0
2026-03-25 12:18:50.399819,-13.39,5.86,34.29,0,1
2026-03-25 12:18:55.399819,-13.98,0.0,32.0,0,0
2026-03-25 12:19:00.399819,-13.43,6.85,35.61,0,1
2026-03-25 12:19:05.399819,-13.58,7.8,34.25,0,1
