temp,voltage,label
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.41,2.74,1
27.0,4.0,2
25.46,2.07,1
25.09,2.71,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.84,2.84,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.19,2.32,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.43,2.65,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.44,2.68,1
25.57,2.01,1
25.33,2.36,1
25.27,2.39,1
0.0,0.0,0
0.0,0.0,0
25.39,2.18,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.67,2.99,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.04,2.62,1
25.72,2.25,1
25.71,2.4,1
0.0,0.0,0
25.4,2.5,1
25.7,2.94,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.57,2.12,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.84,2.58,1
0.0,0.0,0
27.0,4.0,2
25.21,2.02,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.6,2.76,1
27.0,4.0,2
27.0,4.0,2
25.76,2.34,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.65,2.71,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.07,2.55,1
0.0,0.0,0
25.53,2.94,1
25.34,2.11,1
25.87,2.09,1
27.0,4.0,2
27.0,4.0,2
25.25,2.72,1
0.0,0.0,0
0.0,0.0,0
25.11,2.68,1
25.63,2.96,1
0.0,0.0,0
27.0,4.0,2
25.35,2.73,1
25.04,2.63,1
25.93,2.35,1
27.0,4.0,2
0.0,0.0,0
25.1,2.65,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.94,2.53,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.93,2.58,1
27.0,4.0,2
25.09,2.1,1
25.6,2.47,1
25.81,2.07,1
25.26,2.43,1
0.0,0.0,0
27.0,4.0,2
25.91,2.64,1
25.13,2.71,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.89,2.52,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.18,2.43,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.1,2.74,1
0.0,0.0,0
25.95,2.26,1
0.0,0.0,0
0.0,0.0,0
25.3,2.81,1
25.2,2.16,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.75,2.24,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.04,2.51,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.16,2.29,1
25.85,2.61,1
27.0,4.0,2
25.71,2.94,1
27.0,4.0,2
0.0,0.0,0
25.14,2.05,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.22,2.5,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.11,2.21,1
0.0,0.0,0
27.0,4.0,2
25.31,2.75,1
25.47,2.52,1
25.93,2.89,1
25.63,2.82,1
0.0,0.0,0
25.41,2.06,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.79,2.86,1
27.0,4.0,2
25.73,2.37,1
0.0,0.0,0
0.0,0.0,0
25.61,2.07,1
0.0,0.0,0
25.49,2.81,1
0.0,0.0,0
25.88,2.16,1
27.0,4.0,2
27.0,4.0,2
25.25,2.85,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.56,2.37,1
25.76,2.07,1
27.0,4.0,2
0.0,0.0,0
25.66,2.42,1
0.0,0.0,0
27.0,4.0,2
25.65,2.07,1
25.92,2.18,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.02,2.7,1
25.36,2.56,1
0.0,0.0,0
25.89,2.84,1
27.0,4.0,2
25.67,2.12,1
0.0,0.0,0
25.24,2.68,1
25.19,2.18,1
25.78,2.41,1
0.0,0.0,0
25.41,2.14,1
27.0,4.0,2
0.0,0.0,0
25.82,2.75,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.22,2.98,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.93,2.31,1
0.0,0.0,0
25.42,2.56,1
0.0,0.0,0
25.41,2.54,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.14,2.1,1
25.9,2.36,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
26.0,2.05,1
25.53,2.91,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.0,2.89,1
0.0,0.0,0
0.0,0.0,0
26.0,2.15,1
27.0,4.0,2
0.0,0.0,0
25.35,2.86,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.18,2.76,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.88,2.21,1
27.0,4.0,2
25.49,2.9,1
25.82,2.71,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.35,2.29,1
25.8,2.81,1
27.0,4.0,2
27.0,4.0,2
25.05,2.01,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.64,2.13,1
27.0,4.0,2
25.91,2.45,1
0.0,0.0,0
25.31,2.2,1
25.42,2.18,1
25.1,2.1,1
27.0,4.0,2
27.0,4.0,2
25.67,2.87,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.18,2.11,1
27.0,4.0,2
0.0,0.0,0
25.37,2.25,1
0.0,0.0,0
25.87,2.29,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.33,2.32,1
0.0,0.0,0
27.0,4.0,2
25.17,2.32,1
25.73,2.92,1
0.0,0.0,0
25.41,2.91,1
25.22,2.62,1
0.0,0.0,0
25.87,2.23,1
0.0,0.0,0
27.0,4.0,2
25.39,2.77,1
25.69,2.88,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.41,2.25,1
25.13,2.52,1
0.0,0.0,0
27.0,4.0,2
25.37,2.23,1
27.0,4.0,2
25.22,2.08,1
0.0,0.0,0
27.0,4.0,2
25.66,2.77,1
25.08,2.75,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.64,2.94,1
0.0,0.0,0
27.0,4.0,2
25.48,2.47,1
0.0,0.0,0
25.17,2.92,1
25.78,2.29,1
25.56,2.8,1
27.0,4.0,2
0.0,0.0,0
25.61,2.9,1
25.56,2.05,1
27.0,4.0,2
0.0,0.0,0
25.84,2.73,1
27.0,4.0,2
25.08,2.26,1
0.0,0.0,0
25.03,2.93,1
0.0,0.0,0
25.2,2.71,1
25.71,2.11,1
0.0,0.0,0
0.0,0.0,0
25.37,2.44,1
25.44,2.11,1
25.1,2.32,1
25.07,2.14,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.13,2.59,1
27.0,4.0,2
25.39,2.05,1
25.52,2.19,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.17,2.23,1
27.0,4.0,2
27.0,4.0,2
25.7,2.89,1
27.0,4.0,2
25.62,2.51,1
25.51,2.24,1
0.0,0.0,0
27.0,4.0,2
25.21,2.17,1
0.0,0.0,0
25.91,2.2,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.89,2.52,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.36,2.39,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.33,2.91,1
27.0,4.0,2
25.24,2.21,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.94,2.18,1
25.89,2.76,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.8,2.36,1
27.0,4.0,2
0.0,0.0,0
25.49,2.5,1
27.0,4.0,2
25.31,2.49,1
27.0,4.0,2
25.31,2.65,1
27.0,4.0,2
25.29,2.76,1
27.0,4.0,2
25.07,2.17,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.75,2.23,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.87,2.05,1
0.0,0.0,0
0.0,0.0,0
25.66,2.02,1
27.0,4.0,2
27.0,4.0,2
25.2,2.01,1
25.27,2.38,1
25.89,2.96,1
25.07,2.33,1
25.21,2.66,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.83,2.58,1
25.96,2.32,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.54,2.36,1
25.18,2.04,1
27.0,4.0,2
25.24,2.37,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.61,2.3,1
25.83,2.34,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.39,2.27,1
25.98,2.98,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.94,2.15,1
0.0,0.0,0
25.2,2.04,1
25.28,2.52,1
25.56,2.77,1
27.0,4.0,2
27.0,4.0,2
25.44,2.09,1
0.0,0.0,0
27.0,4.0,2
25.3,2.16,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.73,2.09,1
27.0,4.0,2
25.22,2.41,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.58,2.49,1
25.35,2.67,1
25.73,2.23,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.59,2.59,1
27.0,4.0,2
0.0,0.0,0
25.47,2.41,1
0.0,0.0,0
25.74,2.57,1
0.0,0.0,0
25.29,2.51,1
25.72,2.02,1
0.0,0.0,0
25.64,2.85,1
25.9,2.58,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.34,2.01,1
25.18,2.29,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.61,2.52,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.28,2.23,1
25.39,2.4,1
0.0,0.0,0
25.1,2.83,1
25.71,2.16,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.6,2.26,1
0.0,0.0,0
25.25,2.18,1
25.04,2.08,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.97,2.08,1
27.0,4.0,2
27.0,4.0,2
25.0,2.88,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.07,2.69,1
0.0,0.0,0
0.0,0.0,0
25.03,2.17,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.76,2.66,1
25.26,2.94,1
27.0,4.0,2
25.06,2.67,1
25.91,2.07,1
0.0,0.0,0
25.68,2.59,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.78,2.47,1
0.0,0.0,0
25.54,2.82,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.36,2.46,1
25.03,2.08,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.43,2.42,1
27.0,4.0,2
25.24,2.9,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.31,2.52,1
0.0,0.0,0
0.0,0.0,0
25.41,2.46,1
0.0,0.0,0
25.74,2.93,1
0.0,0.0,0
25.95,2.11,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.52,2.97,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.05,2.9,1
27.0,4.0,2
25.39,2.42,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.79,2.82,1
25.71,2.63,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.02,2.06,1
0.0,0.0,0
25.06,2.28,1
25.68,2.77,1
0.0,0.0,0
0.0,0.0,0
25.52,2.58,1
27.0,4.0,2
25.93,2.07,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.41,2.92,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.23,2.87,1
25.19,2.23,1
27.0,4.0,2
0.0,0.0,0
25.69,2.91,1
0.0,0.0,0
25.57,2.74,1
25.59,2.72,1
27.0,4.0,2
25.59,2.35,1
0.0,0.0,0
25.87,2.64,1
27.0,4.0,2
25.48,2.23,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.39,2.26,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.73,2.35,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.98,2.31,1
27.0,4.0,2
27.0,4.0,2
25.56,2.31,1
25.54,2.7,1
25.01,2.04,1
25.1,2.83,1
0.0,0.0,0
0.0,0.0,0
25.55,2.71,1
25.98,2.2,1
0.0,0.0,0
25.39,2.66,1
25.37,2.69,1
27.0,4.0,2
0.0,0.0,0
25.16,2.95,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.79,2.27,1
25.21,2.74,1
27.0,4.0,2
0.0,0.0,0
25.29,2.98,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.49,2.68,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.2,2.56,1
0.0,0.0,0
25.61,2.46,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.22,2.36,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.28,2.06,1
27.0,4.0,2
25.61,2.35,1
27.0,4.0,2
27.0,4.0,2
25.4,2.68,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.53,2.2,1
25.33,2.4,1
27.0,4.0,2
27.0,4.0,2
25.58,2.97,1
0.0,0.0,0
27.0,4.0,2
25.5,2.25,1
25.85,2.64,1
0.0,0.0,0
25.63,2.37,1
25.44,2.05,1
25.55,2.88,1
0.0,0.0,0
25.87,2.19,1
25.65,2.03,1
25.76,2.96,1
25.09,2.48,1
25.84,2.15,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.87,2.57,1
0.0,0.0,0
25.65,2.49,1
27.0,4.0,2
25.67,2.83,1
25.66,2.8,1
27.0,4.0,2
27.0,4.0,2
25.99,2.52,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.09,2.51,1
0.0,0.0,0
25.79,2.02,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.84,2.36,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.97,2.58,1
25.79,2.86,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.62,2.51,1
0.0,0.0,0
25.16,2.1,1
25.42,2.01,1
27.0,4.0,2
25.7,2.12,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.65,2.22,1
27.0,4.0,2
25.37,2.14,1
27.0,4.0,2
27.0,4.0,2
25.49,2.57,1
25.37,2.7,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.57,2.06,1
25.23,2.53,1
27.0,4.0,2
25.85,2.97,1
0.0,0.0,0
0.0,0.0,0
25.22,2.26,1
0.0,0.0,0
25.81,2.04,1
25.78,2.65,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.98,2.5,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.42,2.44,1
25.89,2.32,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.78,2.62,1
0.0,0.0,0
25.27,2.5,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.29,2.8,1
0.0,0.0,0
0.0,0.0,0
25.16,2.55,1
25.62,2.32,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.52,2.83,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.65,2.56,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.39,2.79,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.81,2.14,1
0.0,0.0,0
25.8,2.29,1
27.0,4.0,2
25.33,2.67,1
25.67,2.77,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
26.0,2.75,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.66,2.84,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.96,2.68,1
25.84,2.71,1
0.0,0.0,0
27.0,4.0,2
25.08,2.21,1
27.0,4.0,2
0.0,0.0,0
25.67,2.03,1
25.98,2.42,1
25.15,2.28,1
0.0,0.0,0
0.0,0.0,0
25.02,2.43,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.3,2.23,1
25.62,2.36,1
0.0,0.0,0
25.71,2.77,1
25.33,2.94,1
0.0,0.0,0
25.1,2.03,1
0.0,0.0,0
25.68,2.33,1
0.0,0.0,0
27.0,4.0,2
25.36,2.45,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.86,2.46,1
27.0,4.0,2
27.0,4.0,2
25.79,2.14,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.53,2.43,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.85,2.6,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.53,2.89,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.63,2.84,1
0.0,0.0,0
27.0,4.0,2
25.59,2.33,1
27.0,4.0,2
25.82,2.5,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.11,2.33,1
0.0,0.0,0
25.86,2.03,1
25.06,2.11,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.39,2.87,1
0.0,0.0,0
25.56,2.15,1
27.0,4.0,2
25.31,2.05,1
0.0,0.0,0
0.0,0.0,0
25.53,2.43,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.08,2.35,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.02,2.19,1
25.99,3.0,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.44,2.67,1
0.0,0.0,0
27.0,4.0,2
25.21,2.82,1
25.68,2.69,1
25.49,2.28,1
25.91,2.73,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.73,2.64,1
0.0,0.0,0
25.41,2.22,1
25.26,2.06,1
27.0,4.0,2
27.0,4.0,2
25.62,2.2,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.31,2.58,1
25.22,2.09,1
25.98,2.84,1
25.21,2.49,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.88,2.84,1
27.0,4.0,2
0.0,0.0,0
25.97,2.52,1
25.68,2.92,1
0.0,0.0,0
25.03,2.73,1
27.0,4.0,2
0.0,0.0,0
25.38,2.22,1
27.0,4.0,2
27.0,4.0,2
25.82,2.75,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.79,2.09,1
25.17,2.95,1
27.0,4.0,2
27.0,4.0,2
25.88,2.41,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.29,2.71,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.23,2.28,1
0.0,0.0,0
0.0,0.0,0
25.4,2.86,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.21,2.12,1
0.0,0.0,0
25.89,2.41,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.38,2.94,1
27.0,4.0,2
25.12,2.55,1
25.02,2.19,1
25.08,2.88,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.13,2.28,1
27.0,4.0,2
0.0,0.0,0
25.42,2.25,1
0.0,0.0,0
0.0,0.0,0
25.26,2.46,1
0.0,0.0,0
25.98,2.35,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.04,2.46,1
25.74,2.76,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.1,2.44,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.71,2.44,1
25.1,2.04,1
25.86,2.91,1
