timestamp,temp,voltage,label
2026-04-19 11:59:04.679892,27.0,4.0,2
2026-04-19 11:59:09.679892,27.0,4.0,2
2026-04-19 11:59:14.679892,27.0,4.0,2
2026-04-19 11:59:19.679892,27.0,4.0,2
2026-04-19 11:59:24.679892,27.0,4.0,2
2026-04-19 11:59:29.679892,27.0,4.0,2
2026-04-19 11:59:34.679892,0.0,0.0,0
2026-04-19 11:59:39.679892,0.0,0.0,0
2026-04-19 11:59:44.679892,27.0,4.0,2
2026-04-19 11:59:49.679892,27.0,4.0,2
2026-04-19 11:59:54.679892,27.0,4.0,2
2026-04-19 11:59:59.679892,27.0,4.0,2
2026-04-19 12:00:04.679892,27.0,4.0,2
2026-04-19 12:00:09.679892,27.0,4.0,2
2026-04-19 12:00:14.679892,27.0,4.0,2
2026-04-19 12:00:19.679892,27.0,4.0,2
2026-04-19 12:00:24.679892,27.0,4.0,2
2026-04-19 12:00:29.679892,27.0,4.0,2
2026-04-19 12:00:34.679892,27.0,4.0,2
2026-04-19 12:00:39.679892,27.0,4.0,2
2026-04-19 12:00:44.679892,27.0,4.0,2
2026-04-19 12:00:49.679892,27.0,4.0,2
2026-04-19 12:00:54.679892,27.0,4.0,2
2026-04-19 12:00:59.679892,27.0,4.0,2
2026-04-19 12:01:04.679892,27.0,4.0,2
2026-04-19 12:01:09.679892,0.0,0.0,0
2026-04-19 12:01:14.679892,25.42,2.98,1
2026-04-19 12:01:19.679892,25.94,2.75,1
2026-04-19 12:01:24.679892,25.73,2.94,1
2026-04-19 12:01:29.679892,25.32,2.33,1
2026-04-19 12:01:34.679892,25.8,2.71,1
2026-04-19 12:01:39.679892,25.01,2.83,1
2026-04-19 12:01:44.679892,25.51,2.62,1
2026-04-19 12:01:49.679892,25.05,2.05,1
2026-04-19 12:01:54.679892,25.4,2.61,1
2026-04-19 12:01:59.679892,25.89,2.62,1
2026-04-19 12:02:04.679892,25.02,2.61,1
2026-04-19 12:02:09.679892,25.14,2.27,1
2026-04-19 12:02:14.679892,25.02,2.54,1
2026-04-19 12:02:19.679892,25.17,2.3,1
2026-04-19 12:02:24.679892,25.92,2.8,1
2026-04-19 12:02:29.679892,25.76,2.59,1
2026-04-19 12:02:34.679892,25.99,2.32,1
2026-04-19 12:02:39.679892,25.68,2.94,1
2026-04-19 12:02:44.679892,25.02,2.5,1
2026-04-19 12:02:49.679892,25.91,2.93,1
2026-04-19 12:02:54.679892,25.15,2.48,1
2026-04-19 12:02:59.679892,25.85,2.79,1
2026-04-19 12:03:04.679892,25.13,2.24,1
2026-04-19 12:03:09.679892,25.64,2.25,1
2026-04-19 12:03:14.679892,25.16,2.58,1
2026-04-19 12:03:19.679892,25.07,2.61,1
2026-04-19 12:03:24.679892,25.79,2.97,1
2026-04-19 12:03:29.679892,25.46,2.62,1
2026-04-19 12:03:34.679892,25.19,2.79,1
2026-04-19 12:03:39.679892,25.02,2.34,1
2026-04-19 12:03:44.679892,25.82,2.54,1
2026-04-19 12:03:49.679892,25.87,2.95,1
2026-04-19 12:03:54.679892,25.72,2.34,1
2026-04-19 12:03:59.679892,25.6,2.11,1
2026-04-19 12:04:04.679892,25.69,2.0,1
2026-04-19 12:04:09.679892,25.69,2.49,1
2026-04-19 12:04:14.679892,25.54,2.01,1
2026-04-19 12:04:19.679892,25.5,2.5,1
2026-04-19 12:04:24.679892,25.77,2.17,1
2026-04-19 12:04:29.679892,25.75,2.17,1
2026-04-19 12:04:34.679892,25.47,2.17,1
2026-04-19 12:04:39.679892,25.6,2.14,1
2026-04-19 12:04:44.679892,25.87,2.26,1
2026-04-19 12:04:49.679892,25.18,2.16,1
2026-04-19 12:04:54.679892,25.27,2.01,1
2026-04-19 12:04:59.679892,25.02,2.02,1
2026-04-19 12:05:04.679892,25.66,2.19,1
2026-04-19 12:05:09.679892,25.95,2.85,1
2026-04-19 12:05:14.679892,25.73,2.82,1
2026-04-19 12:05:19.679892,0.0,0.0,0
2026-04-19 12:05:24.679892,27.0,4.0,2
2026-04-19 12:05:29.679892,27.0,4.0,2
2026-04-19 12:05:34.679892,27.0,4.0,2
2026-04-19 12:05:39.679892,27.0,4.0,2
2026-04-19 12:05:44.679892,27.0,4.0,2
2026-04-19 12:05:49.679892,27.0,4.0,2
2026-04-19 12:05:54.679892,25.93,2.26,1
2026-04-19 12:05:59.679892,25.61,2.11,1
2026-04-19 12:06:04.679892,25.12,2.59,1
2026-04-19 12:06:09.679892,25.72,2.84,1
2026-04-19 12:06:14.679892,25.1,2.17,1
2026-04-19 12:06:19.679892,25.54,2.86,1
2026-04-19 12:06:24.679892,25.43,2.32,1
2026-04-19 12:06:29.679892,25.22,2.45,1
2026-04-19 12:06:34.679892,25.62,2.24,1
2026-04-19 12:06:39.679892,25.84,2.37,1
2026-04-19 12:06:44.679892,25.97,2.91,1
2026-04-19 12:06:49.679892,25.39,2.9,1
2026-04-19 12:06:54.679892,25.99,2.67,1
2026-04-19 12:06:59.679892,25.09,2.05,1
2026-04-19 12:07:04.679892,25.01,2.76,1
2026-04-19 12:07:09.679892,25.61,2.68,1
2026-04-19 12:07:14.679892,25.17,2.39,1
2026-04-19 12:07:19.679892,25.52,2.03,1
2026-04-19 12:07:24.679892,25.43,2.84,1
2026-04-19 12:07:29.679892,25.45,2.05,1
2026-04-19 12:07:34.679892,25.59,2.38,1
2026-04-19 12:07:39.679892,25.72,2.21,1
2026-04-19 12:07:44.679892,25.88,2.26,1
2026-04-19 12:07:49.679892,25.99,2.94,1
2026-04-19 12:07:54.679892,25.41,2.47,1
2026-04-19 12:07:59.679892,25.21,2.21,1
2026-04-19 12:08:04.679892,25.59,2.18,1
2026-04-19 12:08:09.679892,25.85,2.1,1
2026-04-19 12:08:14.679892,25.22,2.75,1
2026-04-19 12:08:19.679892,25.57,2.55,1
2026-04-19 12:08:24.679892,25.58,2.23,1
2026-04-19 12:08:29.679892,25.95,2.5,1
2026-04-19 12:08:34.679892,25.05,2.44,1
2026-04-19 12:08:39.679892,25.38,2.58,1
2026-04-19 12:08:44.679892,0.0,0.0,0
2026-04-19 12:08:49.679892,0.0,0.0,0
2026-04-19 12:08:54.679892,27.0,4.0,2
2026-04-19 12:08:59.679892,27.0,4.0,2
2026-04-19 12:09:04.679892,27.0,4.0,2
2026-04-19 12:09:09.679892,27.0,4.0,2
2026-04-19 12:09:14.679892,27.0,4.0,2
2026-04-19 12:09:19.679892,27.0,4.0,2
2026-04-19 12:09:24.679892,0.0,0.0,0
2026-04-19 12:09:29.679892,0.0,0.0,0
2026-04-19 12:09:34.679892,25.73,2.69,1
2026-04-19 12:09:39.679892,25.51,2.14,1
2026-04-19 12:09:44.679892,25.89,2.92,1
2026-04-19 12:09:49.679892,25.44,2.19,1
2026-04-19 12:09:54.679892,25.89,2.81,1
2026-04-19 12:09:59.679892,25.7,2.56,1
2026-04-19 12:10:04.679892,25.87,2.73,1
2026-04-19 12:10:09.679892,25.07,2.81,1
2026-04-19 12:10:14.679892,25.12,2.09,1
2026-04-19 12:10:19.679892,25.66,2.61,1
2026-04-19 12:10:24.679892,25.69,2.78,1
2026-04-19 12:10:29.679892,25.19,2.91,1
2026-04-19 12:10:34.679892,25.38,2.79,1
2026-04-19 12:10:39.679892,25.32,2.13,1
2026-04-19 12:10:44.679892,25.62,2.56,1
2026-04-19 12:10:49.679892,25.53,2.33,1
2026-04-19 12:10:54.679892,25.51,2.77,1
2026-04-19 12:10:59.679892,25.4,2.54,1
2026-04-19 12:11:04.679892,25.69,2.42,1
2026-04-19 12:11:09.679892,25.03,2.9,1
2026-04-19 12:11:14.679892,25.37,2.96,1
2026-04-19 12:11:19.679892,25.82,2.19,1
2026-04-19 12:11:24.679892,25.57,2.76,1
2026-04-19 12:11:29.679892,25.44,2.48,1
2026-04-19 12:11:34.679892,25.37,2.89,1
2026-04-19 12:11:39.679892,25.1,2.92,1
2026-04-19 12:11:44.679892,25.69,2.23,1
2026-04-19 12:11:49.679892,25.43,2.93,1
2026-04-19 12:11:54.679892,25.5,2.84,1
2026-04-19 12:11:59.679892,25.16,2.23,1
2026-04-19 12:12:04.679892,25.61,2.06,1
2026-04-19 12:12:09.679892,25.94,2.51,1
2026-04-19 12:12:14.679892,25.41,2.26,1
2026-04-19 12:12:19.679892,25.43,2.33,1
2026-04-19 12:12:24.679892,25.66,2.21,1
2026-04-19 12:12:29.679892,25.62,2.24,1
2026-04-19 12:12:34.679892,25.98,2.59,1
2026-04-19 12:12:39.679892,25.04,2.09,1
2026-04-19 12:12:44.679892,25.92,2.65,1
2026-04-19 12:12:49.679892,25.14,2.18,1
2026-04-19 12:12:54.679892,25.28,2.32,1
2026-04-19 12:12:59.679892,25.64,2.57,1
2026-04-19 12:13:04.679892,25.98,2.51,1
2026-04-19 12:13:09.679892,0.0,0.0,0
2026-04-19 12:13:14.679892,0.0,0.0,0
2026-04-19 12:13:19.679892,27.0,4.0,2
2026-04-19 12:13:24.679892,27.0,4.0,2
2026-04-19 12:13:29.679892,27.0,4.0,2
2026-04-19 12:13:34.679892,0.0,0.0,0
2026-04-19 12:13:39.679892,25.38,2.46,1
2026-04-19 12:13:44.679892,25.02,2.87,1
2026-04-19 12:13:49.679892,25.73,2.19,1
2026-04-19 12:13:54.679892,25.68,2.38,1
2026-04-19 12:13:59.679892,25.46,2.08,1
2026-04-19 12:14:04.679892,25.35,2.17,1
2026-04-19 12:14:09.679892,25.27,2.12,1
2026-04-19 12:14:14.679892,25.26,2.95,1
2026-04-19 12:14:19.679892,25.96,2.15,1
2026-04-19 12:14:24.679892,25.35,2.14,1
2026-04-19 12:14:29.679892,25.41,2.44,1
2026-04-19 12:14:34.679892,25.12,2.91,1
2026-04-19 12:14:39.679892,25.67,2.12,1
2026-04-19 12:14:44.679892,25.42,2.09,1
2026-04-19 12:14:49.679892,25.48,2.15,1
2026-04-19 12:14:54.679892,25.61,2.54,1
2026-04-19 12:14:59.679892,25.72,2.86,1
2026-04-19 12:15:04.679892,25.21,2.35,1
2026-04-19 12:15:09.679892,25.06,2.17,1
2026-04-19 12:15:14.679892,25.24,2.43,1
2026-04-19 12:15:19.679892,25.97,2.34,1
2026-04-19 12:15:24.679892,25.69,2.34,1
2026-04-19 12:15:29.679892,25.95,2.5,1
2026-04-19 12:15:34.679892,25.35,2.11,1
2026-04-19 12:15:39.679892,25.46,2.55,1
2026-04-19 12:15:44.679892,25.35,2.83,1
2026-04-19 12:15:49.679892,0.0,0.0,0
2026-04-19 12:15:54.679892,25.61,2.18,1
2026-04-19 12:15:59.679892,25.88,2.12,1
2026-04-19 12:16:04.679892,25.83,2.69,1
2026-04-19 12:16:09.679892,25.06,2.97,1
2026-04-19 12:16:14.679892,25.46,2.57,1
2026-04-19 12:16:19.679892,25.54,2.23,1
2026-04-19 12:16:24.679892,25.54,2.62,1
2026-04-19 12:16:29.679892,25.3,2.18,1
2026-04-19 12:16:34.679892,25.68,2.64,1
2026-04-19 12:16:39.679892,25.12,2.05,1
2026-04-19 12:16:44.679892,25.65,2.82,1
2026-04-19 12:16:49.679892,25.62,2.78,1
2026-04-19 12:16:54.679892,25.05,2.83,1
2026-04-19 12:16:59.679892,25.35,2.37,1
2026-04-19 12:17:04.679892,25.7,2.07,1
2026-04-19 12:17:09.679892,25.59,2.6,1
2026-04-19 12:17:14.679892,25.31,2.87,1
2026-04-19 12:17:19.679892,25.9,2.75,1
2026-04-19 12:17:24.679892,25.28,2.36,1
2026-04-19 12:17:29.679892,25.54,2.0,1
2026-04-19 12:17:34.679892,25.22,2.58,1
2026-04-19 12:17:39.679892,25.77,2.53,1
2026-04-19 12:17:44.679892,25.53,2.06,1
2026-04-19 12:17:49.679892,25.28,2.69,1
2026-04-19 12:17:54.679892,25.81,2.94,1
2026-04-19 12:17:59.679892,25.08,2.67,1
2026-04-19 12:18:04.679892,25.36,2.72,1
2026-04-19 12:18:09.679892,25.65,2.37,1
2026-04-19 12:18:14.679892,25.12,2.24,1
2026-04-19 12:18:19.679892,25.01,2.18,1
2026-04-19 12:18:24.679892,25.58,2.0,1
2026-04-19 12:18:29.679892,25.47,2.9,1
2026-04-19 12:18:34.679892,25.07,2.17,1
2026-04-19 12:18:39.679892,0.0,0.0,0
2026-04-19 12:18:44.679892,0.0,0.0,0
2026-04-19 12:18:49.679892,25.75,2.32,1
2026-04-19 12:18:54.679892,25.37,2.17,1
2026-04-19 12:18:59.679892,25.04,2.02,1
2026-04-19 12:19:04.679892,25.23,2.42,1
2026-04-19 12:19:09.679892,25.41,2.27,1
2026-04-19 12:19:14.679892,25.83,2.39,1
2026-04-19 12:19:19.679892,25.77,2.88,1
2026-04-19 12:19:24.679892,25.79,2.42,1
2026-04-19 12:19:29.679892,25.82,2.05,1
2026-04-19 12:19:34.679892,25.64,2.83,1
2026-04-19 12:19:39.679892,25.16,2.28,1
2026-04-19 12:19:44.679892,25.17,2.82,1
2026-04-19 12:19:49.679892,25.94,2.89,1
2026-04-19 12:19:54.679892,25.45,2.33,1
2026-04-19 12:19:59.679892,25.97,2.18,1
2026-04-19 12:20:04.679892,25.68,2.7,1
2026-04-19 12:20:09.679892,25.25,2.56,1
2026-04-19 12:20:14.679892,25.41,2.49,1
2026-04-19 12:20:19.679892,25.81,2.42,1
2026-04-19 12:20:24.679892,25.27,2.26,1
2026-04-19 12:20:29.679892,25.93,2.82,1
2026-04-19 12:20:34.679892,25.55,2.06,1
2026-04-19 12:20:39.679892,25.15,2.4,1
2026-04-19 12:20:44.679892,25.36,2.22,1
2026-04-19 12:20:49.679892,25.62,2.02,1
2026-04-19 12:20:54.679892,25.94,2.92,1
2026-04-19 12:20:59.679892,25.13,2.03,1
2026-04-19 12:21:04.679892,25.38,2.58,1
2026-04-19 12:21:09.679892,25.72,2.49,1
2026-04-19 12:21:14.679892,25.91,2.18,1
2026-04-19 12:21:19.679892,25.39,2.83,1
2026-04-19 12:21:24.679892,25.65,2.61,1
2026-04-19 12:21:29.679892,25.36,2.86,1
2026-04-19 12:21:34.679892,25.87,2.01,1
2026-04-19 12:21:39.679892,25.05,2.55,1
2026-04-19 12:21:44.679892,25.28,2.99,1
2026-04-19 12:21:49.679892,27.0,4.0,2
2026-04-19 12:21:54.679892,27.0,4.0,2
2026-04-19 12:21:59.679892,27.0,4.0,2
2026-04-19 12:22:04.679892,27.0,4.0,2
2026-04-19 12:22:09.679892,27.0,4.0,2
2026-04-19 12:22:14.679892,27.0,4.0,2
2026-04-19 12:22:19.679892,25.01,2.76,1
2026-04-19 12:22:24.679892,25.82,2.45,1
2026-04-19 12:22:29.679892,25.16,2.57,1
2026-04-19 12:22:34.679892,25.24,2.32,1
2026-04-19 12:22:39.679892,25.95,2.33,1
2026-04-19 12:22:44.679892,25.39,2.4,1
2026-04-19 12:22:49.679892,25.85,2.51,1
2026-04-19 12:22:54.679892,25.62,2.01,1
2026-04-19 12:22:59.679892,25.3,2.75,1
2026-04-19 12:23:04.679892,25.93,2.47,1
2026-04-19 12:23:09.679892,25.68,2.34,1
2026-04-19 12:23:14.679892,25.77,2.82,1
2026-04-19 12:23:19.679892,25.78,2.15,1
2026-04-19 12:23:24.679892,25.29,2.79,1
2026-04-19 12:23:29.679892,25.72,2.95,1
2026-04-19 12:23:34.679892,25.17,2.16,1
2026-04-19 12:23:39.679892,25.47,2.83,1
2026-04-19 12:23:44.679892,25.22,2.81,1
2026-04-19 12:23:49.679892,25.27,2.9,1
2026-04-19 12:23:54.679892,25.89,2.22,1
2026-04-19 12:23:59.679892,25.59,2.36,1
2026-04-19 12:24:04.679892,25.29,2.73,1
2026-04-19 12:24:09.679892,25.52,2.09,1
2026-04-19 12:24:14.679892,25.87,2.62,1
2026-04-19 12:24:19.679892,25.71,2.24,1
2026-04-19 12:24:24.679892,25.33,2.45,1
2026-04-19 12:24:29.679892,25.73,2.64,1
2026-04-19 12:24:34.679892,25.07,2.34,1
2026-04-19 12:24:39.679892,25.75,2.09,1
2026-04-19 12:24:44.679892,25.43,2.59,1
2026-04-19 12:24:49.679892,25.72,2.16,1
2026-04-19 12:24:54.679892,25.62,2.3,1
2026-04-19 12:24:59.679892,25.6,2.62,1
2026-04-19 12:25:04.679892,25.5,2.02,1
2026-04-19 12:25:09.679892,25.89,2.04,1
2026-04-19 12:25:14.679892,25.31,2.29,1
2026-04-19 12:25:19.679892,25.76,2.91,1
2026-04-19 12:25:24.679892,25.78,2.03,1
2026-04-19 12:25:29.679892,25.07,2.86,1
2026-04-19 12:25:34.679892,25.43,2.19,1
2026-04-19 12:25:39.679892,25.39,2.48,1
2026-04-19 12:25:44.679892,25.79,2.63,1
2026-04-19 12:25:49.679892,25.77,2.05,1
2026-04-19 12:25:54.679892,25.4,2.47,1
2026-04-19 12:25:59.679892,25.26,2.43,1
2026-04-19 12:26:04.679892,25.18,2.81,1
2026-04-19 12:26:09.679892,25.9,2.02,1
2026-04-19 12:26:14.679892,25.28,2.76,1
2026-04-19 12:26:19.679892,25.24,2.14,1
2026-04-19 12:26:24.679892,25.77,2.85,1
2026-04-19 12:26:29.679892,25.37,2.98,1
2026-04-19 12:26:34.679892,25.08,2.21,1
2026-04-19 12:26:39.679892,25.3,2.97,1
2026-04-19 12:26:44.679892,25.55,2.05,1
2026-04-19 12:26:49.679892,25.71,2.9,1
2026-04-19 12:26:54.679892,25.67,2.8,1
2026-04-19 12:26:59.679892,0.0,0.0,0
2026-04-19 12:27:04.679892,0.0,0.0,0
2026-04-19 12:27:09.679892,27.0,4.0,2
2026-04-19 12:27:14.679892,27.0,4.0,2
2026-04-19 12:27:19.679892,27.0,4.0,2
2026-04-19 12:27:24.679892,27.0,4.0,2
2026-04-19 12:27:29.679892,27.0,4.0,2
2026-04-19 12:27:34.679892,27.0,4.0,2
2026-04-19 12:27:39.679892,27.0,4.0,2
2026-04-19 12:27:44.679892,27.0,4.0,2
2026-04-19 12:27:49.679892,27.0,4.0,2
2026-04-19 12:27:54.679892,27.0,4.0,2
2026-04-19 12:27:59.679892,27.0,4.0,2
2026-04-19 12:28:04.679892,27.0,4.0,2
2026-04-19 12:28:09.679892,27.0,4.0,2
2026-04-19 12:28:14.679892,0.0,0.0,0
2026-04-19 12:28:19.679892,27.0,4.0,2
2026-04-19 12:28:24.679892,27.0,4.0,2
2026-04-19 12:28:29.679892,0.0,0.0,0
2026-04-19 12:28:34.679892,25.03,2.36,1
2026-04-19 12:28:39.679892,25.09,2.28,1
2026-04-19 12:28:44.679892,25.82,2.25,1
2026-04-19 12:28:49.679892,25.52,2.92,1
2026-04-19 12:28:54.679892,25.04,2.35,1
2026-04-19 12:28:59.679892,25.03,2.37,1
2026-04-19 12:29:04.679892,25.84,2.31,1
2026-04-19 12:29:09.679892,25.57,3.0,1
2026-04-19 12:29:14.679892,25.82,3.0,1
2026-04-19 12:29:19.679892,25.46,2.66,1
2026-04-19 12:29:24.679892,25.59,2.96,1
2026-04-19 12:29:29.679892,25.88,2.08,1
2026-04-19 12:29:34.679892,25.35,2.68,1
2026-04-19 12:29:39.679892,25.09,2.85,1
2026-04-19 12:29:44.679892,25.68,2.04,1
2026-04-19 12:29:49.679892,25.71,2.82,1
2026-04-19 12:29:54.679892,25.67,3.0,1
2026-04-19 12:29:59.679892,25.92,2.03,1
2026-04-19 12:30:04.679892,25.64,2.72,1
2026-04-19 12:30:09.679892,25.44,2.46,1
2026-04-19 12:30:14.679892,25.04,2.56,1
2026-04-19 12:30:19.679892,25.88,2.42,1
2026-04-19 12:30:24.679892,25.02,2.9,1
2026-04-19 12:30:29.679892,25.34,2.1,1
2026-04-19 12:30:34.679892,25.7,2.36,1
2026-04-19 12:30:39.679892,25.22,2.06,1
2026-04-19 12:30:44.679892,25.77,2.9,1
2026-04-19 12:30:49.679892,25.07,2.18,1
2026-04-19 12:30:54.679892,25.49,2.95,1
2026-04-19 12:30:59.679892,25.12,2.52,1
2026-04-19 12:31:04.679892,25.65,2.69,1
2026-04-19 12:31:09.679892,25.01,2.71,1
2026-04-19 12:31:14.679892,27.0,4.0,2
2026-04-19 12:31:19.679892,27.0,4.0,2
2026-04-19 12:31:24.679892,27.0,4.0,2
2026-04-19 12:31:29.679892,27.0,4.0,2
2026-04-19 12:31:34.679892,0.0,0.0,0
2026-04-19 12:31:39.679892,25.18,2.32,1
2026-04-19 12:31:44.679892,25.17,2.08,1
2026-04-19 12:31:49.679892,25.78,2.69,1
2026-04-19 12:31:54.679892,25.76,2.92,1
2026-04-19 12:31:59.679892,25.23,2.83,1
2026-04-19 12:32:04.679892,25.45,2.82,1
2026-04-19 12:32:09.679892,25.08,2.93,1
2026-04-19 12:32:14.679892,25.31,2.5,1
2026-04-19 12:32:19.679892,25.39,2.24,1
2026-04-19 12:32:24.679892,25.4,2.36,1
2026-04-19 12:32:29.679892,25.51,2.4,1
2026-04-19 12:32:34.679892,25.71,2.0,1
2026-04-19 12:32:39.679892,25.88,2.18,1
2026-04-19 12:32:44.679892,25.5,2.21,1
2026-04-19 12:32:49.679892,25.77,3.0,1
2026-04-19 12:32:54.679892,25.46,2.86,1
2026-04-19 12:32:59.679892,25.48,2.15,1
2026-04-19 12:33:04.679892,25.16,2.76,1
2026-04-19 12:33:09.679892,25.27,2.92,1
2026-04-19 12:33:14.679892,25.56,2.03,1
2026-04-19 12:33:19.679892,25.84,2.93,1
2026-04-19 12:33:24.679892,25.83,2.45,1
2026-04-19 12:33:29.679892,25.37,2.68,1
2026-04-19 12:33:34.679892,25.51,2.44,1
2026-04-19 12:33:39.679892,25.53,2.19,1
2026-04-19 12:33:44.679892,25.97,2.69,1
2026-04-19 12:33:49.679892,25.11,2.35,1
2026-04-19 12:33:54.679892,25.46,2.3,1
2026-04-19 12:33:59.679892,25.21,2.85,1
2026-04-19 12:34:04.679892,25.42,2.39,1
2026-04-19 12:34:09.679892,25.35,2.44,1
2026-04-19 12:34:14.679892,25.08,2.68,1
2026-04-19 12:34:19.679892,25.85,2.87,1
2026-04-19 12:34:24.679892,25.91,2.32,1
2026-04-19 12:34:29.679892,25.17,2.35,1
2026-04-19 12:34:34.679892,25.94,2.36,1
2026-04-19 12:34:39.679892,25.87,2.13,1
2026-04-19 12:34:44.679892,25.54,2.1,1
2026-04-19 12:34:49.679892,25.55,2.69,1
2026-04-19 12:34:54.679892,25.73,2.14,1
2026-04-19 12:34:59.679892,25.13,2.7,1
2026-04-19 12:35:04.679892,25.55,2.11,1
2026-04-19 12:35:09.679892,25.12,2.26,1
2026-04-19 12:35:14.679892,27.0,4.0,2
2026-04-19 12:35:19.679892,27.0,4.0,2
2026-04-19 12:35:24.679892,27.0,4.0,2
2026-04-19 12:35:29.679892,27.0,4.0,2
2026-04-19 12:35:34.679892,27.0,4.0,2
2026-04-19 12:35:39.679892,27.0,4.0,2
2026-04-19 12:35:44.679892,27.0,4.0,2
2026-04-19 12:35:49.679892,27.0,4.0,2
2026-04-19 12:35:54.679892,27.0,4.0,2
2026-04-19 12:35:59.679892,27.0,4.0,2
2026-04-19 12:36:04.679892,27.0,4.0,2
2026-04-19 12:36:09.679892,27.0,4.0,2
2026-04-19 12:36:14.679892,27.0,4.0,2
2026-04-19 12:36:19.679892,27.0,4.0,2
2026-04-19 12:36:24.679892,27.0,4.0,2
2026-04-19 12:36:29.679892,27.0,4.0,2
2026-04-19 12:36:34.679892,27.0,4.0,2
2026-04-19 12:36:39.679892,27.0,4.0,2
2026-04-19 12:36:44.679892,27.0,4.0,2
2026-04-19 12:36:49.679892,27.0,4.0,2
2026-04-19 12:36:54.679892,0.0,0.0,0
2026-04-19 12:36:59.679892,0.0,0.0,0
2026-04-19 12:37:04.679892,25.17,2.76,1
2026-04-19 12:37:09.679892,25.42,2.34,1
2026-04-19 12:37:14.679892,25.85,2.11,1
2026-04-19 12:37:19.679892,25.97,2.11,1
