timestamp,Current,Voltage,Temperature,Vibration
14:13:30,0.62,11.08,79.43,0
14:13:35,0.04,16.9,-13.66,0
14:13:40,2.79,20.95,6.9,1
14:13:45,0.35,20.13,-76.06,0
14:13:50,1.32,12.56,-57.47,0
14:13:55,0.17,12.74,97.42,1
14:14:00,2.45,18.28,6.51,1
14:14:05,1.89,16.12,-30.14,1
14:14:10,0.28,16.46,73.48,1
14:14:15,1.09,8.73,-13.07,1
14:14:20,2.36,19.89,-85.07,1
14:14:25,0.91,20.76,0.64,1
14:14:30,0.73,8.34,46.88,0
14:14:35,0.21,22.62,59.77,0
14:14:40,2.36,18.22,33.67,1
14:14:45,2.28,16.94,20.17,1
14:14:50,1.81,8.11,-34.97,1
14:14:55,1.07,17.27,123.48,0
14:15:00,0.35,18.44,83.34,0
14:15:05,2.56,22.26,21.78,0
14:15:10,1.71,20.79,-111.14,0
14:15:15,2.81,20.88,-47.44,0
14:15:20,0.4,18.82,2.09,0
14:15:25,1.53,21.48,85.1,0
14:15:30,1.2,19.65,-16.63,0
14:15:35,0.84,20.86,88.32,1
14:15:40,2.52,16.0,-118.45,1
14:15:45,0.05,23.61,-75.74,1
14:15:50,1.97,22.89,-45.57,0
14:15:55,1.4,18.15,-37.88,1
14:16:00,2.92,19.62,47.21,1
14:16:05,1.71,17.12,111.01,0
14:16:10,1.46,15.05,-64.69,1
14:16:15,2.0,10.59,-0.37,1
14:16:20,0.16,22.64,31.98,0
14:16:25,0.59,13.59,-15.61,1
14:16:30,2.92,18.68,-27.01,0
14:16:35,1.73,19.26,88.43,0
14:16:40,2.32,19.3,38.36,1
14:16:45,2.68,16.74,83.09,1
14:16:50,0.11,14.52,-99.75,1
14:16:55,1.8,22.51,119.62,1
14:17:00,2.5,19.83,-108.77,0
14:17:05,1.09,23.14,1.64,0
14:17:10,0.09,19.92,126.37,0
14:17:15,0.06,14.64,-14.67,1
14:17:20,2.11,9.03,-31.06,1
14:17:25,1.17,23.59,-126.58,0
14:17:30,2.12,16.48,23.37,0
14:17:35,0.36,17.21,-115.32,0
14:17:40,0.13,23.25,-79.79,0
14:17:45,0.64,12.23,-61.51,1
14:17:50,1.0,9.44,-15.01,1
14:17:55,0.4,24.51,86.81,0
14:18:00,0.43,24.15,-79.18,1
14:18:05,2.53,17.7,19.47,1
14:18:10,2.87,14.79,20.43,0
14:18:15,0.37,8.12,6.27,0
14:18:20,0.57,24.13,68.51,1
14:18:25,0.24,23.0,84.85,1
14:18:30,0.7,15.65,68.99,1
14:18:35,1.16,9.93,59.18,1
14:18:40,0.18,22.91,-54.85,1
14:18:45,1.64,21.05,-35.71,0
14:18:50,1.36,12.08,-97.36,0
14:18:55,2.34,18.64,10.45,0
14:19:00,0.2,9.45,78.35,1
14:19:05,1.53,21.82,62.98,0
14:19:10,0.32,22.97,-1.28,1
14:19:15,2.62,13.1,-119.89,0
14:19:20,0.84,13.57,85.43,0
14:19:25,1.71,15.41,31.26,0
14:19:30,1.17,16.49,-7.46,1
14:19:35,0.99,21.77,97.01,0
14:19:40,0.03,19.09,-117.99,1
14:19:45,1.66,13.6,-125.11,1
14:19:50,2.24,8.15,35.47,1
14:19:55,0.06,19.81,-71.4,0
14:20:00,2.18,17.07,124.55,1
14:20:05,0.7,16.6,112.63,1
14:20:10,1.5,20.95,-92.38,0
14:20:15,0.17,22.72,119.0,0
14:20:20,2.16,14.61,-99.99,0
14:20:25,0.02,11.13,37.67,0
14:20:30,2.4,13.33,36.41,0
14:20:35,2.79,19.59,-102.75,0
14:20:40,2.47,24.63,8.11,1
14:20:45,1.19,24.79,55.4,0
14:20:50,2.82,13.42,52.16,1
14:20:55,0.26,21.09,57.14,0
14:21:00,0.38,16.73,-65.92,1
14:21:05,1.88,14.93,-52.54,0
14:21:10,2.73,20.6,-63.78,0
14:21:15,0.5,20.94,20.87,1
14:21:20,2.38,10.46,116.8,0
14:21:25,1.31,12.02,113.62,1
14:21:30,2.24,19.79,34.74,0
14:21:35,0.59,22.65,-11.94,1
14:21:40,1.54,12.52,-114.9,0
14:21:45,1.02,9.94,-21.51,1
14:21:50,0.7,16.41,47.27,1
14:21:55,0.92,22.57,-119.35,0
14:22:00,1.82,19.23,32.16,0
14:22:05,0.26,21.87,-1.29,1
14:22:10,2.94,17.71,-60.14,1
14:22:15,0.1,24.45,-100.49,0
14:22:20,1.45,10.65,-115.26,0
14:22:25,0.03,24.41,47.8,0
14:22:30,1.41,17.88,-63.74,0
14:22:35,2.01,10.23,0.63,1
14:22:40,1.17,15.34,88.5,0
14:22:45,1.11,24.97,0.95,0
14:22:50,0.02,23.54,39.6,1
14:22:55,2.76,19.07,21.92,1
14:23:00,0.4,19.52,-101.67,1
14:23:05,0.57,24.78,121.54,0
14:23:10,2.82,16.47,65.4,0
14:23:15,1.47,12.57,-29.01,0
14:23:20,2.96,23.89,-19.16,0
14:23:25,0.41,20.04,109.79,1
14:23:30,1.58,11.03,28.75,1
14:23:35,2.11,15.47,51.49,1
14:23:40,0.74,23.35,12.12,1
14:23:45,2.43,8.72,-41.44,1
14:23:50,2.83,20.75,114.91,0
14:23:55,1.4,24.63,123.64,1
14:24:00,0.88,16.94,-25.61,1
14:24:05,0.15,22.55,-102.69,0
14:24:10,1.92,20.41,53.18,1
14:24:15,0.08,19.87,-109.05,1
14:24:20,0.54,22.22,13.77,1
14:24:25,2.34,8.5,80.0,1
14:24:30,1.08,12.95,-42.43,0
14:24:35,1.48,23.42,84.19,0
14:24:40,2.89,23.92,38.01,1
14:24:45,1.98,13.9,87.5,0
14:24:50,2.3,19.41,64.95,0
14:24:55,2.62,23.95,17.68,1
14:25:00,0.34,14.04,125.39,1
14:25:05,1.98,8.74,33.64,0
14:25:10,2.09,16.01,85.23,1
14:25:15,0.97,22.02,-14.84,0
14:25:20,1.69,23.23,12.3,1
14:25:25,1.52,18.4,-119.3,0
14:25:30,0.96,21.15,53.01,0
14:25:35,0.27,22.71,-40.25,0
14:25:40,2.94,13.54,-41.46,1
14:25:45,2.96,13.96,97.88,1
14:25:50,2.73,13.15,-11.13,1
14:25:55,1.12,24.69,-76.47,1
14:26:00,0.66,20.1,67.42,1
14:26:05,2.33,20.98,32.73,0
14:26:10,1.64,10.81,36.91,1
14:26:15,2.4,20.07,10.24,0
14:26:20,1.48,17.53,73.03,1
14:26:25,1.6,22.46,-69.54,1
14:26:30,2.28,11.77,31.14,1
14:26:35,1.89,10.58,-115.73,0
14:26:40,0.65,17.23,-89.38,1
14:26:45,1.8,13.12,-81.13,1
14:26:50,1.62,21.21,-107.16,1
14:26:55,0.19,23.54,97.24,0
14:27:00,0.72,11.63,121.17,0
14:27:05,0.25,18.37,-38.71,1
14:27:10,1.23,20.33,-24.26,0
14:27:15,0.44,9.89,11.43,0
14:27:20,0.53,23.56,-43.78,1
14:27:25,2.2,17.69,-82.15,1
14:27:30,1.3,21.74,4.96,0
14:27:35,0.82,20.71,-78.29,1
14:27:40,1.19,22.5,-51.1,0
14:27:45,1.43,20.35,-113.41,0
14:27:50,1.14,18.75,118.6,1
14:27:55,1.66,16.67,-125.62,0
14:28:00,1.4,12.58,-66.38,1
14:28:05,1.14,10.24,114.49,0
14:28:10,1.05,15.61,55.8,1
14:28:15,0.04,14.64,62.11,0
14:28:20,0.16,9.86,-5.36,0
14:28:25,1.28,14.55,70.18,1
14:28:30,2.65,14.89,-4.43,0
14:28:35,0.63,17.36,-80.8,1
14:28:40,2.68,13.94,76.79,0
14:28:45,0.77,18.07,-24.85,0
14:28:50,1.88,13.29,-115.23,1
14:28:55,0.77,10.72,-119.88,0
14:29:00,0.34,10.84,37.42,1
14:29:05,1.47,24.08,112.92,0
14:29:10,1.9,20.92,-17.09,1
14:29:15,2.42,18.66,-89.83,0
14:29:20,1.39,12.08,-79.86,1
14:29:25,2.98,19.66,-54.51,1
14:29:30,1.67,14.38,-96.43,1
14:29:35,1.24,10.51,58.95,1
14:29:40,0.96,24.74,-65.19,0
14:29:45,1.76,9.46,-13.05,1
14:29:50,1.34,14.13,-27.29,0
14:29:55,1.41,11.33,-38.98,1
14:30:00,2.99,24.77,-125.68,0
14:30:05,1.6,11.44,25.37,1
14:30:10,1.88,17.09,-25.91,1
14:30:15,0.21,8.53,-23.68,0
14:30:20,2.04,11.7,-6.55,0
14:30:25,2.99,24.4,99.49,1
14:30:30,2.17,19.05,15.86,1
14:30:35,1.91,12.18,-107.93,1
14:30:40,0.78,10.61,39.42,1
14:30:45,1.44,15.44,21.82,0
14:30:50,1.54,11.19,-7.61,1
14:30:55,0.89,20.22,-76.25,1
14:31:00,2.1,10.64,93.29,1
14:31:05,0.9,23.98,7.49,0
14:31:10,0.72,23.04,14.76,0
14:31:15,0.59,8.32,87.01,1
14:31:20,0.45,11.93,30.0,0
14:31:25,0.69,13.57,44.34,0
14:31:30,0.76,23.13,-35.54,0
14:31:35,1.39,16.5,-108.29,0
14:31:40,0.04,22.79,57.7,1
14:31:45,1.1,13.24,45.34,1
14:31:50,0.75,22.21,-85.65,1
14:31:55,1.19,16.18,69.31,1
14:32:00,1.52,24.4,-117.08,1
14:32:05,2.12,15.42,77.54,1
14:32:10,0.58,9.33,-65.23,1
14:32:15,0.12,12.26,98.35,0
14:32:20,0.79,24.36,-124.04,0
14:32:25,1.8,12.53,-47.09,1
14:32:30,1.86,21.84,-97.73,1
14:32:35,1.42,12.68,114.9,1
14:32:40,2.1,10.08,-112.92,1
14:32:45,2.1,10.53,111.42,1
14:32:50,0.68,17.93,117.44,1
14:32:55,0.34,18.12,-121.52,1
14:33:00,1.63,13.81,68.52,1
14:33:05,2.19,12.84,57.91,1
14:33:10,1.73,8.97,64.24,0
14:33:15,2.76,12.05,117.44,0
14:33:20,0.34,21.77,121.89,1
14:33:25,0.41,23.53,-59.6,0
14:33:30,0.89,19.04,-45.9,0
14:33:35,1.46,23.02,-103.71,0
14:33:40,0.7,15.8,-45.67,1
14:33:45,0.43,10.87,67.18,1
14:33:50,0.54,24.86,14.97,1
14:33:55,0.36,16.78,-32.01,1
14:34:00,0.97,19.52,-27.84,1
14:34:05,0.77,16.84,-25.51,1
14:34:10,0.56,16.37,-6.86,0
14:34:15,1.68,21.81,17.8,0
14:34:20,2.38,8.43,98.68,0
14:34:25,1.85,21.52,90.3,1
14:34:30,1.63,23.45,-40.36,0
14:34:35,2.53,10.78,-113.02,0
14:34:40,2.69,13.71,47.62,0
14:34:45,2.96,17.48,-108.22,0
14:34:50,1.31,11.87,-123.89,0
14:34:55,2.97,8.85,-36.39,1
14:35:00,1.26,23.55,-63.83,1
14:35:05,1.91,15.64,-97.14,1
14:35:10,2.2,9.35,-122.53,1
14:35:15,0.05,12.59,-78.13,0
14:35:20,1.9,9.25,50.63,0
14:35:25,0.69,10.62,3.41,1
14:35:30,0.07,13.65,-78.75,0
14:35:35,2.5,17.37,-9.82,1
14:35:40,2.9,15.39,90.39,0
14:35:45,1.21,24.16,98.25,1
14:35:50,1.62,16.43,120.24,1
14:35:55,2.73,16.23,-47.02,0
14:36:00,2.59,21.72,4.91,0
14:36:05,2.06,21.63,-83.9,1
14:36:10,0.79,10.13,72.19,0
14:36:15,2.02,15.28,112.76,0
14:36:20,0.69,9.56,-8.62,1
14:36:25,0.54,11.86,-95.11,1
14:36:30,0.44,13.11,115.03,0
14:36:35,1.27,23.24,-98.69,0
14:36:40,0.17,14.93,-21.74,0
14:36:45,0.19,20.25,-42.48,1
14:36:50,0.64,15.45,116.78,0
14:36:55,2.2,17.66,-68.11,1
14:37:00,0.09,19.77,-19.53,0
14:37:05,2.11,20.11,-7.42,1
14:37:10,2.13,8.51,22.43,0
14:37:15,0.9,14.85,26.96,0
14:37:20,2.04,18.39,-121.56,1
14:37:25,0.42,16.49,54.58,0
14:37:30,1.42,13.73,-105.39,0
14:37:35,2.11,16.33,32.66,0
14:37:40,1.69,13.84,65.71,0
14:37:45,1.64,10.39,64.71,1
14:37:50,2.65,20.58,-83.32,0
14:37:55,2.59,21.03,-92.94,0
14:38:00,2.09,17.48,83.54,1
14:38:05,1.36,11.02,76.95,1
14:38:10,2.44,20.74,82.89,1
14:38:15,2.46,17.52,50.89,0
14:38:20,1.42,21.05,-29.0,0
14:38:25,1.53,8.68,-33.57,1
14:38:30,0.37,11.26,101.89,1
14:38:35,1.58,11.12,-91.92,1
14:38:40,2.34,17.33,-104.55,1
14:38:45,1.29,8.12,-106.84,0
14:38:50,1.87,23.37,120.98,1
14:38:55,1.71,16.9,120.14,0
14:39:00,1.54,9.09,-33.75,0
14:39:05,1.12,9.7,94.83,0
14:39:10,0.8,14.05,38.17,1
14:39:15,2.43,18.94,-82.66,0
14:39:20,0.87,19.98,-16.48,1
14:39:25,1.15,19.46,-37.88,1
14:39:30,0.61,11.74,67.37,1
14:39:35,2.33,9.69,-93.28,0
14:39:40,2.61,23.91,-19.94,0
14:39:45,1.13,24.72,98.86,0
14:39:50,0.2,9.21,33.96,0
14:39:55,0.39,22.24,-42.59,0
14:40:00,1.32,21.07,52.85,0
14:40:05,0.57,15.01,-67.5,1
14:40:10,1.34,18.65,-113.47,1
14:40:15,0.97,16.62,85.31,0
14:40:20,1.75,14.57,-60.43,1
14:40:25,2.59,24.7,117.61,0
14:40:30,2.72,20.4,76.57,1
14:40:35,0.9,18.27,89.0,0
14:40:40,0.8,9.02,0.19,0
14:40:45,1.38,10.31,106.04,1
14:40:50,2.14,12.43,105.31,1
14:40:55,1.7,13.28,67.92,0
14:41:00,1.6,19.95,49.25,0
14:41:05,0.99,24.24,-62.58,0
14:41:10,2.88,10.37,115.89,1
14:41:15,1.95,17.87,-125.52,0
14:41:20,0.24,8.31,-16.41,0
14:41:25,2.03,18.53,-43.01,1
14:41:30,2.54,17.85,64.77,1
14:41:35,2.68,18.72,-13.65,1
14:41:40,1.82,13.48,-11.56,1
14:41:45,0.23,9.06,48.14,0
14:41:50,2.66,10.59,117.38,0
14:41:55,2.28,8.79,-117.38,0
14:42:00,1.95,18.59,-121.49,1
14:42:05,2.4,24.1,60.99,0
14:42:10,2.06,24.63,75.95,1
14:42:15,1.13,22.97,94.33,0
14:42:20,1.19,8.13,33.43,1
14:42:25,0.37,22.3,-71.86,0
14:42:30,1.48,24.01,112.49,0
14:42:35,1.02,16.35,-63.1,0
14:42:40,1.77,17.15,88.78,0
14:42:45,2.8,14.56,-65.88,1
14:42:50,2.72,17.21,8.22,0
14:42:55,1.19,22.65,-4.65,1
14:43:00,2.79,10.3,-37.1,1
14:43:05,0.0,9.46,42.57,1
14:43:10,2.74,15.94,83.08,0
14:43:15,1.56,17.87,55.23,0
14:43:20,2.94,19.24,-100.16,0
14:43:25,2.07,23.94,76.99,0
14:43:30,1.87,13.16,100.35,1
14:43:35,1.34,16.91,34.5,1
14:43:40,2.27,19.72,111.49,0
14:43:45,2.27,24.67,84.35,1
14:43:50,1.59,23.37,-47.59,0
14:43:55,1.99,14.21,-53.17,1
14:44:00,2.3,20.74,-2.56,1
14:44:05,2.36,24.29,64.63,1
14:44:10,1.3,23.65,0.13,1
14:44:15,0.31,24.6,-46.72,0
14:44:20,2.67,24.21,84.74,1
14:44:25,0.07,12.27,10.15,0
14:44:30,1.92,22.11,53.36,0
14:44:35,1.7,8.16,-44.78,0
14:44:40,2.22,22.88,-111.84,0
14:44:45,2.9,22.2,-18.59,0
14:44:50,0.54,8.51,-14.95,0
14:44:55,1.35,20.54,-68.1,0
14:45:00,1.28,24.57,-2.0,0
14:45:05,0.67,13.46,-119.38,1
14:45:10,0.99,22.6,66.59,0
14:45:15,0.78,12.69,120.55,1
14:45:20,0.6,12.96,54.75,1
14:45:25,0.35,12.77,-106.92,1
14:45:30,1.28,21.7,77.79,0
14:45:35,0.95,25.0,15.8,1
14:45:40,2.07,12.5,38.97,0
14:45:45,1.69,16.33,54.39,1
14:45:50,0.11,24.52,69.45,0
14:45:55,2.16,9.26,9.63,0
14:46:00,1.78,10.98,120.17,1
14:46:05,0.57,23.58,-86.7,0
14:46:10,0.46,8.29,-121.38,1
14:46:15,2.98,11.4,119.19,1
14:46:20,1.08,11.42,120.25,0
14:46:25,0.51,8.84,61.87,0
14:46:30,2.3,17.36,-93.37,1
14:46:35,2.3,18.97,90.2,0
14:46:40,1.47,21.0,99.21,1
14:46:45,2.87,9.38,82.1,0
14:46:50,2.71,16.86,-26.8,1
14:46:55,0.15,23.03,-66.52,1
14:47:00,1.32,22.34,-45.05,0
14:47:05,0.71,23.99,121.53,0
14:47:10,2.15,17.98,12.99,1
14:47:15,0.69,10.73,-100.95,0
14:47:20,0.96,24.59,-61.48,0
14:47:25,0.11,18.49,57.38,1
14:47:30,2.57,21.54,99.55,1
14:47:35,1.26,12.3,33.47,1
14:47:40,2.09,9.95,-67.06,0
14:47:45,1.61,12.58,66.71,1
14:47:50,1.63,21.25,-97.26,1
14:47:55,0.73,10.3,85.64,1
14:48:00,1.09,13.41,63.3,1
14:48:05,0.54,22.44,5.82,1
14:48:10,2.74,9.28,112.79,0
14:48:15,1.95,14.22,-93.07,0
14:48:20,0.07,12.22,-86.14,0
14:48:25,2.99,8.82,-70.83,1
14:48:30,0.46,11.84,-122.23,0
14:48:35,2.36,17.27,72.44,0
14:48:40,1.76,21.31,122.26,1
14:48:45,2.99,21.65,110.5,0
14:48:50,0.22,14.93,-38.29,1
14:48:55,2.15,17.53,-44.14,1
14:49:00,1.12,23.02,-43.43,0
14:49:05,2.32,8.31,-120.31,0
14:49:10,2.15,16.38,-35.0,1
14:49:15,1.53,20.64,59.69,1
14:49:20,1.29,21.89,-31.95,1
14:49:25,0.07,17.48,89.85,1
14:49:30,2.37,14.33,112.79,1
14:49:35,0.73,20.1,48.63,1
14:49:40,2.99,23.8,-57.76,1
14:49:45,2.74,9.3,52.44,1
14:49:50,1.3,16.07,-102.49,1
14:49:55,2.99,8.14,107.25,1
14:50:00,2.92,16.24,4.38,1
14:50:05,1.91,19.19,-83.08,0
14:50:10,1.93,20.44,25.08,1
14:50:15,1.12,13.16,53.04,0
14:50:20,0.54,8.23,55.91,0
14:50:25,1.99,10.58,6.3,1
14:50:30,1.09,15.54,-119.89,0
14:50:35,2.96,13.29,49.91,1
14:50:40,1.71,16.27,19.21,0
14:50:45,1.58,20.67,-118.95,0
14:50:50,0.02,15.91,-70.85,1
14:50:55,0.63,10.62,-92.36,0
14:51:00,2.21,22.28,117.97,1
14:51:05,0.27,18.99,19.23,1
14:51:10,1.92,17.66,-97.76,0
14:51:15,1.12,13.21,120.51,0
14:51:20,1.04,13.48,18.36,1
14:51:25,2.97,20.3,-78.6,1
14:51:30,2.52,14.07,51.37,1
14:51:35,1.19,18.28,31.64,1
14:51:40,2.59,24.13,60.17,0
14:51:45,1.02,21.61,-41.3,0
14:51:50,2.91,15.23,38.64,1
14:51:55,0.57,24.44,36.84,0
14:52:00,1.33,11.1,77.92,1
14:52:05,1.14,24.9,8.56,0
14:52:10,2.0,22.71,-95.54,1
14:52:15,1.36,8.97,96.71,0
14:52:20,0.21,23.29,98.11,1
14:52:25,1.6,12.01,-43.18,1
14:52:30,2.28,19.07,89.42,0
14:52:35,1.76,15.72,26.38,1
14:52:40,0.42,23.65,-93.47,0
14:52:45,0.33,15.44,-72.93,1
14:52:50,1.63,23.03,-23.38,1
14:52:55,0.45,16.41,36.81,1
14:53:00,2.38,11.5,89.64,1
14:53:05,1.79,14.17,107.46,1
14:53:10,0.98,16.97,-110.84,0
14:53:15,2.62,8.0,18.17,0
14:53:20,0.8,13.73,-119.11,1
14:53:25,2.52,18.76,-15.06,1
14:53:30,1.1,17.76,-108.45,1
14:53:35,0.48,16.24,-46.38,1
14:53:40,1.57,22.08,-45.86,0
14:53:45,2.97,13.12,107.4,0
14:53:50,0.57,17.83,102.98,0
14:53:55,1.48,10.2,99.03,0
14:54:00,2.85,10.93,-74.91,0
14:54:05,0.52,8.11,-50.52,0
14:54:10,2.22,9.22,86.04,1
14:54:15,2.96,16.26,-66.69,1
14:54:20,1.44,22.74,-57.45,0
14:54:25,0.37,18.04,63.17,0
14:54:30,1.41,17.03,-7.73,0
14:54:35,2.2,13.97,-32.06,1
14:54:40,0.96,16.58,122.99,0
14:54:45,0.83,9.28,-96.3,0
14:54:50,2.19,10.83,70.62,0
14:54:55,2.51,24.3,-90.11,1
14:55:00,1.36,20.13,-46.18,1
14:55:05,1.02,17.61,101.09,0
14:55:10,0.62,21.07,-82.65,1
14:55:15,0.46,15.4,84.22,0
14:55:20,0.09,21.21,50.59,0
14:55:25,2.03,8.51,-9.66,1
14:55:30,0.06,18.12,121.27,0
14:55:35,1.61,18.69,-53.63,0
14:55:40,0.04,21.13,87.72,1
14:55:45,0.98,23.47,95.39,0
14:55:50,0.95,8.45,-63.75,1
14:55:55,2.64,21.33,96.11,1
14:56:00,2.98,19.59,-13.04,1
14:56:05,1.54,17.45,-115.28,0
14:56:10,2.04,10.64,39.97,0
14:56:15,1.96,13.99,-97.61,0
14:56:20,2.42,22.94,-47.83,1
14:56:25,0.84,12.06,82.13,0
14:56:30,2.14,18.67,46.24,1
14:56:35,2.48,21.52,63.93,0
14:56:40,2.77,11.21,12.07,1
14:56:45,1.13,21.81,-43.0,1
14:56:50,2.39,21.71,107.04,0
14:56:55,1.05,8.66,125.38,0
14:57:00,0.9,11.43,83.53,1
14:57:05,1.1,12.22,-42.1,1
14:57:10,0.39,11.13,84.67,0
14:57:15,1.6,19.31,-27.81,0
14:57:20,1.14,18.13,24.21,0
14:57:25,1.9,12.91,-50.5,0
14:57:30,2.58,8.96,11.74,0
14:57:35,1.69,20.1,95.2,1
14:57:40,2.25,12.04,79.72,0
14:57:45,2.87,14.81,30.22,0
14:57:50,2.29,8.48,-89.96,0
14:57:55,1.83,16.04,-37.32,1
14:58:00,1.51,24.15,-120.42,1
14:58:05,0.07,15.73,75.28,1
14:58:10,2.5,16.14,33.81,1
14:58:15,0.62,19.64,-74.85,0
14:58:20,0.42,17.28,-56.53,1
14:58:25,2.66,8.41,44.77,1
14:58:30,1.59,19.44,80.68,1
14:58:35,2.73,8.64,-73.76,0
14:58:40,2.73,13.07,-96.07,0
14:58:45,0.33,8.06,-45.67,1
14:58:50,2.91,10.21,-105.72,0
14:58:55,1.46,20.07,93.5,1
14:59:00,1.84,13.05,-108.62,1
14:59:05,2.47,19.78,-20.95,0
14:59:10,1.66,17.81,101.2,0
14:59:15,0.83,9.61,70.0,0
14:59:20,2.21,8.95,-118.74,0
14:59:25,0.26,18.38,107.16,1
14:59:30,2.3,20.88,-112.95,0
14:59:35,1.04,10.85,84.11,1
14:59:40,0.55,15.21,-37.34,0
14:59:45,0.43,15.62,49.06,0
14:59:50,1.76,15.42,32.55,0
14:59:55,2.97,9.13,94.45,1
15:00:00,0.09,8.62,-13.33,0
15:00:05,2.36,18.77,-49.47,0
15:00:10,0.59,24.97,-4.04,0
15:00:15,1.65,8.57,109.6,1
15:00:20,1.64,21.96,83.74,1
15:00:25,0.53,8.78,-114.78,0
15:00:30,0.8,12.42,-22.08,1
15:00:35,0.99,19.39,-28.52,1
15:00:40,1.26,11.42,-46.25,0
15:00:45,0.42,15.96,-49.07,1
15:00:50,0.59,14.01,48.82,1
15:00:55,0.92,21.5,111.87,1
15:01:00,2.78,16.39,47.58,0
15:01:05,0.7,16.28,13.35,1
15:01:10,2.92,10.45,44.95,1
15:01:15,0.96,11.34,106.25,0
15:01:20,0.15,24.43,57.47,1
15:01:25,0.63,24.61,-43.97,0
15:01:30,2.84,18.87,116.8,0
15:01:35,0.88,20.28,-56.7,0
15:01:40,0.21,10.6,122.27,0
15:01:45,2.56,20.28,24.38,0
15:01:50,2.98,15.16,-95.7,0
15:01:55,1.55,15.47,83.14,0
15:02:00,2.61,21.18,-45.24,1
15:02:05,0.81,8.58,-60.17,1
15:02:10,1.64,16.95,-81.72,0
15:02:15,0.24,22.82,35.46,0
15:02:20,1.04,16.15,112.45,1
15:02:25,1.17,20.67,71.75,1
15:02:30,0.2,13.87,-108.91,0
15:02:35,0.72,11.11,25.36,1
15:02:40,1.54,23.52,-22.01,1
15:02:45,1.48,19.34,101.8,0
15:02:50,2.99,21.1,-4.83,0
15:02:55,0.15,13.0,-92.8,0
15:03:00,1.14,21.68,91.22,0
15:03:05,0.21,20.21,-30.01,1
15:03:10,1.01,21.62,7.94,1
15:03:15,2.63,13.72,-27.53,0
15:03:20,0.52,23.92,80.66,0
15:03:25,0.49,15.39,-37.65,1
15:03:30,0.77,13.22,122.72,1
15:03:35,0.71,13.93,102.22,1
15:03:40,2.04,8.52,44.37,0
15:03:45,1.8,10.78,-30.21,1
15:03:50,2.48,24.97,-49.08,1
15:03:55,2.7,19.57,35.02,0
15:04:00,0.87,8.3,73.18,0
15:04:05,1.87,23.93,13.6,0
15:04:10,1.57,14.82,3.42,0
15:04:15,1.11,21.92,4.04,0
15:04:20,1.38,14.54,-13.17,1
15:04:25,1.74,19.78,2.23,1
15:04:30,1.57,22.87,89.47,0
15:04:35,2.13,16.25,12.96,0
15:04:40,1.44,24.18,98.02,1
15:04:45,0.69,12.26,-64.6,1
15:04:50,0.84,14.4,-117.49,0
15:04:55,1.22,18.98,111.69,1
15:05:00,0.56,18.57,-108.62,1
15:05:05,1.77,23.83,125.2,0
15:05:10,2.93,8.9,79.15,0
15:05:15,2.86,9.1,21.21,1
15:05:20,0.52,20.93,-75.53,1
15:05:25,1.91,22.28,-70.85,0
15:05:30,2.92,12.07,69.26,0
15:05:35,2.59,14.22,-97.96,0
15:05:40,0.91,19.36,35.03,0
15:05:45,1.98,22.39,-6.59,0
