timestamp,motor_current,motor_voltage,motor_temp,motor_vibration,motor_fault,fan_current,fan_voltage,fan_temp,fan_vibration,fan_fault,bulb_current,bulb_voltage,bulb_temp,bulb_fault
2026-03-05 18:09:38.489648,1,102,51,1,0,0,11,37,1,0,1,10,41,0
2026-03-05 18:09:43.489648,1,69,52,3,0,1,17,37,1,0,0,8,41,0
2026-03-05 18:09:48.489648,2,100,52,2,0,1,15,37,1,0,0,11,41,0
2026-03-05 18:09:53.489648,1,76,52,3,0,1,22,37,1,0,1,6,41,0
2026-03-05 18:09:58.489648,1,82,53,1,0,0,16,38,1,0,1,6,42,0
2026-03-05 18:10:03.489648,2,86,53,3,0,1,13,39,2,0,0,9,42,0
2026-03-05 18:10:08.489648,2,62,53,2,0,1,17,39,1,0,0,10,42,0
2026-03-05 18:10:13.489648,1,92,54,2,0,1,23,39,1,0,1,11,42,0
2026-03-05 18:10:18.489648,1,78,55,2,0,1,24,40,1,0,0,10,42,0
2026-03-05 18:10:23.489648,1,93,55,2,0,1,12,40,1,0,0,11,42,0
2026-03-05 18:10:28.489648,1,97,56,1,0,1,16,40,1,0,0,5,42,0
2026-03-05 18:10:33.489648,1,80,56,3,0,1,13,41,2,0,0,11,42,0
2026-03-05 18:10:38.489648,2,77,56,3,0,0,21,42,1,0,1,7,42,0
2026-03-05 18:10:43.489648,1,101,56,2,0,1,23,42,2,0,1,11,42,0
2026-03-05 18:10:48.489648,2,62,56,1,0,1,23,42,1,0,0,7,42,0
2026-03-05 18:10:53.489648,1,62,57,1,0,1,18,43,1,0,1,8,42,0
2026-03-05 18:10:58.489648,1,109,58,1,0,1,16,44,1,0,0,8,42,0
2026-03-05 18:11:03.489648,2,89,59,2,0,1,20,44,1,0,0,12,42,0
2026-03-05 18:11:08.489648,2,61,60,2,0,0,18,45,1,0,0,9,43,0
2026-03-05 18:11:13.489648,2,63,60,2,0,0,15,45,2,0,0,12,43,0
2026-03-05 18:11:18.489648,1,75,60,1,0,1,10,45,1,0,0,7,44,0
2026-03-05 18:11:23.489648,1,110,60,3,0,1,16,45,1,0,0,7,44,0
2026-03-05 18:11:28.489648,2,102,61,2,0,1,13,45,1,0,0,6,44,0
2026-03-05 18:11:33.489648,1,120,61,1,0,1,11,45,1,0,1,6,44,0
2026-03-05 18:11:38.489648,2,63,62,3,0,0,24,46,1,0,0,9,44,0
2026-03-05 18:11:43.489648,2,96,63,2,0,1,13,46,2,0,0,9,44,0
2026-03-05 18:11:48.489648,1,73,64,2,0,0,19,46,2,0,1,10,44,0
2026-03-05 18:11:53.489648,2,103,64,2,0,0,14,46,2,0,1,8,44,0
2026-03-05 18:11:58.489648,1,90,64,2,0,1,14,46,1,0,0,7,44,0
2026-03-05 18:12:03.489648,2,109,64,3,0,1,19,46,2,0,1,5,44,0
2026-03-05 18:12:08.489648,1,111,65,2,0,0,12,46,1,0,0,6,44,0
2026-03-05 18:12:13.489648,1,79,66,1,0,1,21,46,1,0,1,8,44,0
2026-03-05 18:12:18.489648,1,69,67,2,0,1,13,46,1,0,0,7,44,0
2026-03-05 18:12:23.489648,1,102,68,3,0,0,15,46,1,0,1,11,44,0
2026-03-05 18:12:28.489648,2,97,68,1,0,1,11,46,2,0,0,7,44,0
2026-03-05 18:12:33.489648,1,72,68,1,0,0,22,46,1,0,1,12,44,0
2026-03-05 18:12:38.489648,1,107,68,3,0,1,10,46,1,0,1,6,44,0
2026-03-05 18:12:43.489648,2,86,68,3,0,1,11,47,1,0,1,5,44,0
2026-03-05 18:12:48.489648,1,94,68,2,0,1,12,47,2,0,0,11,44,0
2026-03-05 18:12:53.489648,1,83,69,2,0,1,18,47,1,0,0,11,44,0
2026-03-05 18:12:58.489648,1,63,69,2,0,1,19,48,2,0,0,10,44,0
2026-03-05 18:13:03.489648,1,96,69,3,0,0,14,49,2,0,1,11,44,0
2026-03-05 18:13:08.489648,1,90,70,2,0,1,13,50,2,0,1,10,44,0
2026-03-05 18:13:13.489648,1,62,70,1,0,1,21,51,2,0,0,10,44,0
2026-03-05 18:13:18.489648,1,89,70,1,0,1,19,51,1,0,1,8,44,0
2026-03-05 18:13:23.489648,2,78,71,2,0,1,15,51,1,0,0,10,44,0
2026-03-05 18:13:28.489648,1,110,72,2,0,1,21,52,2,0,0,8,44,0
2026-03-05 18:13:33.489648,1,90,73,2,0,1,13,52,1,0,0,10,44,0
2026-03-05 18:13:38.489648,2,85,73,2,0,0,19,52,2,0,1,7,44,0
2026-03-05 18:13:43.489648,2,69,73,2,0,1,23,52,1,0,0,9,44,0
2026-03-05 18:13:48.489648,2,108,74,2,0,1,17,52,1,0,0,7,44,0
2026-03-05 18:13:53.489648,1,79,74,1,0,0,20,52,2,0,1,10,44,0
2026-03-05 18:13:58.489648,2,74,74,2,0,1,21,53,2,0,0,7,44,0
2026-03-05 18:14:03.489648,1,79,74,2,0,1,13,53,1,0,0,8,44,0
2026-03-05 18:14:08.489648,1,89,74,1,0,0,20,53,2,0,0,8,44,0
2026-03-05 18:14:13.489648,1,62,75,2,0,1,21,53,1,0,1,6,44,0
2026-03-05 18:14:18.489648,2,80,75,2,0,1,13,53,2,0,0,12,44,0
2026-03-05 18:14:23.489648,2,115,76,1,0,1,21,54,2,0,1,10,45,0
2026-03-05 18:14:28.489648,2,85,76,2,0,1,20,55,1,0,0,10,45,0
2026-03-05 18:14:33.489648,2,119,76,1,0,0,17,56,1,1,0,6,45,0
2026-03-05 18:14:38.489648,1,94,77,1,0,0,19,56,1,1,1,10,46,0
2026-03-05 18:14:43.489648,1,110,77,3,0,1,13,56,2,1,1,8,46,0
2026-03-05 18:14:48.489648,2,82,77,2,0,1,16,56,1,1,0,12,46,0
2026-03-05 18:14:53.489648,2,119,77,3,0,0,19,57,1,1,1,5,46,0
2026-03-05 18:14:58.489648,2,85,77,1,0,1,20,58,1,1,0,11,46,0
2026-03-05 18:15:03.489648,2,62,78,3,0,1,12,58,1,1,0,9,47,0
2026-03-05 18:15:08.489648,1,102,79,3,0,0,17,59,1,1,0,10,48,0
2026-03-05 18:15:13.489648,1,87,79,2,0,1,22,59,1,1,1,9,48,0
2026-03-05 18:15:18.489648,1,80,79,2,0,1,11,60,2,1,0,12,48,0
2026-03-05 18:15:23.489648,1,101,80,3,0,1,14,60,1,1,0,8,48,0
2026-03-05 18:15:28.489648,2,108,80,3,0,0,11,61,1,1,0,6,49,0
2026-03-05 18:15:33.489648,1,111,81,2,0,1,16,62,1,1,0,10,49,0
2026-03-05 18:15:38.489648,1,106,82,3,0,0,21,62,1,1,1,6,49,0
2026-03-05 18:15:43.489648,2,71,83,3,0,0,16,62,1,1,0,11,49,0
2026-03-05 18:15:48.489648,2,66,84,2,0,0,13,62,2,1,1,11,49,0
2026-03-05 18:15:53.489648,1,72,84,1,0,1,16,62,2,1,1,7,49,0
2026-03-05 18:15:58.489648,1,81,85,3,0,1,10,62,2,1,1,9,50,0
2026-03-05 18:16:03.489648,1,88,85,2,0,1,15,62,1,1,0,6,50,0
2026-03-05 18:16:08.489648,1,76,86,3,1,1,23,63,2,1,0,11,50,0
2026-03-05 18:16:13.489648,1,93,87,2,1,1,17,64,1,1,0,10,50,0
2026-03-05 18:16:18.489648,1,109,87,3,1,1,22,64,1,1,0,10,50,0
2026-03-05 18:16:23.489648,1,101,87,3,1,1,15,64,2,1,0,10,50,0
2026-03-05 18:16:28.489648,1,71,87,3,1,1,21,64,2,1,0,7,50,0
2026-03-05 18:16:33.489648,2,83,87,3,1,1,23,64,1,1,1,12,51,0
2026-03-05 18:16:38.489648,2,87,87,1,1,0,22,65,1,1,0,9,51,0
2026-03-05 18:16:43.489648,2,68,87,2,1,1,17,65,1,1,0,11,51,0
2026-03-05 18:16:48.489648,2,101,87,2,1,1,19,65,1,1,1,8,51,0
2026-03-05 18:16:53.489648,2,98,88,2,1,1,14,65,1,1,0,9,51,0
2026-03-05 18:16:58.489648,1,93,89,2,1,1,12,65,2,1,0,9,51,0
2026-03-05 18:17:03.489648,1,119,89,3,1,1,13,65,1,1,0,8,51,0
2026-03-05 18:17:08.489648,1,82,89,3,1,1,12,66,1,1,1,7,51,0
2026-03-05 18:17:13.489648,1,120,90,1,1,1,21,66,2,1,0,9,52,0
2026-03-05 18:17:18.489648,1,109,90,3,1,1,23,67,1,1,1,10,52,0
2026-03-05 18:17:23.489648,1,62,90,2,1,1,10,67,2,1,1,9,52,0
2026-03-05 18:17:28.489648,2,79,90,1,1,1,15,67,2,1,0,9,52,0
2026-03-05 18:17:33.489648,2,82,91,2,1,1,23,67,2,1,1,6,52,0
2026-03-05 18:17:38.489648,1,61,91,2,1,1,13,67,2,1,1,7,52,0
2026-03-05 18:17:43.489648,1,71,91,2,1,1,13,67,1,1,0,11,52,0
2026-03-05 18:17:48.489648,2,83,92,3,1,1,21,67,1,1,0,10,52,0
2026-03-05 18:17:53.489648,1,99,92,2,1,1,13,67,1,1,0,12,52,0
2026-03-05 18:17:58.489648,1,95,93,3,1,1,19,68,2,1,1,10,52,0
2026-03-05 18:18:03.489648,2,116,94,3,1,1,11,68,1,1,0,10,52,0
2026-03-05 18:18:08.489648,1,82,94,3,1,1,11,68,1,1,0,9,52,0
2026-03-05 18:18:13.489648,1,66,94,2,1,1,15,68,1,1,1,8,52,0
2026-03-05 18:18:18.489648,1,74,94,3,1,1,21,68,1,1,0,10,52,0
2026-03-05 18:18:23.489648,1,75,95,3,1,1,14,68,2,1,0,11,52,0
2026-03-05 18:18:28.489648,1,65,95,2,1,1,16,68,1,1,1,9,52,0
2026-03-05 18:18:33.489648,1,63,95,2,1,1,23,68,1,1,0,12,52,0
2026-03-05 18:18:38.489648,1,88,96,2,1,1,21,69,2,1,0,11,52,0
2026-03-05 18:18:43.489648,1,106,96,2,1,0,21,69,2,1,1,10,52,0
2026-03-05 18:18:48.489648,2,111,96,3,1,0,21,69,1,1,0,11,52,0
2026-03-05 18:18:53.489648,1,99,96,3,1,1,16,69,1,1,1,8,52,0
2026-03-05 18:18:58.489648,1,87,97,2,1,0,16,69,2,1,1,12,52,0
2026-03-05 18:19:03.489648,2,111,98,3,1,1,15,69,1,1,0,10,53,0
2026-03-05 18:19:08.489648,1,117,98,2,1,1,23,69,1,1,0,8,53,0
2026-03-05 18:19:13.489648,1,118,98,2,1,1,18,70,1,1,0,9,53,0
2026-03-05 18:19:18.489648,1,99,98,3,1,1,19,70,1,1,0,10,53,0
2026-03-05 18:19:23.489648,1,72,98,2,1,1,11,70,1,1,1,8,53,0
2026-03-05 18:19:28.489648,1,71,98,2,1,1,19,70,1,1,0,11,53,0
2026-03-05 18:19:33.489648,1,76,99,3,1,1,16,70,2,1,1,10,53,0
2026-03-05 18:19:38.489648,1,111,100,3,1,1,23,70,1,1,0,7,53,0
2026-03-05 18:19:43.489648,2,105,100,2,1,1,16,71,2,1,0,7,53,0
2026-03-05 18:19:48.489648,2,103,101,2,1,1,14,71,2,1,1,6,53,0
2026-03-05 18:19:53.489648,2,73,101,2,1,1,23,71,1,1,0,6,53,0
2026-03-05 18:19:58.489648,2,62,101,2,1,0,20,72,2,1,0,7,53,0
2026-03-05 18:20:03.489648,1,91,101,2,1,1,15,72,2,1,0,5,53,0
2026-03-05 18:20:08.489648,1,80,102,2,1,0,22,73,2,1,0,7,53,0
2026-03-05 18:20:13.489648,1,96,103,2,1,0,16,73,1,1,0,7,53,0
2026-03-05 18:20:18.489648,1,102,103,3,1,1,10,73,1,1,0,10,53,0
2026-03-05 18:20:23.489648,1,97,104,2,1,1,12,73,2,1,1,6,53,0
2026-03-05 18:20:28.489648,2,104,105,2,1,1,15,73,1,1,0,10,54,0
2026-03-05 18:20:33.489648,1,63,106,2,1,0,16,73,2,1,0,8,55,0
2026-03-05 18:20:38.489648,1,89,106,3,1,1,20,74,2,1,1,9,55,0
2026-03-05 18:20:43.489648,2,61,106,2,1,1,17,74,1,1,0,12,55,0
2026-03-05 18:20:48.489648,1,68,107,2,1,1,14,74,2,1,0,7,55,0
2026-03-05 18:20:53.489648,2,81,107,3,1,0,23,74,2,1,0,8,55,0
2026-03-05 18:20:58.489648,2,68,107,2,1,1,13,75,1,1,1,5,56,0
2026-03-05 18:21:03.489648,1,120,107,2,1,1,10,75,1,1,1,5,56,0
2026-03-05 18:21:08.489648,1,62,108,3,1,1,15,75,2,1,0,10,56,0
2026-03-05 18:21:13.489648,1,107,109,3,1,1,21,76,2,1,1,12,56,0
2026-03-05 18:21:18.489648,1,69,110,3,1,0,11,76,2,1,0,12,56,0
2026-03-05 18:21:23.489648,1,92,110,3,1,1,20,76,1,1,1,7,57,0
2026-03-05 18:21:28.489648,2,64,111,3,1,1,20,76,1,1,1,9,57,0
2026-03-05 18:21:33.489648,1,75,112,3,1,1,23,77,1,1,0,6,57,0
2026-03-05 18:21:38.489648,1,115,112,2,1,1,21,77,1,1,0,5,57,0
2026-03-05 18:21:43.489648,2,112,112,2,1,1,19,78,1,1,1,6,57,0
2026-03-05 18:21:48.489648,2,102,113,3,1,1,16,79,2,1,1,8,57,0
2026-03-05 18:21:53.489648,1,113,113,2,1,0,11,79,2,1,1,7,57,0
2026-03-05 18:21:58.489648,1,111,113,2,1,1,10,79,2,1,1,11,57,0
2026-03-05 18:22:03.489648,1,98,114,2,1,1,13,79,1,1,0,5,57,0
2026-03-05 18:22:08.489648,1,110,115,2,1,1,12,79,2,1,1,8,57,0
2026-03-05 18:22:13.489648,1,118,115,2,1,1,13,79,1,1,0,7,57,0
2026-03-05 18:22:18.489648,1,70,115,3,1,1,15,79,2,1,0,11,58,0
2026-03-05 18:22:23.489648,1,77,115,3,1,1,17,79,2,1,0,11,58,0
2026-03-05 18:22:28.489648,1,105,115,2,1,0,15,79,2,1,0,11,58,0
2026-03-05 18:22:33.489648,2,78,115,3,1,1,21,79,2,1,0,5,58,0
2026-03-05 18:22:38.489648,1,62,115,3,1,0,11,79,2,1,1,7,58,0
2026-03-05 18:22:43.489648,2,95,116,3,1,1,17,79,2,1,1,10,58,0
2026-03-05 18:22:48.489648,1,72,116,3,1,0,10,79,2,1,0,12,58,0
2026-03-05 18:22:53.489648,2,80,117,2,1,1,15,79,1,1,0,10,59,0
2026-03-05 18:22:58.489648,1,85,118,2,1,1,17,79,1,1,1,9,60,0
2026-03-05 18:23:03.489648,1,117,118,4,1,1,16,79,1,1,0,6,60,0
2026-03-05 18:23:08.489648,2,76,119,3,1,1,16,79,2,1,1,9,60,0
2026-03-05 18:23:13.489648,2,64,120,2,1,1,18,79,1,1,0,6,60,0
2026-03-05 18:23:18.489648,1,103,121,3,1,1,11,79,1,1,0,6,60,0
2026-03-05 18:23:23.489648,1,74,121,4,1,1,23,79,1,1,1,11,60,0
2026-03-05 18:23:28.489648,1,106,122,3,1,1,21,79,1,1,0,6,60,0
2026-03-05 18:23:33.489648,1,112,122,3,1,1,18,79,1,1,0,10,60,0
2026-03-05 18:23:38.489648,1,93,123,3,1,1,13,80,2,1,1,9,60,0
2026-03-05 18:23:43.489648,1,84,123,2,1,1,11,80,1,1,0,11,60,0
2026-03-05 18:23:48.489648,1,96,123,2,1,1,12,81,1,1,0,10,60,0
2026-03-05 18:23:53.489648,1,77,124,4,1,1,22,81,2,1,1,8,61,0
2026-03-05 18:23:58.489648,1,110,124,3,1,0,17,81,1,1,0,6,61,0
2026-03-05 18:24:03.489648,1,70,124,2,1,1,20,81,1,1,1,5,62,0
2026-03-05 18:24:08.489648,1,73,125,3,1,1,11,81,2,1,0,10,63,0
2026-03-05 18:24:13.489648,1,65,125,2,1,1,20,81,1,1,1,9,63,0
2026-03-05 18:24:18.489648,2,105,126,2,1,1,13,81,1,1,1,7,63,0
2026-03-05 18:24:23.489648,1,61,126,3,1,1,15,82,2,1,0,8,63,0
2026-03-05 18:24:28.489648,1,107,127,3,1,1,11,82,2,1,0,9,63,0
2026-03-05 18:24:33.489648,1,92,128,4,1,1,12,82,2,1,0,5,64,0
2026-03-05 18:24:38.489648,2,73,129,3,1,1,17,82,1,1,0,7,65,0
2026-03-05 18:24:43.489648,2,67,129,3,1,1,19,82,2,1,0,12,65,0
2026-03-05 18:24:48.489648,2,72,129,2,1,1,24,82,2,1,0,7,65,0
2026-03-05 18:24:53.489648,2,96,130,3,1,1,11,83,1,1,0,8,65,0
2026-03-05 18:24:58.489648,1,95,130,2,1,1,13,83,1,1,0,12,65,0
2026-03-05 18:25:03.489648,2,108,131,2,1,1,22,83,2,1,0,10,65,0
2026-03-05 18:25:08.489648,2,107,131,2,1,0,24,83,1,1,0,9,65,0
2026-03-05 18:25:13.489648,1,100,131,3,1,1,12,84,2,1,0,7,65,0
2026-03-05 18:25:18.489648,2,76,131,3,1,0,18,84,1,1,0,11,65,0
2026-03-05 18:25:23.489648,2,113,131,3,1,1,16,84,1,1,1,10,65,0
2026-03-05 18:25:28.489648,2,119,131,2,1,1,11,84,1,1,0,10,65,0
2026-03-05 18:25:33.489648,1,77,131,4,1,1,15,84,2,1,0,12,66,0
2026-03-05 18:25:38.489648,1,69,132,3,1,0,11,84,2,1,0,7,66,0
2026-03-05 18:25:43.489648,2,115,133,3,1,1,17,84,2,1,0,12,66,0
2026-03-05 18:25:48.489648,1,110,133,3,1,1,19,84,1,1,0,6,66,0
2026-03-05 18:25:53.489648,1,108,133,3,1,1,15,84,2,1,1,11,66,0
2026-03-05 18:25:58.489648,2,89,133,3,1,1,13,84,1,1,0,12,67,0
2026-03-05 18:26:03.489648,1,71,133,3,1,0,18,85,1,1,0,11,67,0
2026-03-05 18:26:08.489648,1,111,133,3,1,0,15,85,1,1,0,8,67,0
2026-03-05 18:26:13.489648,1,83,134,3,1,1,13,85,2,1,0,8,68,0
2026-03-05 18:26:18.489648,2,100,135,4,1,1,15,85,2,1,1,6,68,0
2026-03-05 18:26:23.489648,1,104,135,3,1,0,23,85,1,1,0,10,68,0
2026-03-05 18:26:28.489648,1,118,135,3,1,1,20,85,1,1,1,11,68,0
2026-03-05 18:26:33.489648,1,79,136,2,1,1,15,85,2,1,0,9,68,0
2026-03-05 18:26:38.489648,2,112,136,3,1,1,14,85,1,1,1,12,69,0
2026-03-05 18:26:43.489648,2,84,136,3,1,1,21,85,2,1,0,12,70,0
2026-03-05 18:26:48.489648,2,112,136,3,1,1,23,85,2,1,1,7,70,0
2026-03-05 18:26:53.489648,2,98,136,2,1,1,20,85,2,1,1,11,70,0
2026-03-05 18:26:58.489648,2,90,136,3,1,1,16,85,1,1,1,5,70,0
2026-03-05 18:27:03.489648,1,63,136,3,1,1,15,85,1,1,0,8,70,0
2026-03-05 18:27:08.489648,1,109,136,4,1,0,21,85,2,1,1,5,70,0
2026-03-05 18:27:13.489648,1,102,136,2,1,0,19,85,2,1,1,7,70,0
2026-03-05 18:27:18.489648,2,100,136,3,1,1,23,85,2,1,0,5,70,0
2026-03-05 18:27:23.489648,2,100,137,3,1,0,20,85,2,1,0,11,70,0
2026-03-05 18:27:28.489648,1,118,137,2,1,1,12,85,1,1,1,5,70,0
2026-03-05 18:27:33.489648,1,72,138,3,1,1,21,85,2,1,0,9,70,0
2026-03-05 18:27:38.489648,1,61,139,3,1,1,13,85,2,1,0,6,70,0
2026-03-05 18:27:43.489648,1,98,139,4,1,1,17,86,2,1,1,6,71,0
2026-03-05 18:27:48.489648,1,62,139,3,1,1,22,86,2,1,0,11,71,0
2026-03-05 18:27:53.489648,1,94,140,3,1,1,22,86,2,1,1,6,71,0
2026-03-05 18:27:58.489648,2,101,141,2,1,1,12,86,1,1,0,8,71,0
2026-03-05 18:28:03.489648,1,87,142,3,1,1,19,87,1,1,0,11,71,0
2026-03-05 18:28:08.489648,1,119,143,2,1,1,18,87,1,1,0,9,71,0
2026-03-05 18:28:13.489648,1,66,143,2,1,0,23,87,2,1,0,10,71,0
2026-03-05 18:28:18.489648,2,105,143,3,1,1,14,87,1,1,0,11,71,0
2026-03-05 18:28:23.489648,1,117,143,3,1,0,14,87,2,1,0,6,71,0
2026-03-05 18:28:28.489648,1,96,144,4,1,1,12,87,1,1,0,11,71,0
2026-03-05 18:28:33.489648,2,79,145,3,1,0,12,87,2,1,1,6,71,0
2026-03-05 18:28:38.489648,2,110,145,4,1,1,19,88,1,1,0,9,71,0
2026-03-05 18:28:43.489648,2,99,145,3,1,0,16,88,2,1,1,8,71,0
2026-03-05 18:28:48.489648,1,109,145,3,1,1,12,89,2,1,1,11,71,0
2026-03-05 18:28:53.489648,1,66,146,2,1,1,19,89,1,1,1,6,71,0
2026-03-05 18:28:58.489648,1,78,146,4,1,0,12,89,2,1,0,7,71,0
2026-03-05 18:29:03.489648,1,63,146,3,1,1,11,90,1,1,0,5,71,0
2026-03-05 18:29:08.489648,2,68,146,4,1,1,16,90,2,1,1,6,71,0
2026-03-05 18:29:13.489648,1,96,146,2,1,0,11,90,2,1,1,11,71,0
2026-03-05 18:29:18.489648,1,71,146,4,1,1,15,90,2,1,0,9,71,0
2026-03-05 18:29:23.489648,2,104,146,4,1,0,19,90,2,1,0,11,71,0
2026-03-05 18:29:28.489648,1,87,146,3,1,1,22,90,2,1,0,7,71,0
2026-03-05 18:29:33.489648,1,73,146,3,1,0,14,90,2,1,0,8,71,0
2026-03-05 18:29:38.489648,1,67,147,3,1,1,18,90,2,1,1,10,71,0
2026-03-05 18:29:43.489648,2,101,148,3,1,1,16,90,2,1,0,8,72,0
2026-03-05 18:29:48.489648,1,73,148,2,1,0,18,90,1,1,0,10,72,0
2026-03-05 18:29:53.489648,2,77,148,3,1,1,19,90,2,1,0,7,72,0
2026-03-05 18:29:58.489648,2,82,148,4,1,1,12,90,2,1,0,11,72,0
2026-03-05 18:30:03.489648,1,97,148,4,1,1,20,91,2,1,1,6,72,0
2026-03-05 18:30:08.489648,1,96,149,3,1,1,19,91,1,1,0,11,72,0
2026-03-05 18:30:13.489648,2,111,150,2,1,1,21,91,2,1,0,6,72,0
2026-03-05 18:30:18.489648,2,96,151,3,1,1,15,91,2,1,0,7,72,0
2026-03-05 18:30:23.489648,1,66,151,2,1,1,21,91,1,1,0,8,72,0
2026-03-05 18:30:28.489648,1,98,151,4,1,0,15,91,2,1,1,10,72,0
2026-03-05 18:30:33.489648,1,96,151,4,1,1,21,91,1,1,0,6,72,0
2026-03-05 18:30:38.489648,2,96,152,3,1,1,14,91,1,1,0,11,72,0
2026-03-05 18:30:43.489648,2,85,152,3,1,1,22,92,1,1,0,8,73,0
2026-03-05 18:30:48.489648,1,65,152,3,1,1,11,92,2,1,0,8,73,0
2026-03-05 18:30:53.489648,1,82,153,2,1,1,19,92,2,1,0,10,73,0
2026-03-05 18:30:58.489648,1,85,153,4,1,1,14,92,1,1,0,10,74,0
2026-03-05 18:31:03.489648,1,68,153,4,1,1,16,92,1,1,0,8,75,0
2026-03-05 18:31:08.489648,1,97,154,3,1,1,19,92,1,1,0,12,75,0
2026-03-05 18:31:13.489648,1,110,155,2,1,1,16,92,1,1,0,11,75,0
2026-03-05 18:31:18.489648,1,64,155,2,1,1,22,92,1,1,0,7,75,0
2026-03-05 18:31:23.489648,1,109,156,2,1,1,10,93,1,1,0,8,75,0
2026-03-05 18:31:28.489648,2,89,156,3,1,1,15,93,1,1,0,10,75,0
2026-03-05 18:31:33.489648,2,65,157,3,1,1,20,93,2,1,0,9,75,0
2026-03-05 18:31:38.489648,1,102,158,4,1,0,24,93,1,1,0,11,76,0
2026-03-05 18:31:43.489648,2,118,158,3,1,1,16,93,1,1,0,7,76,0
2026-03-05 18:31:48.489648,1,80,158,3,1,0,21,93,2,1,0,10,76,0
2026-03-05 18:31:53.489648,1,98,159,3,1,1,13,94,1,1,0,5,76,0
2026-03-05 18:31:58.489648,2,64,159,3,1,1,13,94,2,1,1,6,76,0
2026-03-05 18:32:03.489648,1,113,160,3,1,1,19,95,2,1,1,11,76,0
2026-03-05 18:32:08.489648,1,61,160,4,1,1,14,95,2,1,1,8,76,0
2026-03-05 18:32:13.489648,2,119,161,4,1,1,17,95,2,1,0,8,77,0
2026-03-05 18:32:18.489648,1,118,162,3,1,1,14,96,2,1,0,9,78,0
2026-03-05 18:32:23.489648,2,61,163,3,1,1,20,96,2,1,0,11,78,0
2026-03-05 18:32:28.489648,2,102,163,3,1,1,19,96,2,1,1,11,78,0
2026-03-05 18:32:33.489648,1,107,163,3,1,1,16,96,2,1,0,9,79,0
2026-03-05 18:32:38.489648,2,101,163,2,1,1,16,96,1,1,0,7,79,0
2026-03-05 18:32:43.489648,2,64,164,3,1,0,17,97,1,1,0,9,79,0
2026-03-05 18:32:48.489648,1,103,165,3,1,0,17,97,2,1,1,7,79,0
2026-03-05 18:32:53.489648,1,105,165,4,1,1,14,98,2,1,0,11,79,0
2026-03-05 18:32:58.489648,1,100,166,4,1,1,11,99,2,1,0,5,79,0
2026-03-05 18:33:03.489648,2,65,166,3,1,1,12,99,1,1,0,7,79,0
2026-03-05 18:33:08.489648,1,63,167,3,1,1,20,99,2,1,1,5,79,0
2026-03-05 18:33:13.489648,1,83,168,3,1,0,18,99,1,1,0,7,79,0
2026-03-05 18:33:18.489648,1,110,168,2,1,0,19,100,2,1,0,8,79,0
2026-03-05 18:33:23.489648,2,106,168,3,1,1,14,100,1,1,1,8,79,0
2026-03-05 18:33:28.489648,2,101,168,4,1,1,19,100,2,1,0,9,79,0
2026-03-05 18:33:33.489648,1,102,169,3,1,1,17,101,2,1,0,9,79,0
2026-03-05 18:33:38.489648,1,69,169,3,1,1,12,101,2,1,0,9,79,0
2026-03-05 18:33:43.489648,1,97,169,3,1,0,18,101,1,1,1,6,79,0
2026-03-05 18:33:48.489648,1,99,169,4,1,1,17,102,2,1,0,7,79,0
2026-03-05 18:33:53.489648,1,112,170,3,1,1,22,102,1,1,0,11,79,0
